variant,images,valid_dice_images,ostia_success_rate,mean_dice,mean_dice_before_morphology,median_dice_before_morphology,mean_dice_after_morphology,mean_dice_morphology_delta,median_dice_morphology_delta,mean_recall_before_morphology,mean_recall_after_morphology,mean_precision_before_morphology,mean_precision_after_morphology,median_dice,std_dice,mean_dice_success_ostia,zero_dice_rate,processed_limit_hit_rate,candidate_limit_hit_rate,error_count,mean_vesselness_seconds,mean_segmentation_seconds,mean_morphology_seconds,mean_recovery_triggered_branches,mean_recovery_accepted_branches,mean_recovery_added_voxels,mean_conditioned_acceptance_rate
rg_gamma55_current__conditioned_p10_f050,30,30,0.9333333333333333,0.5994774595774153,0.32230206908973513,0.35674230485297453,0.5994774595774153,0.2771753904876802,0.2925883167812111,0.20537537505900083,0.5989401867072328,0.8056980773500348,0.6380330138049275,0.6308550937180171,0.1542899095871719,0.6258058953604146,0.03333333333333333,0.0,0.0,0,0.3908745572667006,0.06640048696681333,2.1617111103333326,0.0,0.0,0.0,0.7929476953278011
rg_gamma55_current__conditioned_p10_f025,30,30,0.9333333333333333,0.5995255883869675,0.32230206908973513,0.35674230485297453,0.5995255883869675,0.2772235192972322,0.2958089738877874,0.20537537505900083,0.6096766298380633,0.8056980773500348,0.6266204029529159,0.6303761132594123,0.15382566621307897,0.6257427176972377,0.03333333333333333,0.0,0.0,0,0.3908745572667006,0.06640048696681333,2.166448100533186,0.0,0.0,0.0,0.8647505060866503
fc_floor020_sigma110__current_c3_d2,30,30,0.9333333333333333,0.5994169977864907,0.35366504857522535,0.3745204501581202,0.5994169977864907,0.24575194921126528,0.255307229818644,0.22623346443962994,0.6019449026924975,0.8546696131661018,0.6233985260535497,0.6387742967608896,0.14544523224837855,0.6252230888202673,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.6588765697334868,1.708322378033184,0.0,0.0,0.0,
fc_floor020_alpha018__current_c3_d2,30,30,0.9333333333333333,0.5982338098323542,0.32674257260569467,0.3553693948147022,0.5982338098323542,0.27149123722665947,0.2813135255722494,0.2033433750869716,0.569024039993297,0.8802402139613417,0.6624993380821736,0.6383433056351843,0.1505230603214624,0.623773202813176,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.4962543998333786,1.7067178030665977,0.0,0.0,0.0,
fc_floor020_weight092__conditioned_p10_f050,30,30,0.9333333333333333,0.5975728359821073,0.3416411070163743,0.364804479476168,0.5975728359821073,0.2559317289657331,0.26862383082249486,0.21644649635145805,0.558631513170832,0.8633783183910886,0.6791971253625569,0.6354884249300612,0.15280778043617801,0.6233139715412175,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.5969768609998938,2.160772658733246,0.0,0.0,0.0,0.7725100082827682
fc_floor020_weight092__conditioned_p10_f025,30,30,0.9333333333333333,0.5975752928735075,0.3416411070163743,0.364804479476168,0.5975752928735075,0.25593418585713323,0.26797365004690443,0.21644649635145805,0.5678940177693367,0.8633783183910886,0.6663327105499034,0.6344450170736757,0.15214488690912012,0.6232418974588325,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.5969768609998938,2.1645235168998926,0.0,0.0,0.0,0.8455803447360944
fc_floor020_neighborhood18__current_c3_d2,30,30,0.9333333333333333,0.5970165848685071,0.34370782371077624,0.3655830387856502,0.5970165848685071,0.25330876115773077,0.26286629788535865,0.21796875405411392,0.5890192869339702,0.8634492958815371,0.6368041529912934,0.6410400787709424,0.14881377209128935,0.6225997392409629,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.1946550530999653,1.7118042855669047,0.0,0.0,0.0,
fc_floor020_weight088__current_c3_d2,30,30,0.9333333333333333,0.5956106318602841,0.3526133436199103,0.3778572644452812,0.5956106318602841,0.24299728824037375,0.2548797912568146,0.2268419435973936,0.6074806281655504,0.836565581585965,0.6105935368551053,0.6372520218624427,0.1463411065151722,0.6211562947348713,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.7081610891998935,1.704934794566634,0.0,0.0,0.0,
rg_gamma55_current__current_c3_d2,30,30,0.9333333333333333,0.5936679771959038,0.32230206908973513,0.35674230485297453,0.5936679771959038,0.2713659081061686,0.2972502013940286,0.20537537505900083,0.6234367030139719,0.8056980773500348,0.6009760316265097,0.627676927237818,0.15190235086984757,0.619379236166288,0.03333333333333333,0.0,0.0,0,0.3908745572667006,0.06640048696681333,1.7145762150332908,0.0,0.0,0.0,
fc_floor020_weight092__current_c3_d2,30,30,0.9333333333333333,0.5917948160606882,0.3416411070163743,0.364804479476168,0.5917948160606882,0.25015370904431394,0.25887980219476747,0.21644649635145805,0.5814761430610954,0.8633783183910886,0.6354421784573858,0.6300710977353088,0.1495766263778531,0.6170057436605435,0.03333333333333333,0.0,0.6333333333333333,0,0.3908745572667006,1.5969768609998938,1.7066511442335468,0.0,0.0,0.0,
rg_gamma65_branch_local_p95__conditioned_p10_f050,30,30,0.9333333333333333,0.24850426318664545,0.15774077881731657,0.14320811554814566,0.24850426318664545,0.09076348436932882,0.0843353526056546,0.1248552779278186,0.35350633036835755,0.30557791868601064,0.2292832649379676,0.22586175181930837,0.15292519756417602,0.2647572731860298,0.03333333333333333,0.0,0.0,0,0.3914321458333688,0.18546677656637864,2.1649522811664306,0.0,0.0,0.0,0.8144331626545597
