IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,min_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
28,0.6106192963906565,159173,region_growing,,,,,normal,-300.0,fixed,,,,44548201,43162495,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(207, 295, 187)","(262, 231, 217)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,5,no,yes
380,0.47261661071535793,223583,region_growing,,,,,normal,-300.0,fixed,,,,31134560,30588105,yes,found but incorrect,yes,yes,,,no,no,no,yes,18.788118195150396,0.0,"(139, 256, 163)","(229, 179, 171)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,5,no,yes
854,0.5591618643880683,173918,region_growing,,,,,normal,-300.0,fixed,,,,42774957,41782616,yes,both tolerable,yes,no,,,no,yes,no,yes,2.156083694900099,0.0,"(197, 299, 156)","(244, 227, 184)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,5,no,yes
937,0.5843069706076376,175514,region_growing,,,,,normal,-300.0,fixed,,,,47348632,46159589,yes,both tolerable,yes,no,,,no,yes,no,no,0.4916601837937713,0.6953125,"(212, 344, 213)","(232, 255, 228)",,both ostia tolerable,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,5,no,yes
315,0.5391784022715433,214372,region_growing,,,,,normal,-300.0,fixed,,,,50372253,49735523,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,12.548309966199133,"(318, 367, 186)","(211, 264, 200)",,one ostium correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,5,no,yes
428,0.5827728976668718,179012,region_growing,,,,,normal,-300.0,fixed,,,,50495171,49896629,yes,both correct,yes,no,,,yes,no,yes,yes,0.0,0.0,"(193, 335, 103)","(203, 240, 176)",,both ostia correct,opencv,linear,"[1, 1, 1]",99.7,fixed,yes,per_slice,region_growing,5,no,yes
