split,variant,images,errors,mid_ostia_success_percent,high_rescaled_ostia_success_percent,mean_dice_high,median_dice_high,mean_dice_before_morphology_high,mean_morphology_delta_high,mean_dice_delta_vs_baseline,wins_vs_baseline,mean_prediction_to_label_ratio,mean_isolated_time_seconds,actual_sweep_total_seconds
train,morphology_mid_radii,5,0,100.0,100.0,0.6266494801488186,0.6619294286890999,0.31358174490246393,0.3130677352463547,0.048306608324523756,4,0.7550656370620472,66.87005930379982,1087.8871403159965
train,rg_mid_thresholds,5,0,100.0,100.0,0.5935901608549852,0.6009457925300359,0.249136673336439,0.3444534875185462,0.01524728903069037,4,1.2543870736006426,105.6574659322001,1087.8871403159965
train,baseline_high_scaled,5,0,100.0,100.0,0.5783428718242949,0.5865952216219399,0.31358174490246393,0.26476112692183096,0.0,0,1.7419708545384789,105.62649785199991,1087.8871403159965
train,rg_mid_thresholds_morphology_mid,5,0,100.0,100.0,0.5687280629932172,0.6105411209202446,0.249136673336439,0.3195913896567782,-0.009614808831077704,3,0.5331280019576009,66.92949079719983,1087.8871403159965
train,artery_sigmas_physical_x2,5,0,100.0,100.0,0.5071293351636628,0.5038204983036562,0.2031245233809495,0.3040048117827132,-0.0712135366606321,0,0.7636940027046183,107.89179937199951,1087.8871403159965
