IMG_ID,base_dice,base_ostia,base_min_hu,base_threshold_voxels,base_lcc_voxels,artery_dice,ostia_detection_status,min_threshold_hu,threshold_voxel_count,lcc_voxel_count,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,variant,delta,threshold_delta,lcc_voxel_delta,status_changed
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6459950122948676,both tolerable,-119.5,11912000,11753059,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.000506910483590417,180.5,-676405,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6275437161263933,both tolerable,-141.25,11904216,11769200,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.004107615320457447,158.75,-699605,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.3943513170869137,found but incorrect,-122.25,8236975,7513630,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.19126017784989285,177.75,-342486,True
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5724384062343753,both tolerable,-126.25,11660400,11514601,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.00020488580845490212,173.75,-623271,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7269236268562208,both tolerable,-110.0,11757495,11378255,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.17076547430198707,190.0,-694049,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.5214905965004145,both tolerable,-127.0,11845984,11740455,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.03994092555086892,173.0,-719909,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645693341478314,found but incorrect,-134.0,11059062,10933326,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.002779548799834608,166.0,-572747,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7470944874545284,both tolerable,-116.25,10308598,9846498,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.003206548092114847,183.75,-477684,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4379987060599525,found but incorrect,-145.75,8096850,7897526,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.0001360447935848108,154.25,-366500,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4981673675681932,both tolerable,-126.5,12359559,12226527,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.0006313614095639353,173.5,-734174,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3934189189189189,both tolerable,-157.25,7470392,6958728,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.2371299892088199,142.75,-663611,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7165386943639086,both tolerable,-122.0,11149191,11001999,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.003893926545419424,178.0,-631984,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6853162909953695,both tolerable,-121.0,10501747,10274667,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.018187381451303386,179.0,-666095,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7104772663089522,both tolerable,-116.5,8869723,8736587,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.0020465532040101486,183.5,-504488,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5415773830096081,both tolerable,-123.75,11901753,11816781,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.0002105587783336471,176.25,-711660,False
631,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7281309674512413,both tolerable,-129.75,10445251,10172884,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.2248721358688479,170.25,-703659,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.637322574372934,both tolerable,-126.5,9906761,9644181,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.01760790588866956,173.5,-515655,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.683986864979718,both tolerable,-132.75,11262482,10921180,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.004939597320963385,167.25,-719218,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6785056612029828,both tolerable,-132.25,8248164,8167173,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.011838994536316205,167.75,-482781,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.550611406132373,both tolerable,-135.5,10602444,10267874,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.00019519313121096893,164.5,-542318,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4620009249267766,both tolerable,-119.75,9448269,9293335,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.00356872996910218,180.25,-495931,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7225394503670782,both tolerable,-122.25,10701863,9595442,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.0041076221244930045,177.75,-887002,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6336109201110347,both tolerable,-124.0,8159185,7971045,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.003250887748575182,176.0,-354095,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7979083457645606,both tolerable,-114.5,11990828,11713557,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.008430518835731649,185.5,-683567,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6864313089622641,both tolerable,-133.25,10569363,10329205,object_relative_percentile,7.5,99.5,object_relative_p7p5,-0.0012462287026886454,166.75,-697511,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7428872022243932,both tolerable,-142.0,11658765,10264811,object_relative_percentile,7.5,99.5,object_relative_p7p5,0.00471760939660093,158.0,-643415,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.671575967672458,both tolerable,-113.0,10288414,9944328,percentile,10.0,,percentile_p10p0,0.0006100748664963351,187.0,-841304,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5563347606485225,both tolerable,-132.5,7231317,7105546,percentile,10.0,,percentile_p10p0,0.015288150852779014,167.5,-537870,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.643942214610172,both tolerable,-117.75,9917636,9696045,percentile,10.0,,percentile_p10p0,0.012635196273978355,182.25,-742404,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6899479436792869,both tolerable,-109.5,10900513,10621048,percentile,10.0,,percentile_p10p0,0.005022141135374136,190.5,-912800,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6463736225354081,both tolerable,-109.25,11628027,11436201,percentile,10.0,,percentile_p10p0,-0.00012830024304988363,190.75,-993263,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6282642089093702,both tolerable,-126.75,11605030,11421499,percentile,10.0,,percentile_p10p0,0.00482810810343437,173.25,-1047306,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6593023403795004,both tolerable,-99.25,8055658,7350589,percentile,10.0,,percentile_p10p0,0.07369084544269389,200.75,-505527,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5725365828435512,both tolerable,-116.25,11363265,11201560,percentile,10.0,,percentile_p10p0,-0.00010670919927890932,183.75,-936312,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7272950166520238,both tolerable,-100.75,11441814,10968616,percentile,10.0,,percentile_p10p0,0.17113686409779005,199.25,-1103688,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.6571761356283163,both tolerable,-118.5,11530846,11413339,percentile,10.0,,percentile_p10p0,0.17562646467877074,181.5,-1047025,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645496183206107,found but incorrect,-124.75,10787213,10641291,percentile,10.0,,percentile_p10p0,-0.00279926462705532,175.25,-864782,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7472814917230298,both tolerable,-103.5,10038938,9577690,percentile,10.0,,percentile_p10p0,0.0033935523606162254,196.5,-746492,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.438021698337036,found but incorrect,-126.75,7909524,7701687,percentile,10.0,,percentile_p10p0,-0.00011305251650128856,173.25,-562339,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.49830220713073,both tolerable,-115.75,12032306,11842835,percentile,10.0,,percentile_p10p0,-0.0004965218470271426,184.25,-1117866,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3954095507451322,both tolerable,-144.0,7296258,6677734,percentile,10.0,,percentile_p10p0,0.23912062103503318,156.0,-944605,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7176359775858491,both tolerable,-110.5,10860933,10683341,percentile,10.0,,percentile_p10p0,0.004991209767359894,189.5,-950642,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6863414821353188,both tolerable,-110.5,10220365,9903989,percentile,10.0,,percentile_p10p0,0.01921257259125264,189.5,-1036773,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7110947749377968,both tolerable,-108.0,8634825,8488193,percentile,10.0,,percentile_p10p0,0.002664061832854725,192.0,-752882,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5415227304131546,both tolerable,-116.25,11587083,11481305,percentile,10.0,,percentile_p10p0,-0.0002652113747871887,183.75,-1047136,False
631,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7282978265547665,both tolerable,-117.25,10159193,9552106,percentile,10.0,,percentile_p10p0,0.22503899497237312,182.75,-1324437,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6584093052499214,both tolerable,-115.75,9661265,9388368,percentile,10.0,,percentile_p10p0,0.038694636765656876,184.25,-771468,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6845203548627808,both tolerable,-120.5,10990670,10553435,percentile,10.0,,percentile_p10p0,0.0054730872040262835,179.5,-1086963,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6798501325047975,both tolerable,-123.5,8044725,7959226,percentile,10.0,,percentile_p10p0,0.013183465838130903,176.5,-690728,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5507694813125967,both tolerable,-118.75,10325902,9962069,percentile,10.0,,percentile_p10p0,-3.7117950987264337e-05,181.25,-848123,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4723494299339923,both tolerable,-104.5,9207999,9007842,percentile,10.0,,percentile_p10p0,0.013917234976317916,195.5,-781424,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.723516396792514,both tolerable,-111.75,10438679,9306971,percentile,10.0,,percentile_p10p0,0.005084568549928781,188.25,-1175473,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6309376290788931,both tolerable,-110.5,7967027,7776808,percentile,10.0,,percentile_p10p0,0.0005775967164335372,189.5,-548332,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7987279969163562,both tolerable,-100.0,11677555,11304548,percentile,10.0,,percentile_p10p0,0.009250169987527257,200.0,-1092576,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6912416644935365,both tolerable,-122.75,10296644,9950660,percentile,10.0,,percentile_p10p0,0.003564126828583758,177.25,-1076056,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7431786047351163,both tolerable,-127.75,11362621,9971319,percentile,10.0,,percentile_p10p0,0.005009011907324057,172.25,-936907,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6725147400209545,both tolerable,-103.5,10024554,9551527,percentile,12.5,,percentile_p12p5,0.0015488472149928212,196.5,-1234105,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5668567721707165,both tolerable,-121.0,7064463,6925272,percentile,12.5,,percentile_p12p5,0.025810162374973022,179.0,-718144,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6405591798695247,both tolerable,-108.0,9680927,9305275,percentile,12.5,,percentile_p12p5,0.009252161533331082,192.0,-1133174,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.664269900270144,both tolerable,-100.5,10628512,10275656,percentile,12.5,,percentile_p12p5,-0.02065590227376879,199.5,-1258192,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.646440624617483,both tolerable,-100.0,11335857,11078463,percentile,12.5,,percentile_p12p5,-6.129816097499852e-05,200.0,-1351001,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6292108876711625,both tolerable,-115.0,11300487,10854517,percentile,12.5,,percentile_p12p5,0.0057747868652267,185.0,-1614288,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.585232109493328,both tolerable,-80.75,7878083,7135884,percentile,12.5,,percentile_p12p5,-0.000379385443478486,219.25,-720232,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5730154897022803,both tolerable,-108.0,11061368,10855223,percentile,12.5,,percentile_p12p5,0.0003721976594501797,192.0,-1282649,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.744041363655471,both tolerable,-92.5,11120266,10484967,percentile,12.5,,percentile_p12p5,0.1878832111012373,207.5,-1587337,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.6575542367934624,both tolerable,-111.75,11217281,11052572,percentile,12.5,,percentile_p12p5,0.17600456584391677,188.25,-1407792,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645736623503542,found but incorrect,-117.5,10518825,10317304,percentile,12.5,,percentile_p12p5,-0.002775220597311834,182.5,-1188769,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7468496428972068,both tolerable,-93.5,9778985,9294703,percentile,12.5,,percentile_p12p5,0.002961703534793192,206.5,-1029479,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4340926542103916,found but incorrect,-111.0,7721198,7474713,percentile,12.5,,percentile_p12p5,-0.004042096643145698,189.0,-789313,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4985142592521128,both tolerable,-107.0,11703405,11422999,percentile,12.5,,percentile_p12p5,-0.0002844697256443318,193.0,-1537702,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3944651758232778,both tolerable,-135.0,7128015,6449155,percentile,12.5,,percentile_p12p5,0.23817624611317878,165.0,-1173184,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7043158710017633,both tolerable,-100.5,10571556,10346846,percentile,12.5,,percentile_p12p5,-0.008328896816725884,199.5,-1287137,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.695460915602616,both tolerable,-102.0,9937256,9393214,percentile,12.5,,percentile_p12p5,0.028332006058549908,198.0,-1547548,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7195961995249406,both tolerable,-101.0,8389847,8211470,percentile,12.5,,percentile_p12p5,0.011165486419998483,199.0,-1029605,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.541324311261479,both tolerable,-110.5,11273765,11131087,percentile,12.5,,percentile_p12p5,-0.00046363052646281044,189.5,-1397354,False
631,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.729084008970157,both tolerable,-107.5,9880367,9003215,percentile,12.5,,percentile_p12p5,0.22582517738776364,192.5,-1873328,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6575786342636541,both tolerable,-107.5,9417713,9067697,percentile,12.5,,percentile_p12p5,0.03786396577938966,192.5,-1092139,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6554357397543055,both tolerable,-110.75,10718044,9909139,percentile,12.5,,percentile_p12p5,-0.023611527904449092,189.25,-1731259,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6763613633856675,both tolerable,-116.75,7847123,7748185,percentile,12.5,,percentile_p12p5,0.009694696719000917,183.25,-901769,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5511268696254635,both tolerable,-106.25,10052267,9588648,percentile,12.5,,percentile_p12p5,0.0003202703618795377,193.75,-1221544,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4715202434506483,both tolerable,-91.25,8967967,8662135,percentile,12.5,,percentile_p12p5,0.013088048492973903,208.75,-1127131,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7238697474840149,both tolerable,-103.5,10180863,9052185,percentile,12.5,,percentile_p12p5,0.005437919241429667,196.5,-1430259,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6313013804870482,both tolerable,-100.25,7779658,7572893,percentile,12.5,,percentile_p12p5,0.0009413481245886812,199.75,-752247,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.799298437575426,both tolerable,-88.5,11367312,10781846,percentile,12.5,,percentile_p12p5,0.009820610646597006,211.5,-1615278,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6915877395778954,both tolerable,-114.25,10022492,9233641,percentile,12.5,,percentile_p12p5,0.003910201912942668,185.75,-1793075,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7437369126707943,both tolerable,-117.0,11067972,9651851,percentile,12.5,,percentile_p12p5,0.005567319843002072,183.0,-1256375,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6727355109774684,both tolerable,-94.5,9762528,9182284,percentile,15.0,,percentile_p15p0,0.0017696181715067816,205.5,-1603348,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5663623595505618,both tolerable,-110.5,6900814,6741065,percentile,15.0,,percentile_p15p0,0.025315749754818317,189.5,-902351,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.5800057691515227,both tolerable,-99.25,9437677,8632774,percentile,15.0,,percentile_p15p0,-0.05130124918467094,200.75,-1805675,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.650061131027623,both tolerable,-92.0,10347335,9807899,percentile,15.0,,percentile_p15p0,-0.0348646715162898,208.0,-1725949,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6453451551614946,both tolerable,-91.0,11054430,10720504,percentile,15.0,,percentile_p15p0,-0.0011567676169633723,209.0,-1708960,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6300762157770528,both tolerable,-104.75,11002512,10131469,percentile,15.0,,percentile_p15p0,0.006640114971116939,195.25,-2337336,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6627884478955719,both tolerable,-63.0,7699114,6931203,percentile,15.0,,percentile_p15p0,0.07717695295876537,237.0,-924913,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5732930513595166,both tolerable,-100.5,10766820,10499678,percentile,15.0,,percentile_p15p0,0.0006497593166864268,199.5,-1638194,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.739930319510537,both tolerable,-84.25,10806311,9933476,percentile,15.0,,percentile_p15p0,0.18377216695630327,215.75,-2138828,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.6545057024914748,both tolerable,-105.75,10906141,10665072,percentile,15.0,,percentile_p15p0,0.17295603154192918,194.25,-1795292,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645378151260504,found but incorrect,-111.25,10261091,9980836,percentile,15.0,,percentile_p15p0,-0.0028110678216156093,188.75,-1525237,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7383057020372549,both tolerable,-83.5,9513779,8976456,percentile,15.0,,percentile_p15p0,-0.005582237325158723,216.5,-1347726,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4380594922237322,found but incorrect,-96.25,7535459,7220952,percentile,15.0,,percentile_p15p0,-7.525862980511944e-05,203.75,-1043074,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4986497955404675,both tolerable,-99.0,11378485,10980889,percentile,15.0,,percentile_p15p0,-0.00014893343728961117,201.0,-1979812,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3947379189001186,both tolerable,-127.5,6961071,6214561,percentile,15.0,,percentile_p15p0,0.2384489891900196,172.5,-1407778,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7048062476265954,both tolerable,-91.0,10290369,10000764,percentile,15.0,,percentile_p15p0,-0.007838520191893794,209.0,-1633219,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.7123140133232279,both tolerable,-94.25,9658875,8849158,percentile,15.0,,percentile_p15p0,0.04518510377916174,205.75,-2091604,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7193534969398063,both tolerable,-94.75,8152365,7932432,percentile,15.0,,percentile_p15p0,0.010922783834864225,205.25,-1308643,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5414666160063556,both tolerable,-105.5,10960391,10765499,percentile,15.0,,percentile_p15p0,-0.0003213257815861681,194.5,-1762942,False
631,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7293812763200518,both tolerable,-98.5,9606262,8534408,percentile,15.0,,percentile_p15p0,0.2261224447376584,201.5,-2342135,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6560065391197731,both tolerable,-100.0,9177325,8682963,percentile,15.0,,percentile_p15p0,0.03629187063550865,200.0,-1476873,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6777981345769487,both tolerable,-102.0,10447300,9190208,percentile,15.0,,percentile_p15p0,-0.0012491330818058533,198.0,-2450190,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6774431378331551,both tolerable,-110.75,7647337,7513833,percentile,15.0,,percentile_p15p0,0.0107764711664885,189.25,-1136121,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5518184974167331,both tolerable,-94.75,9779632,8942512,percentile,15.0,,percentile_p15p0,0.00101189815314906,205.25,-1867680,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4978520511731105,both tolerable,-78.0,8729447,8255643,percentile,15.0,,percentile_p15p0,0.03941985621543609,222.0,-1533623,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7242388675990215,both tolerable,-96.0,9924392,8737268,percentile,15.0,,percentile_p15p0,0.005807039356436228,204.0,-1745176,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6310910879809435,both tolerable,-90.25,7585990,7351557,percentile,15.0,,percentile_p15p0,0.0007310556184839667,209.75,-973583,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.8045742092457421,both tolerable,-78.0,11062478,10250508,percentile,15.0,,percentile_p15p0,0.015096382316913126,222.0,-2146616,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6913520370094016,both tolerable,-106.75,9748965,8825534,percentile,15.0,,percentile_p15p0,0.003674499344448856,193.25,-2201182,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7441930618401207,both tolerable,-107.75,10773126,9175544,percentile,15.0,,percentile_p15p0,0.00602346901232842,192.25,-1732682,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.67315977539561,both tolerable,-147.25,10810024,10525553,percentile,5.0,,percentile_p5p0,0.002193882589648366,152.75,-260079,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5575474149129644,both tolerable,-168.75,7562096,7437574,percentile,5.0,,percentile_p5p0,0.016500805117220962,131.25,-205842,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6435773136969384,both tolerable,-158.75,10396064,10198808,percentile,5.0,,percentile_p5p0,0.012270295360744754,141.25,-239641,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6915527381043306,both tolerable,-140.0,11453055,11209787,percentile,5.0,,percentile_p5p0,0.006626935560417824,160.0,-324061,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6456190509396464,both tolerable,-135.25,12194640,12044582,percentile,5.0,,percentile_p5p0,-0.0008828718388115275,164.75,-384882,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6271561369186901,both tolerable,-163.75,12200089,12079846,percentile,5.0,,percentile_p5p0,0.003720036112754288,136.25,-388959,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6593321220474908,both tolerable,-168.5,8412307,7663064,percentile,5.0,,percentile_p5p0,0.07372062711068428,131.5,-193052,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5721080932028126,both tolerable,-142.0,11948260,11802077,percentile,5.0,,percentile_p5p0,-0.0005351988400175145,158.0,-335795,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7090472782385383,both tolerable,-125.0,12069135,11699161,percentile,5.0,,percentile_p5p0,0.15288912568430457,175.0,-373143,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.5216499345264077,both tolerable,-140.25,12153051,12053036,percentile,5.0,,percentile_p5p0,0.04010026357686214,159.75,-407328,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4666196015838423,found but incorrect,-149.0,11323724,11198884,percentile,5.0,,percentile_p5p0,-0.0007292813638237194,151.0,-307189,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7462508616032341,both tolerable,-143.25,10565145,10084934,percentile,5.0,,percentile_p5p0,0.002362922240820464,156.75,-239248,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4380989380989381,found but incorrect,-176.5,8279700,8077609,percentile,5.0,,percentile_p5p0,-3.581275459924038e-05,123.5,-186417,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4982058108577382,both tolerable,-143.25,12676358,12560083,percentile,5.0,,percentile_p5p0,-0.0005929181200189371,156.75,-400618,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3911598649274623,both tolerable,-188.0,7635577,7172631,percentile,5.0,,percentile_p5p0,0.2348709352173633,112.0,-449708,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7153479081123072,both tolerable,-139.0,11427318,11281061,percentile,5.0,,percentile_p5p0,0.0027031402938180182,161.0,-352922,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6851195154210354,both tolerable,-137.75,10777499,10578555,percentile,5.0,,percentile_p5p0,0.017990605876969323,162.25,-362207,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7075392140327206,both tolerable,-132.5,9103547,8975682,percentile,5.0,,percentile_p5p0,-0.0008914990722215244,167.5,-265393,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.541323742997441,both tolerable,-136.75,12210883,12130281,percentile,5.0,,percentile_p5p0,-0.0004641987905007472,163.25,-398160,False
631,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7275962610410771,both tolerable,-149.75,10717177,10500099,percentile,5.0,,percentile_p5p0,0.22433742945868373,150.25,-376444,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6359299707000509,both tolerable,-147.5,10142567,9887377,percentile,5.0,,percentile_p5p0,0.016215302215786376,152.5,-272459,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6837656338338918,both tolerable,-152.25,11531235,11284478,percentile,5.0,,percentile_p5p0,0.004718366175137212,147.75,-355920,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6784916758954993,both tolerable,-145.75,8446522,8365513,percentile,5.0,,percentile_p5p0,0.011825009228832672,154.25,-284441,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5514052953156823,both tolerable,-172.5,10871152,10545274,percentile,5.0,,percentile_p5p0,0.0005986960520982798,127.5,-264918,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4604323178319583,both tolerable,-144.25,9682222,9530821,percentile,5.0,,percentile_p5p0,0.002000122874283916,155.75,-258445,False
