variant,threshold_method,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,max_threshold_percentile,fuzzy_object_percentile,fuzzy_dense_percentile,fuzzy_soft_margin_hu,fuzzy_smooth_radius,fuzzy_smooth_mode,run_dir,return_code,duration_seconds,duration_minutes,n_images,mean_min_threshold_hu,mean_max_threshold_hu,std_min_threshold_hu,mean_object_center_hu,mean_dice,median_dice,ostia_success_rate,both_correct_n,both_tolerable_n,found_wrong_n,not_found_n
percentile_p10p75_maxp99p8,normal,percentile,10.75,,99.8,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p75_maxp99p8/segmentation/runs/mid_res/2026-07-02_11-09-59,0,2052.8158555390546,34.213597592317576,30,-112.80833333333334,820.8766825358073,10.222879034162855,,0.6407254095611533,0.6667927099010775,0.9333333333333333,0,28,2,0
percentile_p10p6_maxp99p8,normal,percentile,10.6,,99.8,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p6_maxp99p8/segmentation/runs/mid_res/2026-07-02_09-25-38,0,2021.4655347040389,33.69109224506732,30,-113.41666666666667,820.8766825358073,10.212469839851918,,0.6336237758976551,0.6600068375106469,0.9,0,27,3,0
percentile_p10p9_maxp99p8,normal,percentile,10.9,,99.8,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p9_maxp99p8/segmentation/runs/mid_res/2026-07-02_12-53-10,0,2110.1389443799853,35.168982406333086,30,-112.2,820.8766825358073,10.259226293338648,,0.6335017899395756,0.6599802749653596,0.9,0,27,3,0
percentile_p10p9_maxp99p75,normal,percentile,10.9,,99.75,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p9_maxp99p75/segmentation/runs/mid_res/2026-07-02_12-18-35,0,2075.1075582340127,34.58512597056688,30,-112.2,787.3583333333333,10.259226293338648,,0.6307433575601039,0.6589570179263047,0.9,0,27,3,0
percentile_p10p9_maxp99p85,normal,percentile,10.9,,99.85,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p9_maxp99p85/segmentation/runs/mid_res/2026-07-02_13-28-25,0,2089.7225038650213,34.828708397750354,30,-112.2,864.6366800944011,10.259226293338648,,0.6337461356915958,0.6530335646869223,0.8666666666666667,0,26,4,0
percentile_p10p6_maxp99p75,normal,percentile,10.6,,99.75,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p6_maxp99p75/segmentation/runs/mid_res/2026-07-02_08-51-15,0,2063.933199385996,34.39888665643327,30,-113.41666666666667,787.3583333333333,10.212469839851918,,0.6166444770608142,0.6589576563301807,0.8666666666666667,0,26,4,0
percentile_p10p75_maxp99p85,normal,percentile,10.75,,99.85,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p75_maxp99p85/segmentation/runs/mid_res/2026-07-02_11-44-12,0,2062.761192422011,34.37935320703352,30,-112.80833333333334,864.6366800944011,10.222879034162855,,0.6137647189425455,0.6530171637121702,0.8333333333333334,0,25,5,0
percentile_p10p6_maxp99p85,normal,percentile,10.6,,99.85,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p6_maxp99p85/segmentation/runs/mid_res/2026-07-02_09-59-19,0,2084.789507157053,34.74649178595088,30,-113.41666666666667,864.6366800944011,10.212469839851918,,0.6137427916243479,0.6530502826189203,0.8333333333333334,0,25,5,0
percentile_p10p75_maxp99p75,normal,percentile,10.75,,99.75,,,,,,output/segmentation/analysis/threshold_sweep/normal_threshold_refined_p10p75_upper/pipeline_runs/percentile_p10p75_maxp99p75/segmentation/runs/mid_res/2026-07-02_10-34-04,0,2155.27495971194,35.92124932853233,30,-112.80833333333334,787.3583333333333,10.222879034162855,,0.5939894764738425,0.6518424244079698,0.8333333333333334,0,25,5,0
