IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,image_voxel_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_recovered_initialization,aorta_mask_voxel_count,aorta_segmented_slice_count,aorta_voxels_per_segmented_slice,aorta_volume_fraction,aorta_level_set_mode,aorta_level_set_iterations_used,aorta_level_set_stop_reason,aorta_level_set_checkpoint_count,aorta_level_set_rolled_back,aorta_level_set_mask_change_fraction,aorta_level_set_circle_fill_q25,aorta_level_set_circle_area_ratio_p90,aorta_level_set_leak_suspected,aorta_level_set_localization_suspected,aorta_level_set_leak_signal_count,aorta_level_set_trigger_iteration,aorta_level_set_trigger_volume_fraction,aorta_level_set_trigger_relative_growth,aorta_level_set_trigger_mask_change_fraction,aorta_level_set_trigger_circle_fill_q25,aorta_level_set_trigger_circle_area_ratio_p90,aorta_level_set_correction_applied,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
603,0.4437112666636943,0.18534197264218863,0.4437112666636943,0.25836929402150566,13897,3764,13897,region_growing,,,,,normal,,-465.25,865.25,percentile,10.75,8771501,8444379,206,13500416,68,68,0,138,205,0.3300970873786408,no,257332,78,3299.128205128205,0.01906104226714199,adaptive,31,nominal_complete,4,no,0.14586660139327606,0.9097604982663413,3.823552514090766,no,no,1,,,,,,,no,yes,both tolerable,yes,no,,,no,yes,no,no,0.63671875,6.673910147743694,"(84, 170, 172)","(135, 94, 160)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
676,0.49860810392824,0.20946153060181874,0.49860810392824,0.28914657332642124,8585,2295,8585,region_growing,,,,,normal,,-231.0,931.25,percentile,10.75,13017535,12879680,275,18022400,144,144,0,131,274,0.5236363636363637,no,255290,154,1657.7272727272727,0.014165150035511364,adaptive,31,nominal_complete,4,no,0.024071804230089953,0.9374720483005367,1.4918559161387959,no,no,0,,,,,,,no,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
44,0.41356941265673486,0.3195201909567477,0.41356941265673486,0.09404922169998714,98407,22162,98407,region_growing,,,,,normal,,-533.0,1030.25,percentile,10.75,8264878,7962658,206,13500416,94,94,0,112,205,0.4563106796116505,no,380415,104,3657.8365384615386,0.02817802058840261,adaptive,31,nominal_complete,4,no,0.4922981905149871,0.9211336158321732,4.699750008783179,no,no,1,,,,,,,no,yes,both tolerable,yes,no,,,no,yes,no,no,1.76953125,0.58984375,"(98, 129, 152)","(108, 90, 175)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
129,0.7141162889988772,0.36224897652673144,0.7141162889988772,0.3518673124721458,29902,7944,29902,region_growing,,,,,normal,,-220.5,930.25,percentile,10.75,11719320,11553556,275,18022400,125,125,0,150,274,0.45454545454545453,no,217568,134,1623.641791044776,0.012072088068181818,adaptive,31,nominal_complete,4,no,0.00599738045451412,0.9154860771861261,1.447620823326582,no,no,0,,,,,,,no,yes,both tolerable,yes,no,,,no,yes,no,yes,1.4921875,0.0,"(95, 157, 164)","(108, 117, 200)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
518,0.7037697704840052,0.40120557930889467,0.7037697704840052,0.3025641911751106,28447,6527,28447,region_growing,,,,,normal,,-259.5,573.5,percentile,10.75,11125682,10907777,243,15925248,93,93,0,150,242,0.38271604938271603,no,163867,103,1590.9417475728155,0.010289761264628343,adaptive,31,nominal_complete,4,no,0.02480201100684572,0.9381067961165048,1.464288719899814,no,no,0,,,,,,,no,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.0982191061341653,"(108, 161, 161)","(124, 125, 193)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
793,0.7189538676607642,0.3952851160626583,0.7189538676607642,0.3236687515981059,19414,4421,19414,region_growing,,,,,normal,,-402.75,708.0,percentile,10.75,9597053,9422535,206,13500416,58,58,0,148,205,0.2815533980582524,no,138895,68,2042.5735294117646,0.010288201489494843,adaptive,31,nominal_complete,4,no,0.027249564553973715,0.925949704436825,1.6928923774175129,no,no,0,,,,,,,no,yes,both tolerable,yes,no,,,no,yes,no,no,0.5,2.7741306352170945,"(97, 149, 141)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
