variant,IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,upper_threshold_selection_method,upper_threshold_dense_mean_hu,upper_threshold_selected_percentile,upper_threshold_centroid_distance_hu,upper_threshold_interpolation_segment,threshold_voxel_count,lcc_voxel_count,image_slice_count,image_voxel_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_circle_radius_min_px,aorta_circle_radius_max_px,aorta_circle_radius_mean_px,aorta_circle_radius_median_px,aorta_circle_radius_std_px,aorta_circle_radius_p10_px,aorta_circle_radius_p90_px,aorta_circle_radius_min_mm,aorta_circle_radius_max_mm,aorta_circle_radius_mean_mm,aorta_circle_radius_median_mm,aorta_circle_radius_std_mm,aorta_circle_radius_p10_mm,aorta_circle_radius_p90_mm,aorta_detected_circle_radius_median_mm,aorta_interpolated_circle_radius_median_mm,aorta_circle_radius_first_mm,aorta_circle_radius_last_mm,aorta_circle_radius_max_step_change_mm,aorta_circle_radius_p90_step_change_mm,aorta_circle_mean_hough_accumulator,aorta_circle_lower_radius_bound_fraction,aorta_circle_upper_radius_bound_fraction,aorta_circle_filter_method,aorta_circle_filter_applied,aorta_circle_original_count,aorta_circle_used_count,aorta_circle_filter_synthetic_tail_count,aorta_circle_filter_trimmed_tail_count,aorta_circle_filter_trim_start_slice,aorta_circle_filter_detected_tail_start_slice,aorta_circle_filter_original_coverage,aorta_circle_filter_used_coverage,aorta_circle_filter_reason,aorta_circle_filter_candidate_mask_voxel_count,aorta_circle_filter_mask_guided_fallback_enabled,aorta_circle_filter_mask_guided_fallback_attempted,aorta_circle_filter_mask_guided_fallback_accepted,aorta_circle_filter_mask_guided_fallback_rejection_reason,aorta_circle_filter_mask_guided_trim_start_slice,aorta_circle_filter_mask_guided_trimmed_tail_count,aorta_circle_filter_mask_guided_candidate_area_ratio_p90,aorta_circle_filter_mask_guided_retry_area_ratio_p90,aorta_circle_filter_mask_guided_candidate_fill_q25,aorta_circle_filter_mask_guided_retry_fill_q25,aorta_mask_voxel_count,aorta_segmented_slice_count,aorta_voxels_per_segmented_slice,aorta_volume_fraction,aorta_level_set_initial_voxel_count,aorta_level_set_raw_voxel_count,aorta_level_set_initial_volume_fraction,aorta_level_set_raw_volume_fraction,aorta_level_set_iterations_used,aorta_level_set_circle_fill_q25,aorta_level_set_circle_area_ratio_p90,aorta_slice_area_jump_p95,aorta_segmentation_feedback,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,configured_aorta_hough_radii_start_px,configured_aorta_hough_radii_end_px,aorta_interpolate_missed_circles,aorta_trajectory_radius_factor,aorta_trajectory_axial_margin_slices,aorta_opening_radius
fixed_m300_maxp99p7,937,0.6849258025439128,0.3729897179013973,0.6849258025439128,0.3119360846425155,28809,6321,28809,region_growing,,,,,normal,,-300.0,769.75,fixed,,fixed,,99.7,,,11831469,11533848,275,18022400,82,82,0,193,274,0.2981818181818181,18.0,27.0,20.97419315102242,20.875,1.4861045500716514,19.05,22.612500000000004,12.515625,18.7734375,14.583618675320276,14.5146484375,1.033307069971695,13.245703125,15.722753906250004,14.5146484375,,13.2109375,14.5146484375,4.751302083333332,1.4601562500000007,0.4802960079435151,0.024390243902439,0.0,none,False,82,82,0,0,,,0.2981818181818181,0.2981818181818181,disabled,128721,False,False,False,,,0,,,,,128721,92,1399.141304347826,0.0071422784978693,2546,128889,0.0001412686434659,0.0071516002308238,31,0.8904085872576177,1.2990102035906117,0.0911810411810411,suspected_undersegmentation,yes,both tolerable,yes,no,,,no,yes,no,no,1.390625,2.160392872438078,"(106, 170, 209)","(115, 129, 227)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,315,0.646501922778458,0.3275876613334083,0.646501922778458,0.3189142614450496,28774,6348,28774,region_growing,,,,,normal,,-300.0,765.0,fixed,,fixed,,99.7,,,12588138,12429464,275,18022400,134,134,0,141,274,0.4872727272727272,18.0,29.0,23.19049395877754,23.45,2.9293309682423665,19.0,27.0,12.3046875,19.82421875,15.852876729633088,16.0302734375,2.0024723415719303,12.98828125,18.45703125,16.0302734375,,19.140625,14.35546875,7.51953125,2.4973958333333344,0.3796475748335066,0.0298507462686567,0.0223880597014925,none,False,134,134,0,0,,,0.4872727272727272,0.4872727272727272,disabled,388636,False,False,False,,,0,,,,,388636,138,2816.2028985507245,0.021564053622159,5147,388906,0.0002855890447443,0.0215790349786931,31,0.9923224595759867,2.319034048664684,0.143140695353479,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5,"(100, 179, 144)","(116, 146, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,428,0.6234361008059358,0.3185630994921948,0.6234361008059358,0.3048730013137409,34128,9128,34128,region_growing,,,,,normal,,-300.0,750.75,fixed,,fixed,,99.7,,,12617439,12468805,275,18022400,172,172,0,103,274,0.6254545454545455,18.0,29.0,23.336925526024363,24.0,3.4053364838658053,19.0,27.5,12.5859375,20.27734375,16.317615895149846,16.78125,2.3810751195780435,13.28515625,19.228515625,16.78125,,12.935546875,17.48046875,7.341796875,3.49609375,0.3703502195471446,0.0581395348837209,0.0232558139534883,none,False,172,172,0,0,,,0.6254545454545455,0.6254545454545455,disabled,536222,False,False,False,,,0,,,,,536222,182,2946.2747252747254,0.0297530850497159,6718,536465,0.0003727583451704,0.0297665682705965,31,0.996317008543538,2.9139021630791504,0.0769811320754716,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2202077119702048,"(95, 167, 103)","(95, 120, 167)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,752,0.5856114949368065,0.3537317217479503,0.5856114949368065,0.2318797731888562,56534,13105,56534,region_growing,,,,,normal,,-300.0,846.75,fixed,,fixed,,99.7,,,8617680,7856116,275,18022400,83,83,0,192,274,0.3018181818181818,18.0,27.0,23.50442245171161,23.571428571428573,2.159243032011459,20.5,25.97777777777777,11.4609375,17.19140625,14.96570648292575,15.008370535714286,1.3748305242885457,13.052734375,16.540538194444444,15.008370535714286,,11.4609375,16.3,3.18359375,1.0714561631944448,0.4115260555854781,0.0120481927710843,0.0,none,False,83,83,0,0,,,0.3018181818181818,0.3018181818181818,disabled,182771,False,False,False,,,0,,,,,182771,93,1965.279569892473,0.0101413241299715,3240,182948,0.000179776278409,0.0101511452414772,31,0.9480178371414532,1.5343779269783635,0.0750202917730844,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5,"(94, 176, 209)","(117, 132, 234)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,13,0.5726432920428302,0.2777446841573645,0.5726432920428302,0.2948986078854657,24542,5997,24542,region_growing,,,,,normal,,-300.0,927.0,fixed,,fixed,,99.7,,,12338830,12137872,241,15794176,66,66,0,175,240,0.2738589211618257,18.0,23.875,21.442238947920767,22.1,1.7187728013449046,18.75,23.253968253968253,12.515625,16.6005859375,14.90905676847616,15.36640625,1.1950842134351292,13.037109375,16.168774801587304,15.36640625,,15.296875,14.94921875,1.6513671875,0.933153521825396,0.448185455952,0.0454545454545454,0.0,none,False,66,66,0,0,,,0.2738589211618257,0.2738589211618257,disabled,119369,False,False,False,,,0,,,,,119369,76,1570.6447368421052,0.0075577858572678,2156,119567,0.0001365060133558,0.0075703221238005,31,0.9232519901642924,1.527724372752504,0.0783214175359338,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,2.0859375,1.1031404921008474,"(114, 173, 173)","(130, 145, 202)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,538,0.5561581525542337,0.284821695636279,0.5561581525542337,0.2713364569179547,21014,5375,21014,region_growing,,,,,normal,,-300.0,579.25,fixed,,fixed,,99.7,,,12495664,12072304,275,18022400,107,107,0,168,274,0.3890909090909091,18.0,26.428571428571427,22.945940378417014,24.0,2.1910656010522174,19.5,25.0,11.4609375,16.82756696428571,14.610110475320209,15.28125,1.3950925506699663,12.416015625,15.91796875,15.28125,,11.4609375,15.811848958333332,2.0920758928571423,0.6573914366883118,0.4724625910500156,0.0186915887850467,0.0,none,False,107,107,0,0,,,0.3890909090909091,0.3890909090909091,disabled,220439,False,False,False,,,0,,,,,220439,117,1884.094017094017,0.0122313898259943,4021,220685,0.0002231112393465,0.012245039506392,31,0.9437350437685064,1.779969509966455,0.067403314917127,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8095744354916121,"(102, 175, 202)","(127, 140, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,965,0.4815496709495456,0.2308249788621814,0.4815496709495456,0.2507246920873641,23393,5453,23393,region_growing,,,,,normal,,-300.0,647.75,fixed,,fixed,,99.7,,,12597889,12460364,275,18022400,92,92,0,183,274,0.3345454545454545,18.33333333333333,24.0,21.309282474771603,21.666666666666668,1.1314745942429216,19.5,22.49,14.179687499999998,18.5625,16.481398164081163,16.7578125,0.8751248814847598,15.08203125,17.394609375,16.7578125,,18.5625,17.4453125,3.8671875,0.703125,0.4954182568372944,0.0,0.0,none,False,92,92,0,0,,,0.3345454545454545,0.3345454545454545,disabled,154597,False,False,False,,,0,,,,,154597,102,1515.656862745098,0.008578047318892,2973,154767,0.000164961381392,0.0085874800248579,31,0.954985923867104,1.3345458603205071,0.0692410119840213,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.4820293967437017,5.215854595380919,"(107, 153, 174)","(117, 128, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,447,0.467348882947666,0.2101953550767167,0.467348882947666,0.2571535278709493,11634,2947,11634,region_growing,,,,,normal,,-300.0,830.5,fixed,,fixed,,99.7,,,11684575,11506073,245,16056320,95,95,0,150,244,0.3877551020408163,18.0,24.444444444444443,21.08096759965181,21.25,1.4323625087014,18.7,22.89,12.515625,16.996527777777775,14.6578602841329,14.775390625,0.9959395568314424,13.00234375,15.915703125,14.775390625,,13.2109375,15.9921875,1.970052083333332,0.9734374999999996,0.4903451992612515,0.0105263157894736,0.0,none,False,95,95,0,0,,,0.3877551020408163,0.3877551020408163,disabled,158653,False,False,False,,,0,,,,,158653,105,1510.9809523809524,0.0098810312699298,3006,158850,0.0001872159996811,0.0098933005819515,31,0.9349885006069124,1.5778939683470905,0.0717972350230414,adequate,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,11.282064223559944,"(119, 186, 173)","(141, 141, 166)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,836,0.7438879393624136,0.386784425339632,0.7438879393624136,0.3571035140227815,26640,6893,26640,region_growing,,,,,normal,,-300.0,778.0,fixed,,fixed,,99.7,,,10869642,10324182,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,26.5,21.74759974431027,22.11805555555556,2.065394489994809,18.5,23.9625,11.4609375,16.873046875,13.847104524697556,14.08298068576389,1.3150753979263825,11.779296875,15.257373046875,14.08298068576389,,11.4609375,15.372209821428571,4.138671875,0.768242976641414,0.4398244118642672,0.0614035087719298,0.0,none,False,114,114,0,0,,,0.4145454545454545,0.4145454545454545,disabled,209284,False,False,False,,,0,,,,,209284,124,1687.774193548387,0.0116124378551136,3817,209495,0.0002117919921875,0.0116241455078125,31,0.9250409892824754,1.721710040331434,0.0711214287758763,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,0.5,"(101, 138, 174)","(126, 105, 209)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,603,0.4381347508535373,0.1861980282897556,0.4381347508535373,0.2519367225637816,15317,4034,15317,region_growing,,,,,normal,,-300.0,791.0,fixed,,fixed,,99.7,,,8507098,8264026,206,13500416,69,69,0,137,205,0.3349514563106796,18.0,28.0,20.83884549428028,20.0,1.956265062355862,19.0,23.066666666666663,11.4609375,17.828125,13.268483654561267,12.734375,1.2455906451718963,12.09765625,14.686979166666667,12.734375,,11.779296875,13.8486328125,6.3671875,2.260351562500001,0.4026769124595212,0.0289855072463768,0.0,none,False,69,69,0,0,,,0.3349514563106796,0.3349514563106796,disabled,158903,False,False,False,,,0,,,,,158903,79,2011.430379746836,0.011770229895138,2134,159168,0.0001580692032008,0.0117898589199029,31,0.9026442307692308,1.946106044444646,0.0665997884613286,adequate,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,27.84537235076125,"(81, 171, 169)","(103, 140, 129)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,676,0.4987987289777571,0.207774936061381,0.4987987289777571,0.291023792916376,8527,2271,8527,region_growing,,,,,normal,,-300.0,873.25,fixed,,fixed,,99.7,,,13123804,12960701,275,18022400,144,144,0,131,274,0.5236363636363637,18.0,28.0,22.354755391213725,22.153409090909093,2.4170076196136057,19.15,26.85000000000001,13.2890625,20.671875,16.504096753669508,16.355446555397727,1.7844314066678575,14.1380859375,19.82285156250001,16.355446555397727,,14.765625,20.302734375,4.4296875,1.107421875,0.4947985554222248,0.0277777777777777,0.0,none,False,144,144,0,0,,,0.5236363636363637,0.5236363636363637,disabled,255420,False,False,False,,,0,,,,,255420,154,1658.571428571429,0.01417236328125,5138,255663,0.0002850896661931,0.0141858465021306,31,0.9441840431705706,1.4993984577076358,0.0354261294261294,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,44,0.2785022503947027,0.2577871391401313,0.2785022503947027,0.0207151112545713,168154,36679,168154,region_growing,,,,,normal,,-300.0,1016.75,fixed,,fixed,,99.7,,,7813929,7622339,206,13500416,101,101,0,105,205,0.4902912621359223,18.0,27.0,21.64969354078265,21.5,2.2342234795571567,19.0,24.5,10.6171875,15.92578125,12.769936424446016,12.681640625,1.3178427555200418,11.20703125,14.451171875,12.681640625,,10.6171875,13.819196428571429,4.12890625,1.5041015625000025,0.430704113846471,0.0693069306930693,0.0,none,False,101,101,0,0,,,0.4902912621359223,0.4902912621359223,disabled,610236,False,False,False,,,0,,,,,610236,111,5497.621621621622,0.0452012737977851,3356,611320,0.0002485849324939,0.0452815676198422,31,0.83633197910621,8.223535909558231,0.0897167345891497,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,no,yes,0.58984375,0.0,"(97, 131, 150)","(110, 91, 177)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,129,0.7126447678184892,0.3625357160153034,0.7126447678184892,0.3501090518031858,29954,7961,29954,region_growing,,,,,normal,,-300.0,850.25,fixed,,fixed,,99.7,,,11825263,11633983,275,18022400,125,125,0,150,274,0.4545454545454545,18.5,26.5,22.71981263181263,23.27272727272728,2.1688083254473884,19.5,25.13571428571429,13.802734375,19.771484375,16.951110205766454,17.363636363636363,1.6181343365642624,14.548828125,18.75359933035714,17.363636363636363,,13.802734375,17.90625,1.6520647321428577,0.8993299278846134,0.4285601986678609,0.0,0.0,none,False,125,125,0,0,,,0.4545454545454545,0.4545454545454545,disabled,218771,False,False,False,,,0,,,,,218771,134,1632.6194029850749,0.012138838334517,4624,218998,0.0002565696022727,0.0121514337713068,31,0.9181910569105692,1.4523801494610729,0.1342915207333419,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,2.23828125,0.5,"(96, 156, 163)","(109, 118, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,518,0.6671289095440661,0.4029506049429526,0.6671289095440661,0.2641783046011134,31356,7004,31356,region_growing,,,,,normal,,-300.0,550.5,fixed,,fixed,,99.7,,,11172219,10940762,243,15925248,93,93,0,150,242,0.382716049382716,18.0,24.5,21.44352147255373,21.75,1.2308608065857731,19.5,22.666666666666668,12.4453125,16.939453125,14.826184768132856,15.0380859375,0.8510248545534446,13.482421875,15.671875,15.0380859375,,15.2109375,15.408482142857142,3.572265625,1.3828125,0.463527540304137,0.010752688172043,0.0,none,False,93,93,0,0,,,0.382716049382716,0.382716049382716,disabled,164627,False,False,False,,,0,,,,,164627,103,1598.3203883495146,0.0103374842263052,3046,164885,0.0001912686069315,0.0103536849159272,31,0.9121621621621622,1.436140541056966,0.0801237025355823,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8532541254157887,"(108, 162, 163)","(126, 128, 193)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,793,0.7084307131049421,0.4001025115325474,0.7084307131049421,0.3083282015723947,20164,4588,20164,region_growing,,,,,normal,,-300.0,647.5,fixed,,fixed,,99.7,,,9405673,9241075,206,13500416,58,58,0,148,205,0.2815533980582524,18.5,26.444444444444443,22.743890257252325,22.0,2.300686018797566,20.14,25.81,12.57421875,17.973958333333332,15.45873790922619,14.953125,1.5637475284014706,13.68890625,17.542734375,14.953125,,14.2734375,17.162109375,1.359375,1.0467187499999993,0.4161727255324623,0.0,0.0,none,False,58,58,0,0,,,0.2815533980582524,0.2815533980582524,disabled,138573,False,False,False,,,0,,,,,138573,68,2037.8382352941176,0.0102643503726107,2116,138769,0.0001567359109526,0.0102788684437575,31,0.9486424707144774,1.7229795332400752,0.0733010144153763,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,0.8437861682062879,2.7741306352170945,"(97, 148, 141)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,550,0.5417879417879418,0.2600962955684386,0.5417879417879418,0.2816916462195031,11416,2910,11416,region_growing,,,,,normal,,-300.0,790.75,fixed,,fixed,,99.7,,,12646436,12528441,275,18022400,98,98,0,177,274,0.3563636363636364,18.0,23.166666666666668,20.6052531935185,20.85,1.2033918682433882,19.0,22.0,12.515625,16.108072916666668,14.32709011111833,14.497265625,0.8367334083879807,13.2109375,15.296875,14.497265625,,12.515625,13.90625,3.12890625,0.7163825757575768,0.4601899173130792,0.0408163265306122,0.0,none,False,98,98,0,0,,,0.3563636363636364,0.3563636363636364,disabled,142844,False,False,False,,,0,,,,,142844,108,1322.6296296296296,0.0079259144176136,2931,143066,0.0001626309481534,0.007938232421875,31,0.9216366336737404,1.1437783723304835,0.0622071102427984,suspected_undersegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496235,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,631,0.7243157984482905,0.3958461039195182,0.7243157984482905,0.3284696945287723,24928,5745,24928,region_growing,,,,,normal,,-300.0,571.5,fixed,,fixed,,99.7,,,11110441,10876543,275,18022400,133,133,0,142,274,0.4836363636363636,18.0,29.0,24.70996931222496,25.83333333333333,2.9175126736078965,19.53333333333333,27.33333333333333,12.65625,20.390625,17.374197172658167,18.1640625,2.051376098630553,13.734375,19.21875,18.1640625,,12.65625,18.71394230769231,7.734375,1.58203125,0.4505091841143727,0.037593984962406,0.0075187969924812,none,False,133,133,0,0,,,0.4836363636363636,0.4836363636363636,disabled,346119,False,False,False,,,0,,,,,346119,143,2420.4125874125875,0.0192049338600852,5789,346426,0.000321211381392,0.0192219682173295,31,0.9849348534201956,1.958617347568679,0.0771399439242827,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.113000238656758,"(94, 132, 153)","(123, 95, 199)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,330,0.6197146684842645,0.381748301751877,0.6197146684842645,0.2379663667323874,51834,11492,51834,region_growing,,,,,normal,,-300.0,692.75,fixed,,fixed,,99.7,,,10450446,10159836,275,18022400,137,137,0,138,274,0.4981818181818181,18.0,29.0,21.14323658903951,21.0,2.209699086093305,18.9,23.200000000000003,11.4609375,18.46484375,13.4622951719275,13.37109375,1.4069568399734715,12.033984375,14.771875,13.37109375,,18.146484375,13.37109375,6.685546875,2.546875,0.406130761405501,0.0291970802919708,0.0145985401459854,none,False,137,137,0,0,,,0.4981818181818181,0.4981818181818181,disabled,379513,False,False,False,,,0,,,,,379513,147,2581.721088435374,0.0210578502308238,4373,380110,0.0002426424893465,0.0210909756747159,31,0.8524470416362309,3.5220415772092344,0.075380771460065,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.974511812933532,"(104, 141, 195)","(119, 113, 222)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,90,0.6790472676587546,0.3600738440882772,0.6790472676587546,0.3189734235704773,34871,9360,34871,region_growing,,,,,normal,,-300.0,690.25,fixed,,fixed,,99.7,,,11910696,11640398,275,18022400,139,139,0,136,274,0.5054545454545455,18.0,27.428571428571427,24.683680068931867,26.11111111111111,2.813484920147621,19.933333333333334,27.0,11.8828125,18.107142857142858,16.295085670505802,17.237413194444443,1.8573396543162035,13.159114583333334,17.82421875,17.237413194444443,,11.8828125,17.82421875,5.94140625,0.8582031250000001,0.4989401164826649,0.0503597122302158,0.0,none,False,139,139,0,0,,,0.5054545454545455,0.5054545454545455,disabled,490085,False,False,False,,,0,,,,,490085,149,3289.1610738255035,0.0271931041370738,6064,490569,0.0003364701704545,0.0272199596058238,31,0.9747152784765633,4.4430673003195045,0.0695494338901105,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,no,no,0.66015625,0.5,"(88, 157, 157)","(113, 120, 186)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,608,0.6666666666666666,0.4214472186893366,0.6666666666666666,0.2452194479773299,34747,7751,34747,region_growing,,,,,normal,,-300.0,682.25,fixed,,fixed,,99.7,,,8745169,8649954,206,13500416,82,82,0,124,205,0.3980582524271844,18.0,26.0,22.7302022841657,23.083333333333336,2.1234826700030105,19.775,25.196666666666665,11.4609375,16.5546875,14.472745985621126,14.697591145833334,1.3520612312909794,12.59111328125,16.043190104166666,14.697591145833334,,13.37109375,16.48394097222222,2.865234375,0.8277343750000004,0.4551197153324807,0.024390243902439,0.0,none,False,82,82,0,0,,,0.3980582524271844,0.3980582524271844,disabled,183948,False,False,False,,,0,,,,,183948,92,1999.434782608696,0.0136253579148968,3001,184174,0.0002222894464881,0.0136420981397906,31,0.9538534464427246,1.937669870498716,0.0750161729721927,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.3680800657879093,0.5,"(92, 126, 142)","(97, 80, 173)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,887,0.550806599263584,0.2487607270401364,0.550806599263584,0.3020458722234475,16462,4827,16462,region_growing,,,,,normal,,-300.0,731.25,fixed,,fixed,,99.7,,,11160855,10810192,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,24.444444444444443,21.972539619250146,22.72222222222222,1.8364964144528269,19.275,24.0,14.203125,19.288194444444443,17.33770704331457,17.92925347222222,1.4491104520291835,15.2091796875,18.9375,17.92925347222222,,14.203125,18.373883928571427,1.578125,0.9459982638888874,0.4482869854532003,0.0175438596491228,0.0,none,False,114,114,0,0,,,0.4145454545454545,0.4145454545454545,disabled,218997,False,False,False,,,0,,,,,218997,124,1766.104838709677,0.0121513782848011,3917,219271,0.0002173406427556,0.0121665815873579,31,0.9417188001478296,1.6521874642369656,0.0510665951554638,adequate,yes,both tolerable,yes,no,,,no,yes,no,yes,0.7890625,0.0,"(106, 164, 190)","(128, 128, 208)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,175,0.4584321949576744,0.2924749015310806,0.4584321949576744,0.1659572934265938,41445,9885,41445,region_growing,,,,,normal,,-300.0,800.5,fixed,,fixed,,99.7,,,9988264,9789266,231,15138816,102,102,0,129,230,0.4415584415584415,18.0,29.0,22.854350224938464,24.0,2.7122873306346085,19.0,25.625,11.4609375,18.46484375,14.551793307285037,15.28125,1.7269641988025048,12.09765625,16.31591796875,15.28125,,12.734375,16.27170138888889,5.305989583333332,1.804036458333332,0.4058978700169965,0.0784313725490196,0.0098039215686274,none,False,102,102,0,0,,,0.4415584415584415,0.4415584415584415,disabled,436476,False,False,False,,,0,,,,,436476,112,3897.107142857143,0.0288315810166396,3789,437070,0.0002502837738433,0.0288708179028003,31,0.9320471962074552,5.761895508293066,0.0741475151770825,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,0.5,"(98, 197, 169)","(131, 162, 191)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,760,0.7184318282425852,0.396355966431809,0.7184318282425852,0.3220758618107762,37035,9313,37035,region_growing,,,,,normal,,-300.0,717.75,fixed,,fixed,,99.7,,,11317959,10482444,275,18022400,118,118,0,157,274,0.4290909090909091,18.0,28.0,21.646307506053272,22.11805555555556,1.8736614042401007,19.14,23.3825,11.8125,18.375,14.205389300847456,14.514973958333332,1.229590296532567,12.560625,15.344765625,14.514973958333332,,11.8125,14.729166666666666,5.90625,1.5750000000000006,0.425644397177659,0.0338983050847457,0.0,none,False,118,118,0,0,,,0.4290909090909091,0.4290909090909091,disabled,420040,False,False,False,,,0,,,,,420040,128,3281.5625,0.0233065518465909,3919,420596,0.000217451615767,0.02333740234375,31,0.9377686438856652,4.512042636655232,0.081877372768215,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.0541954870895625,"(88, 165, 197)","(107, 127, 225)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
