variant,IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,upper_threshold_selection_method,upper_threshold_dense_mean_hu,upper_threshold_selected_percentile,upper_threshold_centroid_distance_hu,upper_threshold_interpolation_segment,threshold_voxel_count,lcc_voxel_count,image_slice_count,image_voxel_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_circle_radius_min_px,aorta_circle_radius_max_px,aorta_circle_radius_mean_px,aorta_circle_radius_median_px,aorta_circle_radius_std_px,aorta_circle_radius_p10_px,aorta_circle_radius_p90_px,aorta_circle_radius_min_mm,aorta_circle_radius_max_mm,aorta_circle_radius_mean_mm,aorta_circle_radius_median_mm,aorta_circle_radius_std_mm,aorta_circle_radius_p10_mm,aorta_circle_radius_p90_mm,aorta_detected_circle_radius_median_mm,aorta_interpolated_circle_radius_median_mm,aorta_circle_radius_first_mm,aorta_circle_radius_last_mm,aorta_circle_radius_max_step_change_mm,aorta_circle_radius_p90_step_change_mm,aorta_circle_mean_hough_accumulator,aorta_circle_lower_radius_bound_fraction,aorta_circle_upper_radius_bound_fraction,aorta_circle_filter_method,aorta_circle_filter_applied,aorta_circle_original_count,aorta_circle_used_count,aorta_circle_filter_synthetic_tail_count,aorta_circle_filter_trimmed_tail_count,aorta_circle_filter_trim_start_slice,aorta_circle_filter_detected_tail_start_slice,aorta_circle_filter_original_coverage,aorta_circle_filter_used_coverage,aorta_circle_filter_reason,aorta_circle_filter_candidate_mask_voxel_count,aorta_circle_filter_mask_guided_fallback_enabled,aorta_circle_filter_mask_guided_fallback_attempted,aorta_circle_filter_mask_guided_fallback_accepted,aorta_circle_filter_mask_guided_fallback_rejection_reason,aorta_circle_filter_mask_guided_trim_start_slice,aorta_circle_filter_mask_guided_trimmed_tail_count,aorta_circle_filter_mask_guided_candidate_area_ratio_p90,aorta_circle_filter_mask_guided_retry_area_ratio_p90,aorta_circle_filter_mask_guided_candidate_fill_q25,aorta_circle_filter_mask_guided_retry_fill_q25,aorta_mask_voxel_count,aorta_segmented_slice_count,aorta_voxels_per_segmented_slice,aorta_volume_fraction,aorta_level_set_initial_voxel_count,aorta_level_set_raw_voxel_count,aorta_level_set_initial_volume_fraction,aorta_level_set_raw_volume_fraction,aorta_level_set_iterations_used,aorta_level_set_circle_fill_q25,aorta_level_set_circle_area_ratio_p90,aorta_slice_area_jump_p95,aorta_segmentation_feedback,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,configured_aorta_hough_radii_start_px,configured_aorta_hough_radii_end_px,aorta_interpolate_missed_circles,aorta_trajectory_radius_factor,aorta_trajectory_axial_margin_slices,aorta_opening_radius
fixed_m300_maxp99p5,447,0.4675005378161591,0.2102263202011735,0.4675005378161591,0.2572742176149856,11632,2953,11632,region_growing,,,,,normal,,-300.0,737.5,fixed,,fixed,,99.5,,,11652484,11473782,245,16056320,95,95,0,150,244,0.3877551020408163,18.0,24.1,21.106027948659527,21.25,1.465965803419641,18.7,22.89,12.515625,16.75703125,14.675285058052328,14.775390625,1.0193043476902193,13.00234375,15.915703125,14.775390625,,13.2109375,16.190848214285715,1.970052083333332,0.8652777777777779,0.4876985903300165,0.0210526315789473,0.0,none,False,95,95,0,0,,,0.3877551020408163,0.3877551020408163,disabled,158842,False,False,False,,,0,,,,,158842,105,1512.7809523809524,0.009892802335778,3015,159031,0.0001877765266262,0.0099045734016262,31,0.9221087367325232,1.5804667310481608,0.0720824051558487,adequate,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,11.388690465010123,"(119, 186, 173)","(141, 140, 166)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,836,0.7440849830999517,0.3868790892820468,0.7440849830999517,0.3572058938179049,26658,6895,26658,region_growing,,,,,normal,,-300.0,688.5,fixed,,fixed,,99.5,,,10833647,10296025,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,26.0,21.7325332805596,22.11805555555556,2.094760953715124,18.5,23.978571428571428,11.4609375,16.5546875,13.837511424731307,14.08298068576389,1.3337735759983014,11.779296875,15.267606026785714,14.08298068576389,,11.4609375,15.372209821428571,4.138671875,0.7420667613636374,0.4390837703535019,0.0701754385964912,0.0,none,False,114,114,0,0,,,0.4145454545454545,0.4145454545454545,disabled,209368,False,False,False,,,0,,,,,209368,124,1688.451612903226,0.0116170987215909,3801,209582,0.0002109042080965,0.0116289728338068,31,0.9258385172250718,1.7333356753271898,0.0715167103619958,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,0.5,"(101, 138, 174)","(126, 105, 209)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,603,0.7093924252299225,0.4104435572754659,0.7093924252299225,0.2989488679544566,38084,9868,38084,region_growing,,,,,normal,,-300.0,741.75,fixed,,fixed,,99.5,,,8480149,8238966,206,13500416,65,65,0,141,205,0.3155339805825243,18.0,26.5,21.07308080808081,20.666666666666668,1.855161580681481,19.44,23.24,11.4609375,16.873046875,13.4176256707702,13.158854166666668,1.1812161626995368,12.3778125,14.79734375,13.158854166666668,,13.689453125,13.8486328125,4.563151041666668,2.1330078125000007,0.404908901066915,0.0307692307692307,0.0,none,False,65,65,0,0,,,0.3155339805825243,0.3155339805825243,disabled,145028,False,False,False,,,0,,,,,145028,75,1933.7066666666667,0.0107424837871662,2047,145246,0.0001516249573346,0.0107586314377275,31,0.9026442307692308,1.929866171224487,0.0888666489500481,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.63671875,"(82, 171, 170)","(117, 124, 192)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,676,0.4987987289777571,0.207774936061381,0.4987987289777571,0.291023792916376,8527,2271,8527,region_growing,,,,,normal,,-300.0,793.25,fixed,,fixed,,99.5,,,13087852,12924584,275,18022400,144,144,0,131,274,0.5236363636363637,18.0,28.0,22.34743215889049,22.174242424242426,2.4180678859621247,19.15,26.85000000000001,13.2890625,20.671875,16.49869014855587,16.370827414772727,1.785214181432975,14.1380859375,19.82285156250001,16.370827414772727,,14.765625,20.302734375,4.4296875,1.107421875,0.4947985554222248,0.0277777777777777,0.0,none,False,144,144,0,0,,,0.5236363636363637,0.5236363636363637,disabled,255419,False,False,False,,,0,,,,,255419,154,1658.564935064935,0.0141723077947443,5138,255662,0.0002850896661931,0.014185791015625,31,0.9441840431705706,1.4993984577076358,0.0354261294261294,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,44,0.1204890754458607,0.1252448507152608,0.1204890754458607,-0.0047557752694,202066,40204,202066,region_growing,,,,,normal,,-300.0,999.25,fixed,,fixed,,99.5,,,7787246,7596147,206,13500416,186,186,0,20,205,0.9029126213592232,18.0,29.0,21.99220934382225,21.6125,2.4406433486596644,19.0,25.0,10.6171875,17.10546875,12.971967230145154,12.747998046875,1.4395982251859738,11.20703125,14.74609375,12.747998046875,,12.9765625,13.734933035714285,5.8984375,2.94921875,0.3928242760716013,0.0376344086021505,0.0053763440860215,none,False,186,186,0,0,,,0.9029126213592232,0.9029126213592232,disabled,1114647,False,False,False,,,0,,,,,1114647,196,5686.974489795918,0.0825639002531477,6426,1116387,0.0004759853326001,0.0826927851704717,31,0.9304590971898647,7.340988907694809,0.067441022933182,suspected_oversegmentation,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,7.529792106362503,"(62, 112, 40)","(133, 57, 107)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,129,0.7126447678184892,0.3625357160153034,0.7126447678184892,0.3501090518031858,29954,7961,29954,region_growing,,,,,normal,,-300.0,741.25,fixed,,fixed,,99.5,,,11789296,11596562,275,18022400,125,125,0,150,274,0.4545454545454545,18.5,26.33333333333333,22.717428793428795,23.27272727272728,2.1781520251897204,19.2,25.13571428571429,13.802734375,19.647135416666664,16.949331638847262,17.363636363636363,1.625105612543893,14.325,18.75359933035714,17.363636363636363,,13.802734375,17.90625,1.77197265625,0.9680566406250009,0.4344145594472604,0.0,0.0,none,False,125,125,0,0,,,0.4545454545454545,0.4545454545454545,disabled,218815,False,False,False,,,0,,,,,218815,134,1632.94776119403,0.012141279740767,4620,219041,0.00025634765625,0.0121538196910511,31,0.9221854304635762,1.4523801494610729,0.1344265419265419,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,2.23828125,0.5,"(96, 156, 163)","(109, 118, 201)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,518,0.3376981621190468,0.22508038585209,0.3376981621190468,0.1126177762669568,38171,6605,38171,region_growing,,,,,normal,,-300.0,529.25,fixed,,fixed,,99.5,,,11140421,10909566,243,15925248,92,92,0,151,242,0.3786008230452675,18.0,26.5,21.156517425810907,21.1125,1.307910448780121,19.666666666666668,22.70952380952381,12.4453125,18.322265625,14.627748376439571,14.597314453125,0.9042974587268806,13.59765625,15.701506696428572,14.597314453125,,13.828125,14.618303571428571,4.1484375,1.41162109375,0.4086815779658546,0.0217391304347826,0.0,none,False,92,92,0,0,,,0.3786008230452675,0.3786008230452675,disabled,150341,False,False,False,,,0,,,,,150341,102,1473.9313725490197,0.0094404181335198,2934,150668,0.0001842357494212,0.009460951565715,31,0.810485001579928,1.2994318861356635,0.0895008605851979,adequate,yes,found but incorrect,yes,yes,,,no,no,no,no,16.89772820185569,1.2157477544865392,"(90, 144, 179)","(125, 129, 193)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,793,0.7084307131049421,0.4001025115325474,0.7084307131049421,0.3083282015723947,20164,4588,20164,region_growing,,,,,normal,,-300.0,568.25,fixed,,fixed,,99.5,,,9378615,9214288,206,13500416,58,58,0,148,205,0.2815533980582524,18.5,26.444444444444443,22.720655446086475,22.0,2.303203289851796,20.0,25.81,12.57421875,17.973958333333332,15.442945498511904,14.953125,1.565458486071143,13.59375,17.542734375,14.953125,,14.2734375,17.162109375,1.359375,1.01953125,0.4151207061161053,0.0,0.0,none,False,58,58,0,0,,,0.2815533980582524,0.2815533980582524,disabled,138590,False,False,False,,,0,,,,,138590,68,2038.0882352941176,0.0102656095930673,2113,138785,0.0001565136955779,0.0102800535924226,31,0.9486424707144774,1.7229795332400752,0.0733010144153763,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,0.8437861682062879,2.7741306352170945,"(97, 148, 141)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,550,0.5417879417879418,0.2600962955684386,0.5417879417879418,0.2816916462195031,11416,2910,11416,region_growing,,,,,normal,,-300.0,696.5,fixed,,fixed,,99.5,,,12610435,12492025,275,18022400,98,98,0,177,274,0.3563636363636364,18.0,23.166666666666668,20.61056197204156,20.85,1.1935505308593064,19.0,22.0,12.515625,16.108072916666668,14.330781371185148,14.497265625,0.8298906034881117,13.2109375,15.296875,14.497265625,,12.515625,14.080078125,3.12890625,0.6953125,0.462701516045979,0.0408163265306122,0.0,none,False,98,98,0,0,,,0.3563636363636364,0.3563636363636364,disabled,142854,False,False,False,,,0,,,,,142854,108,1322.7222222222222,0.0079264692826704,2923,143076,0.0001621870561079,0.0079387872869318,31,0.914081789417854,1.1397922204641249,0.0627864247711575,suspected_undersegmentation,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496235,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,631,0.7179288860242776,0.3887419857282573,0.7179288860242776,0.3291869002960203,24557,5619,24557,region_growing,,,,,normal,,-300.0,527.25,fixed,,fixed,,99.5,,,11074467,10843793,275,18022400,133,133,0,142,274,0.4836363636363636,18.0,28.5,25.04644876844125,26.666666666666668,3.1108425850988057,19.75,27.653333333333336,12.65625,20.0390625,17.610784290310256,18.75,2.187311192647598,13.88671875,19.44375,18.75,,12.65625,18.71394230769231,4.6875,0.9813616071428576,0.4577731334028031,0.0300751879699248,0.0,none,False,133,133,0,0,,,0.4836363636363636,0.4836363636363636,disabled,350297,False,False,False,,,0,,,,,350297,143,2449.6293706293704,0.0194367564808238,5988,350607,0.0003322531960227,0.0194539572975852,31,0.982484076433121,1.956323896797457,0.0654945180373203,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,0.703125,1.4102374024432909,"(96, 130, 151)","(122, 96, 200)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,330,0.4106541737120519,0.2194082309245457,0.4106541737120519,0.1912459427875061,31203,6857,31203,region_growing,,,,,normal,,-300.0,677.5,fixed,,fixed,,99.5,,,10414372,10125661,275,18022400,104,104,0,171,274,0.3781818181818182,18.0,26.0,21.00623959373959,21.0,1.4177419600648573,19.33333333333333,22.38,11.4609375,16.5546875,13.375066616326382,13.37109375,0.902702888635046,12.309895833333332,14.249765624999998,13.37109375,,14.0078125,12.09765625,3.130533854166668,1.2734375,0.3894680223884816,0.0192307692307692,0.0,none,False,104,104,0,0,,,0.3781818181818182,0.3781818181818182,disabled,316652,False,False,False,,,0,,,,,316652,114,2777.6491228070176,0.017569912997159,3255,317538,0.0001806085759943,0.0176190740411931,31,0.758377535101404,4.892226527568881,0.0983403525447187,suspected_oversegmentation,yes,found but incorrect,yes,yes,,,no,no,no,no,20.00972854514012,1.974511812933532,"(105, 136, 244)","(119, 113, 222)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,90,0.6801138674257828,0.3633775097879111,0.6801138674257828,0.3167363576378716,35462,9455,35462,region_growing,,,,,normal,,-300.0,663.75,fixed,,fixed,,99.5,,,11874638,11606791,275,18022400,131,131,0,144,274,0.4763636363636364,18.0,27.428571428571427,24.94128325025272,26.2,2.5890657761749947,20.25,27.0,11.8828125,18.107142857142858,16.465144020674643,17.29609375,1.709187953803024,13.3681640625,17.82421875,17.29609375,,14.5234375,17.82421875,2.310546875,0.66015625,0.5045879091842357,0.0076335877862595,0.0,none,False,131,131,0,0,,,0.4763636363636364,0.4763636363636364,disabled,296502,False,False,False,,,0,,,,,296502,141,2102.851063829787,0.0164518599076704,5814,296749,0.000322598544034,0.0164655650745738,31,0.9764513216864344,1.5430894544650584,0.0714825066256841,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5,"(84, 158, 154)","(113, 121, 187)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,608,0.6573899180342073,0.4202879232204745,0.6573899180342073,0.2371019948137327,35580,7881,35580,region_growing,,,,,normal,,-300.0,640.25,fixed,,fixed,,99.5,,,8718330,8622588,206,13500416,82,82,0,124,205,0.3980582524271844,18.0,26.666666666666668,23.00991887516278,23.583333333333336,2.102583747256768,20.0,25.492857142857144,11.4609375,16.979166666666668,14.650846783795048,15.015950520833334,1.338754495323645,12.734375,16.23178013392857,15.015950520833334,,12.734375,16.236328125,2.865234375,1.591796875,0.4485380949638007,0.0121951219512195,0.0,none,False,82,82,0,0,,,0.3980582524271844,0.3980582524271844,disabled,191086,False,False,False,,,0,,,,,191086,92,2077.021739130435,0.0141540823630916,3077,191287,0.0002279189026471,0.0141689707931962,31,0.9499660402405112,1.9309963789551068,0.0770398854477008,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,0.5,"(91, 127, 142)","(97, 80, 173)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,887,0.5506774626683485,0.2486673773987207,0.5506774626683485,0.3020100852696278,16459,4825,16459,region_growing,,,,,normal,,-300.0,646.5,fixed,,fixed,,99.5,,,11124799,10773610,275,18022400,114,114,0,161,274,0.4145454545454545,18.0,24.75,22.00541283764968,22.8,1.8618161216553388,19.25,24.0,14.203125,19.529296875,17.36364606720795,17.990625,1.4690892834936655,15.189453125,18.9375,17.990625,,14.203125,18.373883928571427,1.578125,0.8793663194444412,0.4460571874948806,0.0175438596491228,0.0,none,False,114,114,0,0,,,0.4145454545454545,0.4145454545454545,disabled,219592,False,False,False,,,0,,,,,219592,124,1770.9032258064517,0.0121843927556818,3924,219865,0.0002177290482954,0.0121995405717329,31,0.9423702651319334,1.6630297835715906,0.0517369035253713,adequate,yes,both tolerable,yes,no,,,no,yes,no,yes,0.7890625,0.0,"(106, 164, 190)","(128, 128, 208)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,175,0.4584321949576744,0.2924749015310806,0.4584321949576744,0.1659572934265938,41445,9885,41445,region_growing,,,,,normal,,-300.0,708.75,fixed,,fixed,,99.5,,,9957974,9758912,231,15138816,99,99,0,132,230,0.4285714285714285,18.0,29.0,22.87518912064367,24.0,2.768390987169841,18.95,25.700000000000003,11.4609375,18.46484375,14.565061822909836,15.28125,1.7626864488620468,12.0658203125,16.363671875,15.28125,,12.734375,16.27170138888889,5.305989583333332,1.91015625,0.4081178391420907,0.0909090909090909,0.0101010101010101,none,False,99,99,0,0,,,0.4285714285714285,0.4285714285714285,disabled,362063,False,False,False,,,0,,,,,362063,109,3321.678899082569,0.0239162032222334,3681,362601,0.0002431497945413,0.0239517410080154,31,0.9314440942898452,4.551103896796968,0.0683077901683661,suspected_oversegmentation,yes,both tolerable,yes,no,,,no,yes,no,no,0.9004562916672442,0.5,"(98, 197, 169)","(131, 162, 191)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,760,0.7165771035983947,0.4054451474913109,0.7165771035983947,0.3111319561070837,38252,9631,38252,region_growing,,,,,normal,,-300.0,667.5,fixed,,fixed,,99.5,,,11281916,10453524,275,18022400,100,100,0,175,274,0.3636363636363636,18.0,23.727272727272727,21.58204365079365,22.125,1.557090884557787,19.5,23.3375,11.8125,15.571022727272728,14.163216145833337,14.51953125,1.021840892991048,12.796875,15.315234375,14.51953125,,11.8125,14.729166666666666,1.6953125,0.9318749999999996,0.4362421837493431,0.03,0.0,none,False,100,100,0,0,,,0.3636363636363636,0.3636363636363636,disabled,184198,False,False,False,,,0,,,,,184198,110,1674.5272727272727,0.0102205033735795,3283,184452,0.0001821621981534,0.0102345969460227,31,0.9481022280227628,1.5193726642267789,0.0629703967050465,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.0541954870895625,"(88, 166, 197)","(107, 127, 225)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,696,0.6297949610350306,0.3216386128574325,0.6297949610350306,0.308156348177598,19568,4572,19568,region_growing,,,,,normal,,-300.0,777.0,fixed,,fixed,,99.5,,,8537172,8297897,223,14614528,60,60,0,163,222,0.2690582959641255,19.5,24.33333333333333,22.03698713323713,21.73333333333333,1.1573835422742431,21.0,23.507142857142856,12.416015625,15.493489583333332,14.031362901240833,13.838020833333337,0.7369278023074282,13.37109375,14.967438616071428,13.838020833333337,,13.37109375,15.28125,1.379557291666668,0.7470833333333343,0.4417273819249921,0.0,0.0,none,False,60,60,0,0,,,0.2690582959641255,0.2690582959641255,disabled,115428,False,False,False,,,0,,,,,115428,70,1648.9714285714283,0.0078981681789517,2066,115605,0.000141366180283,0.0079102794151135,31,0.941787796346677,1.322104803906688,0.0790024096050885,adequate,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.739843048383334,"(99, 137, 163)","(122, 103, 195)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,194,0.789477826928829,0.4203026678454418,0.789477826928829,0.3691751590833871,33618,8553,33618,region_growing,,,,,normal,,-300.0,833.5,fixed,,fixed,,99.5,,,12647424,12360018,275,18022400,118,118,0,157,274,0.4290909090909091,18.0,27.6,23.86356941081517,24.0,2.978827396655892,19.35,27.176666666666662,11.4609375,17.5734375,15.194382085792473,15.28125,1.8966752564644933,12.3205078125,17.30389322916667,15.28125,,14.0078125,17.5734375,4.45703125,1.0138988095238084,0.4408843133438669,0.0338983050847457,0.0,none,False,118,118,0,0,,,0.4290909090909091,0.4290909090909091,disabled,295486,False,False,False,,,0,,,,,295486,128,2308.484375,0.0163954856178977,4826,295718,0.0002677778764204,0.0164083584872159,31,0.9814046673439856,2.015618183607053,0.0740574876925519,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,0.8095744354916121,1.345667690480501,"(89, 155, 168)","(122, 122, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,305,0.6879437710679194,0.3879656848041274,0.6879437710679194,0.2999780862637919,29592,7158,29592,region_growing,,,,,normal,,-300.0,629.75,fixed,,fixed,,99.5,,,11225110,10993278,267,17498112,104,104,0,163,266,0.3895131086142322,18.0,24.33333333333333,20.623214285714287,20.5625,1.4968598665683543,18.5,22.3925,13.921875,18.8203125,15.950767299107143,15.90380859375,1.1577275530489617,14.30859375,17.31919921875,15.90380859375,,13.921875,17.325,4.8984375,1.6706249999999978,0.4053456496270262,0.048076923076923,0.0,none,False,104,104,0,0,,,0.3895131086142322,0.3895131086142322,disabled,157232,False,False,False,,,0,,,,,157232,114,1379.2280701754387,0.0089856551381086,3133,157493,0.0001790478881378,0.0090005710330348,31,0.8643512279125487,1.4844381542181078,0.0959641453914579,adequate,yes,both tolerable,yes,no,,,no,yes,no,yes,1.841961526640825,0.0,"(98, 162, 177)","(119, 128, 212)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p5,344,0.7361270739398226,0.4256940926743373,0.7361270739398226,0.3104329812654853,35766,9357,35766,region_growing,,,,,normal,,-300.0,608.75,fixed,,fixed,,99.5,,,12285365,10880004,275,18022400,123,123,0,152,274,0.4472727272727272,18.0,28.0,24.81856016612113,26.0,2.770135808463558,20.0,27.0,12.515625,19.46875,17.256655115506106,18.078125,1.9261100543223173,13.90625,18.7734375,18.078125,,12.515625,17.03515625,5.91015625,1.04296875,0.4333989517476783,0.024390243902439,0.0,none,False,123,123,0,0,,,0.4472727272727272,0.4472727272727272,disabled,316638,False,False,False,,,0,,,,,316638,133,2380.736842105264,0.0175691361860795,5361,316946,0.0002974631569602,0.0175862260298295,31,0.97317025228083,2.067616872576381,0.0888802889576883,adequate,yes,both tolerable,yes,no,,,no,yes,no,yes,1.477781408268828,0.0,"(98, 164, 180)","(115, 134, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.5,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,28,0.6709658928059616,0.3671066124177169,0.6709658928059616,0.3038592803882447,24661,6046,24661,region_growing,,,,,normal,,-300.0,850.25,fixed,,fixed,,99.7,,,11132512,10785632,275,18022400,120,120,0,155,274,0.4363636363636363,18.0,26.5,20.96202831890332,20.571428571428573,1.5576323589639451,19.39333333333333,23.5,12.09375,17.8046875,14.083862776763167,13.821428571428571,1.0465342411789007,13.029895833333333,15.7890625,13.821428571428571,,15.453125,12.989583333333332,5.7109375,1.455729166666668,0.4544740596207557,0.025,0.0,none,False,120,120,0,0,,,0.4363636363636363,0.4363636363636363,disabled,192152,False,False,False,,,0,,,,,192152,130,1478.0923076923077,0.0106618430397727,3733,192452,0.0002071311257102,0.0106784889914772,31,0.8414939062209266,1.3773244642951226,0.0382589887845243,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.0737001589130926,0.8375058302035873,"(103, 144, 181)","(128, 115, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,380,0.5410466097957435,0.2962995401795489,0.5410466097957435,0.2447470696161945,43883,10192,43883,region_growing,,,,,normal,,-300.0,822.0,fixed,,fixed,,99.7,,,7780773,7643416,206,13500416,77,77,0,129,205,0.3737864077669903,18.5,28.33333333333333,25.3228921871779,26.0,2.8746024036010804,20.68,28.0,11.779296875,18.04036458333333,16.12356025980468,16.5546875,1.8303132491678755,13.16734375,17.828125,16.5546875,,11.779296875,17.509765625,3.18359375,1.459147135416666,0.5081306180612344,0.0,0.0,none,False,77,77,0,0,,,0.3737864077669903,0.3737864077669903,disabled,209713,False,False,False,,,0,,,,,209713,87,2410.494252873564,0.0155338176245828,3528,209958,0.0002613252806432,0.0155519652135163,31,0.9877843302443134,1.677184258604654,0.07515480378013,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,2.295722101174337,1.739843048383334,"(94, 121, 120)","(113, 89, 166)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
fixed_m300_maxp99p7,854,0.6313070183361936,0.3506543494996151,0.6313070183361936,0.2806526688365785,30979,6800,30979,region_growing,,,,,normal,,-300.0,720.25,fixed,,fixed,,99.7,,,10687984,10438449,275,18022400,138,138,0,137,274,0.5018181818181818,18.0,26.0,22.79806475730389,23.208333333333336,2.063677686288471,19.5,25.25,11.4609375,16.5546875,14.515955294689585,14.777180989583334,1.3139822768164873,12.416015625,16.0771484375,14.777180989583334,,13.37109375,14.5171875,2.228515625,0.7640624999999996,0.5248801129066595,0.0144927536231884,0.0,none,False,138,138,0,0,,,0.5018181818181818,0.5018181818181818,disabled,253486,False,False,False,,,0,,,,,253486,148,1712.7432432432431,0.0140650523792613,5081,342501,0.0002819269353693,0.0190041836825284,31,0.9646312472357365,1.482228012172027,0.1532872739898659,adequate,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.63671875,"(99, 151, 157)","(124, 117, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,fixed,yes,per_slice,rg,5,18,30,yes,,0,2
