variant,threshold_method,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,max_threshold_percentile,fuzzy_config,config_file,command
percentile_p10p25_maxp99p6,normal,percentile,10.25,,99.6,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p25_maxp99p6.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p25_maxp99p6.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p25_maxp99p6 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p25,normal,percentile,10.25,,99.7,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p25.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p25.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p25 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p25_maxp99p8,normal,percentile,10.25,,99.8,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p25_maxp99p8.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p25_maxp99p8.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p25_maxp99p8 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p5_maxp99p6,normal,percentile,10.5,,99.6,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p5_maxp99p6.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p5_maxp99p6.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p5_maxp99p6 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p5,normal,percentile,10.5,,99.7,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p5.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p5.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p5 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p5_maxp99p8,normal,percentile,10.5,,99.8,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p5_maxp99p8.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p5_maxp99p8.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p5_maxp99p8 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p75_maxp99p6,normal,percentile,10.75,,99.6,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p75_maxp99p6.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p75_maxp99p6.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p75_maxp99p6 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p75,normal,percentile,10.75,,99.7,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p75.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p75.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p75 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p75_maxp99p8,normal,percentile,10.75,,99.8,,output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p75_maxp99p8.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/configs/percentile_p10p75_maxp99p8.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/threshold_sweep/normal_threshold_fine_p10_upper/pipeline_runs/percentile_p10p75_maxp99p8 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
