IMG_ID,base_dice,base_status,base_min_hu,base_thresh_vox,base_lcc_vox,artery_dice,ostia_detection_status,min_threshold_hu,threshold_voxel_count,lcc_voxel_count,variant,delta,lcc_delta,threshold_delta,status_changed
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5614035087719298,both tolerable,-137.5,7296179,7171727,percentile_p9p0,0.02035689897618631,-471689,-484594,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6435790725326992,both tolerable,-122.5,10014913,9818099,percentile_p9p0,0.012272054196505566,-620350,-673071,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.69210435582117,both tolerable,-113.75,11014108,10769380,percentile_p9p0,0.007178553277257249,-764468,-817361,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6461726455442088,both tolerable,-113.0,11739589,11565766,percentile_p9p0,-0.0003292772342491368,-863698,-848549,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6277941985592363,both tolerable,-132.0,11723663,11572390,percentile_p9p0,0.004358097753300538,-896415,-893776,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6618273790705027,both tolerable,-107.5,8127585,7416829,percentile_p9p0,0.07621588413369618,-439287,-490095,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5724531489750531,both tolerable,-119.75,11477571,11324424,percentile_p9p0,-0.00019014306777709322,-813448,-861259,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7272987331426236,both tolerable,-104.0,11561202,11157433,percentile_p9p0,0.17114058058838988,-914871,-934462,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.6570162385973992,both tolerable,-121.5,11652814,11541808,percentile_p9p0,0.17546656764785362,-918556,-945075,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4670596181003254,found but incorrect,-128.25,10900326,10765864,percentile_p9p0,-0.0002892648473405979,-740209,-784249,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7472071735475434,both tolerable,-108.0,10144666,9684368,percentile_p9p0,0.0033192341851298046,-639814,-724976,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.438209032480697,found but incorrect,-133.5,7982644,7781184,percentile_p9p0,7.428162715966691e-05,-482842,-524454,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.49830220713073,both tolerable,-119.5,12157042,11999127,percentile_p9p0,-0.0004965218470271426,-961574,-966762,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3936634735808821,both tolerable,-148.5,7365067,6800689,percentile_p9p0,0.2373745438707831,-821650,-448862,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.717303213043617,both tolerable,-114.75,10975506,10816640,percentile_p9p0,0.004658445225127816,-817343,-849757,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6858775259787568,both tolerable,-114.25,10330183,10057685,percentile_p9p0,0.018748616434690724,-883077,-842036,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7109615765218129,both tolerable,-111.0,8726632,8587564,percentile_p9p0,0.00253086341687081,-653511,-679041,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5415284687672748,both tolerable,-118.75,11703844,11608795,percentile_p9p0,-0.0002594730206669782,-919646,-942592,False
631,0.7243157984482905,both tolerable,-300.0,11110441,10876543,0.7285846200098782,both tolerable,-121.75,10272915,9875069,percentile_p9p0,0.004268821561587699,-1001474,-837526,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6382605517997442,both tolerable,-119.5,9757590,9487432,percentile_p9p0,0.018545883315479683,-672404,-692856,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6843581207089475,both tolerable,-125.0,11100040,10676207,percentile_p9p0,0.005310853050192965,-964191,-810656,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6792259948886455,both tolerable,-126.75,8127933,8044709,percentile_p9p0,0.012559328221978916,-605245,-617236,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5508579803366784,both tolerable,-124.5,10434307,10086400,percentile_p9p0,5.13810730944364e-05,-723792,-726548,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4628630609184919,both tolerable,-110.0,9301199,9123494,percentile_p9p0,0.004430865960817487,-665772,-687065,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7232909894938456,both tolerable,-115.75,10548437,9411436,percentile_p9p0,0.004859161251260402,-1071008,-769522,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6310416827778207,both tolerable,-115.25,8043613,7855641,percentile_p9p0,0.000681650415361168,-469499,-522356,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7984333113954123,both tolerable,-105.25,11803015,11486781,percentile_p9p0,0.008955484466583341,-910343,-880459,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6865979761487844,both tolerable,-126.5,10403317,10143920,percentile_p9p0,-0.0010795615161683925,-882796,-856792,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7430504397504323,both tolerable,-132.75,11479030,10092149,percentile_p9p0,0.004880846922640014,-816077,-842251,False
