IMG_ID,cpu_status,gpu_status,status_equal,cpu_left_ostium,gpu_left_ostium,left_distance_voxels_cpu_gpu,left_distance_mm_cpu_gpu,cpu_right_ostium,gpu_right_ostium,right_distance_voxels_cpu_gpu,right_distance_mm_cpu_gpu,cpu_left_dist_to_label_mm,gpu_left_dist_to_label_mm,cpu_right_dist_to_label_mm,gpu_right_dist_to_label_mm,cpu_both_correct,gpu_both_correct,cpu_both_tolerable,gpu_both_tolerable,cpu_artery_dice,gpu_artery_dice,artery_dice_delta_gpu_minus_cpu,cpu_artery_voxels,gpu_artery_voxels,artery_voxel_delta_gpu_minus_cpu
937,found_but_wrong,found_but_wrong,True,"(106, 170, 210)","(106, 170, 210)",0.0,0.0,"(81, 124, 225)",,,,1.390625,1.390625,25.19751201639571,inf,False,False,False,False,0.21111399636458064,0.2121676724840972,0.0010536761195165667,6785,6632,-153
315,both_tolerable,both_correct,False,"(100, 179, 144)","(100, 179, 145)",1.0,0.5,"(115, 146, 217)","(115, 146, 218)",1.0,0.5,0.0,0.0,0.5,0.0,False,True,True,False,0.6485881542699724,0.6485881542699724,0.0,28865,28865,0
428,both_tolerable,both_tolerable,True,"(94, 166, 103)","(95, 167, 103)",1.4142135623730951,0.9888446393155625,"(95, 120, 167)","(95, 120, 167)",0.0,0.0,0.0,0.0,1.2202077119702048,1.2202077119702048,False,False,True,True,0.6140195890147878,0.6140195890147878,0.0,34063,34063,0
28,both_tolerable,both_tolerable,True,"(103, 144, 181)","(103, 144, 181)",0.0,0.0,"(128, 115, 217)","(128, 115, 217)",0.0,0.0,1.0737001589130926,1.0737001589130926,0.8375058302035873,0.8375058302035873,False,False,True,True,0.6720634531256389,0.6720634531256389,0.0,24733,24733,0
