stage,variant,split,IMG_ID,segmentation_variant,vesselness_profile,artery_method,morphology_profile,morphology_closing_radius,morphology_dilation_radius,ostia_status,ostia_success,left_dist_mm,right_dist_mm,dice_artery,dice_artery_before_morphology,dice_artery_after_morphology,dice_artery_morphology_delta,artery_voxels,artery_voxels_before_morphology,artery_voxels_after_morphology,morphology_added_voxels,recall_before_morphology,recall_after_morphology,precision_before_morphology,precision_after_morphology,vesselness_seconds,segmentation_seconds,morphology_seconds,fc_processed_voxels,fc_candidate_voxels_initial,fc_candidate_voxels_final,fc_effective_alpha,fc_object_seed_count,fc_grow_each_ostium_separately,fc_processed_limit_hit,fc_candidate_limit_hit,error
refinement,fc_floor_020__current_c3_d2,train,13,fc_floor_020,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.6953125,1.1031404921008474,0.5587699635752311,0.30884184308841844,0.5587699635752311,0.24992812048681268,24490,6733,24490,17757,0.1863003618078126,0.489176427301159,0.902420911926333,0.6514495712535728,0.3605552170010924,1.4599613630016393,1.64132991400038,6733.0,567249.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_020__raw,train,13,fc_floor_020,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.6953125,1.1031404921008474,0.30884184308841844,0.30884184308841844,0.30884184308841844,0.0,6733,6733,6733,0,0.1863003618078126,0.1863003618078126,0.902420911926333,0.902420911926333,0.3605552170010924,1.4599613630016393,0.2092951369995717,6733.0,567249.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_022__closing_c3_d1,train,13,fc_floor_022,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.6953125,1.1031404921008474,0.505934781677165,0.30970035551041136,0.505934781677165,0.19623442616675363,14060,6766,14060,7294,0.18697491874655056,0.36202244434905256,0.9012710611882944,0.8397581792318635,0.3605552170010924,1.48076213099921,1.3916568960012228,6766.0,535771.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_022__conservative_c2_d1,train,13,fc_floor_022,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.6953125,1.1031404921008474,0.5030442546416816,0.30970035551041136,0.5030442546416816,0.1933438991312702,13867,6766,13867,7101,0.18697491874655056,0.3584656895811615,0.9012710611882944,0.8430806951755967,0.3605552170010924,1.48076213099921,0.540327923001314,6766.0,535771.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_022__current_c3_d2,train,13,fc_floor_022,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.6953125,1.1031404921008474,0.5583591250065572,0.30970035551041136,0.5583591250065572,0.2486587694961458,24575,6766,24575,17809,0.18697491874655056,0.48954436744956153,0.9012710611882944,0.6496846388606308,0.3605552170010924,1.48076213099921,1.630968670000584,6766.0,535771.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_022__raw,train,13,fc_floor_022,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.6953125,1.1031404921008474,0.30970035551041136,0.30970035551041136,0.30970035551041136,0.0,6766,6766,6766,0,0.18697491874655056,0.18697491874655056,0.9012710611882944,0.9012710611882944,0.3605552170010924,1.48076213099921,0.21108688800086384,6766.0,535771.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_022_alpha_018__closing_c3_d1,train,13,fc_floor_022_alpha_018,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.6953125,1.1031404921008474,0.47635570977356645,0.28478108717629674,0.47635570977356645,0.1915746225972697,12344,5963,12344,6381,0.16842460293125652,0.3283252590911878,0.9211806137850076,0.8674659753726507,0.3605552170010924,1.3389999360006186,1.3677540030003001,5963.0,535771.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_floor_022_alpha_018__conservative_c2_d1,train,13,fc_floor_022_alpha_018,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.6953125,1.1031404921008474,0.47513147339335055,0.28478108717629674,0.47513147339335055,0.1903503862170538,12262,5963,12262,6299,0.16842460293125652,0.32688416017661126,0.9211806137850076,0.8694340238134073,0.3605552170010924,1.3389999360006186,0.5444866200014076,5963.0,535771.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_floor_022_alpha_018__current_c3_d2,train,13,fc_floor_022_alpha_018,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.6953125,1.1031404921008474,0.5433642968821852,0.28478108717629674,0.5433642968821852,0.2585832097058885,21751,5963,21751,15788,0.16842460293125652,0.45287299932544306,0.9211806137850076,0.679049239115443,0.3605552170010924,1.3389999360006186,1.6081701799994335,5963.0,535771.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_floor_022_alpha_018__raw,train,13,fc_floor_022_alpha_018,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.6953125,1.1031404921008474,0.28478108717629674,0.28478108717629674,0.28478108717629674,0.0,5963,5963,5963,0,0.16842460293125652,0.16842460293125652,0.9211806137850076,0.9211806137850076,0.3605552170010924,1.3389999360006186,0.21440654700199957,5963.0,535771.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_floor_024__closing_c3_d1,train,13,fc_floor_024,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.6953125,1.1031404921008474,0.506304807015298,0.31103000811030007,0.506304807015298,0.19527479890499794,14255,6842,14255,7413,0.18814006254982524,0.3638008217329981,0.8968137971353406,0.8323395299894774,0.3605552170010924,1.5598949289997108,1.396611899999698,6842.0,508551.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_024__conservative_c2_d1,train,13,fc_floor_024,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.6953125,1.1031404921008474,0.5033112582781457,0.31103000811030007,0.5033112582781457,0.19228125016784564,14045,6842,14045,7203,0.18814006254982524,0.3600294352118722,0.8968137971353406,0.8360270558917764,0.3605552170010924,1.5598949289997108,0.580532908999885,6842.0,508551.0,500000.0,0.16,8.0,False,False,True,
