stage,variant,split,IMG_ID,segmentation_variant,vesselness_profile,artery_method,morphology_profile,morphology_closing_radius,morphology_dilation_radius,ostia_status,ostia_success,left_dist_mm,right_dist_mm,dice_artery,dice_artery_before_morphology,dice_artery_after_morphology,dice_artery_morphology_delta,artery_voxels,artery_voxels_before_morphology,artery_voxels_after_morphology,morphology_added_voxels,recall_before_morphology,recall_after_morphology,precision_before_morphology,precision_after_morphology,vesselness_seconds,segmentation_seconds,morphology_seconds,fc_processed_voxels,fc_candidate_voxels_initial,fc_candidate_voxels_final,fc_effective_alpha,fc_object_seed_count,fc_grow_each_ostium_separately,fc_processed_limit_hit,fc_candidate_limit_hit,error
refinement,fc_floor_022__conservative_c2_d1,train,315,fc_floor_022,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5963681569950717,0.3588896232650364,0.5963681569950717,0.23747853373003536,15831,7097,15831,8734,0.22303611158651376,0.4597638199555023,0.918134422995632,0.8484618785926347,0.39864149800268933,1.500404720998631,0.614113384999655,7097.0,496649.0,496649.0,0.16,8.0,False,False,False,
refinement,fc_floor_022__current_c3_d2,train,315,fc_floor_022,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.6389360690264284,0.3588896232650364,0.6389360690264284,0.28004644576139204,29661,7097,29661,22564,0.22303611158651376,0.6438131097039193,0.918134422995632,0.63413236236135,0.39864149800268933,1.500404720998631,1.9073771510011284,7097.0,496649.0,496649.0,0.16,8.0,False,False,False,
refinement,fc_floor_022__raw,train,315,fc_floor_022,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.3588896232650364,0.3588896232650364,0.3588896232650364,0.0,7097,7097,7097,0,0.22303611158651376,0.22303611158651376,0.918134422995632,0.918134422995632,0.39864149800268933,1.500404720998631,0.23811075900084688,7097.0,496649.0,496649.0,0.16,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__closing_c3_d1,train,315,fc_floor_022_alpha_018,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.3908992882585443,0.5841826335099878,0.33762084909625895,0.5841826335099878,0.24656178441372884,14939,6470,14939,8469,0.20619544754406982,0.4414513092589423,0.9310664605873261,0.8633107972421179,0.39864149800268933,1.466528469001787,1.5876883509990876,6470.0,496649.0,496649.0,0.18,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__conservative_c2_d1,train,315,fc_floor_022_alpha_018,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5805261359754015,0.33762084909625895,0.5805261359754015,0.24290528687914253,14690,6470,14690,8220,0.20619544754406982,0.43621427348964575,0.9310664605873261,0.8675289312457454,0.39864149800268933,1.466528469001787,0.6148126750013034,6470.0,496649.0,496649.0,0.18,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__current_c3_d2,train,315,fc_floor_022_alpha_018,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.641492233792644,0.33762084909625895,0.641492233792644,0.303871384696385,27827,6470,27827,21357,0.20619544754406982,0.6262536368303954,0.9310664605873261,0.6574909260789881,0.39864149800268933,1.466528469001787,1.914725171001919,6470.0,496649.0,496649.0,0.18,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__raw,train,315,fc_floor_022_alpha_018,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.33762084909625895,0.33762084909625895,0.33762084909625895,0.0,6470,6470,6470,0,0.20619544754406982,0.20619544754406982,0.9310664605873261,0.9310664605873261,0.39864149800268933,1.466528469001787,0.23826629699760815,6470.0,496649.0,496649.0,0.18,8.0,False,False,False,
refinement,fc_floor_024__closing_c3_d1,train,315,fc_floor_024,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.3908992882585443,0.6002863751514484,0.3605511399576469,0.6002863751514484,0.23973523519380152,16180,7146,16180,9034,0.22437104227280508,0.4663700154030464,0.9172963895885811,0.8420889987639061,0.39864149800268933,1.5577951390005182,1.6315521569995326,7146.0,468952.0,468952.0,0.16,8.0,False,False,False,
refinement,fc_floor_024__conservative_c2_d1,train,315,fc_floor_024,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5972391482572954,0.3605511399576469,0.5972391482572954,0.23668800829964848,15916,7146,15916,8770,0.22437104227280508,0.4613041245935307,0.9172963895885811,0.846757979391807,0.39864149800268933,1.5577951390005182,0.63905516199884,7146.0,468952.0,468952.0,0.16,8.0,False,False,False,
refinement,fc_floor_024__current_c3_d2,train,315,fc_floor_024,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.6380519876639441,0.3605511399576469,0.6380519876639441,0.2775008477062972,29799,7146,29799,22653,0.22437104227280508,0.6444292315591306,0.9172963895885811,0.6317997248229806,0.39864149800268933,1.5577951390005182,1.8796147799985192,7146.0,468952.0,468952.0,0.16,8.0,False,False,False,
refinement,fc_floor_024__raw,train,315,fc_floor_024,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.3605511399576469,0.3605511399576469,0.3605511399576469,0.0,7146,7146,7146,0,0.22437104227280508,0.22437104227280508,0.9172963895885811,0.9172963895885811,0.39864149800268933,1.5577951390005182,0.24432999099735753,7146.0,468952.0,468952.0,0.16,8.0,False,False,False,
refinement,rg_gamma55__closing_c3_d1,train,315,rg_gamma55,current,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.3908992882585443,0.5795600387273996,0.3275556928954687,0.5795600387273996,0.2520043458319309,15198,6382,15198,8816,0.19955502310456957,0.4405271264761253,0.9135067376997806,0.8468219502566127,0.39864149800268933,0.060378988997399574,1.6001986049996049,,,,,,,False,False,
refinement,rg_gamma55__conservative_c2_d1,train,315,rg_gamma55,current,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5748901671271344,0.3275556928954687,0.5748901671271344,0.24733447423166566,14943,6382,14943,8561,0.19955502310456957,0.4344685948998802,0.9135067376997806,0.8494278257378036,0.39864149800268933,0.060378988997399574,0.6207677189995593,,,,,,,False,False,
refinement,rg_gamma55__current_c3_d2,train,315,rg_gamma55,current,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.6453802943102319,0.3275556928954687,0.6453802943102319,0.3178246014147632,28819,6382,28819,22437,0.19955502310456957,0.6410063323635119,0.9135067376997806,0.6498143585828794,0.39864149800268933,0.060378988997399574,1.8373103989979427,,,,,,,False,False,
refinement,rg_gamma55__raw,train,315,rg_gamma55,current,region_growing,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.3275556928954687,0.3275556928954687,0.3275556928954687,0.0,6382,6382,6382,0,0.19955502310456957,0.19955502310456957,0.9135067376997806,0.9135067376997806,0.39864149800268933,0.060378988997399574,0.2392233300015505,,,,,,,False,False,
refinement,rg_gamma60__closing_c3_d1,train,315,rg_gamma60,gamma60,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.3908992882585443,0.5667878341692357,0.31165651158817836,0.5667878341692357,0.25513132258105736,14251,5907,14251,8344,0.18733527297621086,0.4216327229163101,0.9265278483155578,0.864360395761701,0.40339536600004067,0.056885623998823576,1.5884552399984386,,,,,,,False,False,
refinement,rg_gamma60__conservative_c2_d1,train,315,rg_gamma60,gamma60,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5618507807981492,0.31165651158817836,0.5618507807981492,0.25019426920997084,14010,5907,14010,8103,0.18733527297621086,0.41564264932397743,0.9265278483155578,0.8667380442541042,0.40339536600004067,0.056885623998823576,0.6430267310024647,,,,,,,False,False,
refinement,rg_gamma60__current_c3_d2,train,315,rg_gamma60,gamma60,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.6461407642296586,0.31165651158817836,0.6461407642296586,0.33448425264148024,27234,5907,27234,21327,0.18733527297621086,0.6242341263049803,0.9265278483155578,0.6696408900638907,0.40339536600004067,0.056885623998823576,1.8883485869992,,,,,,,False,False,
refinement,rg_gamma60__raw,train,315,rg_gamma60,gamma60,region_growing,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.31165651158817836,0.31165651158817836,0.31165651158817836,0.0,5907,5907,5907,0,0.18733527297621086,0.18733527297621086,0.9265278483155578,0.9265278483155578,0.40339536600004067,0.056885623998823576,0.23830331700082752,,,,,,,False,False,
refinement,rg_gamma65__closing_c3_d1,train,315,rg_gamma65,gamma65,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.3908992882585443,0.5560487827671604,0.29840612233154956,0.5560487827671604,0.25764266043561085,13587,5543,13587,8044,0.1775115522847852,0.407325004278624,0.9355944434421793,0.8758371973209685,0.3902753529982874,0.05362190599771566,1.5783003510005074,,,,,,,False,False,
refinement,rg_gamma65__conservative_c2_d1,train,315,rg_gamma65,gamma65,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5513338343039639,0.29840612233154956,0.5513338343039639,0.2529277119724143,13369,5543,13369,7826,0.1775115522847852,0.4018141365736779,0.9355944434421793,0.8780761463086244,0.3902753529982874,0.05362190599771566,0.6147913770000741,,,,,,,False,False,
refinement,rg_gamma65__current_c3_d2,train,315,rg_gamma65,gamma65,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.6480225173210161,0.29840612233154956,0.6480225173210161,0.34961639498946656,26209,5543,26209,20666,0.1775115522847852,0.6146842375492042,0.9355944434421793,0.6851844786142165,0.3902753529982874,0.05362190599771566,1.853145532997587,,,,,,,False,False,
refinement,rg_gamma65__raw,train,315,rg_gamma65,gamma65,region_growing,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.29840612233154956,0.29840612233154956,0.29840612233154956,0.0,5543,5543,5543,0,0.1775115522847852,0.1775115522847852,0.9355944434421793,0.9355944434421793,0.3902753529982874,0.05362190599771566,0.24326838799970574,,,,,,,False,False,
refinement,rg_gamma70__closing_c3_d1,train,315,rg_gamma70,gamma70,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.3908992882585443,0.5440205254905687,0.2850665581584607,0.5440205254905687,0.25895396733210796,12879,5191,12879,7688,0.1678589765531405,0.3919219578983399,0.9447120015411289,0.8890441804487926,0.38950065500102937,0.05236699499801034,1.6000379800025257,,,,,,,False,False,
refinement,rg_gamma70__conservative_c2_d1,train,315,rg_gamma70,gamma70,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.3908992882585443,0.5396203891607975,0.2850665581584607,0.5396203891607975,0.25455383100233675,12670,5191,12670,7479,0.1678589765531405,0.38682183809686804,0.9447120015411289,0.8919494869771113,0.38950065500102937,0.05236699499801034,0.6245233340014238,,,,,,,False,False,
refinement,rg_gamma70__current_c3_d2,train,315,rg_gamma70,gamma70,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.3908992882585443,0.6485759056134206,0.2850665581584607,0.6485759056134206,0.3635093474549599,25030,5191,25030,19839,0.1678589765531405,0.6021221975012836,0.9447120015411289,0.7027966440271673,0.38950065500102937,0.05236699499801034,1.8562284750005347,,,,,,,False,False,
refinement,rg_gamma70__raw,train,315,rg_gamma70,gamma70,region_growing,raw,0,0,both_tolerable,True,0.0,1.3908992882585443,0.2850665581584607,0.2850665581584607,0.2850665581584607,0.0,5191,5191,5191,0,0.1678589765531405,0.1678589765531405,0.9447120015411289,0.9447120015411289,0.38950065500102937,0.05236699499801034,0.24100807499780785,,,,,,,False,False,
refinement,fc_alpha_018__closing_c3_d1,train,330,fc_alpha_018,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5353931567195703,0.33017022109176286,0.5353931567195703,0.20522293562780747,16453,7628,16453,8825,0.20294648226097414,0.40012026458208055,0.8848977451494494,0.8088494499483377,0.42117281399987405,1.8036104990023887,1.551689396997972,7628.0,533252.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_alpha_018__conservative_c2_d1,train,330,fc_alpha_018,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5344879791679283,0.33017022109176286,0.5344879791679283,0.20431775807616548,16279,7628,16279,8651,0.20294648226097414,0.3980457005411906,0.8848977451494494,0.8132563425271823,0.42117281399987405,1.8036104990023887,0.5985769920007442,7628.0,533252.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_alpha_018__current_c3_d2,train,330,fc_alpha_018,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.5977551052992927,0.33017022109176286,0.5977551052992927,0.2675848842075298,29371,7628,29371,21743,0.20294648226097414,0.5628081779915814,0.8848977451494494,0.6373293384631099,0.42117281399987405,1.8036104990023887,1.7860976379997737,7628.0,533252.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_alpha_018__raw,train,330,fc_alpha_018,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.33017022109176286,0.33017022109176286,0.33017022109176286,0.0,7628,7628,7628,0,0.20294648226097414,0.20294648226097414,0.8848977451494494,0.8848977451494494,0.42117281399987405,1.8036104990023887,0.23708927199913887,7628.0,533252.0,500000.0,0.18,8.0,False,False,True,
refinement,fc_current__closing_c3_d1,train,330,fc_current,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5609516574329708,0.3630412419339755,0.5609516574329708,0.1979104154989953,20709,9512,20709,11197,0.23343355381840047,0.4551112447384245,0.8162321278385197,0.7309382394128157,0.42117281399987405,2.177052762002859,1.5342896090005524,9512.0,533252.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_current__conservative_c2_d1,train,330,fc_current,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5597745974287687,0.3630412419339755,0.5597745974287687,0.19673335549479315,20333,9512,20333,10821,0.23343355381840047,0.45099218280216474,0.8162321278385197,0.737717011754291,0.42117281399987405,2.177052762002859,0.5986703090020455,9512.0,533252.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_current__current_c3_d2,train,330,fc_current,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.5990502617501502,0.3630412419339755,0.5990502617501502,0.23600901981617467,36654,9512,36654,27142,0.23343355381840047,0.6296151533373422,0.8162321278385197,0.5713155453702188,0.42117281399987405,2.177052762002859,1.7885318560001906,9512.0,533252.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_current__raw,train,330,fc_current,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.3630412419339755,0.3630412419339755,0.3630412419339755,0.0,9512,9512,9512,0,0.23343355381840047,0.23343355381840047,0.8162321278385197,0.8162321278385197,0.42117281399987405,2.177052762002859,0.23312690400052816,9512.0,533252.0,500000.0,0.16,8.0,False,False,True,
refinement,fc_floor_020__closing_c3_d1,train,330,fc_floor_020,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5599852344038391,0.3634242516157633,0.5599852344038391,0.19656098278807577,20920,9599,20920,11321,0.23415514131088394,0.4561034275405893,0.8113345140118763,0.7251434034416826,0.42117281399987405,2.1924180239984707,1.5341690460008977,9599.0,496236.0,496236.0,0.16,8.0,False,False,False,
refinement,fc_floor_020__conservative_c2_d1,train,330,fc_floor_020,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5588043942970797,0.3634242516157633,0.5588043942970797,0.19538014268131643,20537,9599,20537,10938,0.23415514131088394,0.45192423331328924,0.8113345140118763,0.7318985246141111,0.42117281399987405,2.1924180239984707,0.5993054969985678,9599.0,496236.0,496236.0,0.16,8.0,False,False,False,
refinement,fc_floor_020__current_c3_d2,train,330,fc_floor_020,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.5963160514899367,0.3634242516157633,0.5963160514899367,0.2328917998741734,37045,9599,37045,27446,0.23415514131088394,0.6302465423932652,0.8113345140118763,0.5658523417465245,0.42117281399987405,2.1924180239984707,1.8029364840003836,9599.0,496236.0,496236.0,0.16,8.0,False,False,False,
refinement,fc_floor_020__raw,train,330,fc_floor_020,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.3634242516157633,0.3634242516157633,0.3634242516157633,0.0,9599,9599,9599,0,0.23415514131088394,0.23415514131088394,0.8113345140118763,0.8113345140118763,0.42117281399987405,2.1924180239984707,0.23416240799997468,9599.0,496236.0,496236.0,0.16,8.0,False,False,False,
refinement,fc_floor_022__closing_c3_d1,train,330,fc_floor_022,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5728783276755405,0.3725982005200543,0.5728783276755405,0.20028012715548615,22710,10197,22710,12513,0.2434155141310884,0.4820204449789537,0.7939590075512406,0.7059445178335535,0.42117281399987405,2.242761423000047,1.5348496389997308,10197.0,464569.0,464569.0,0.16,8.0,False,False,False,
refinement,fc_floor_022__conservative_c2_d1,train,330,fc_floor_022,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5690606735066862,0.3725982005200543,0.5690606735066862,0.1964624729866319,22003,10197,22003,11806,0.2434155141310884,0.47276007215874927,0.7939590075512406,0.7146298232059265,0.42117281399987405,2.242761423000047,0.6011167079996085,10197.0,464569.0,464569.0,0.16,8.0,False,False,False,
refinement,fc_floor_022__current_c3_d2,train,330,fc_floor_022,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.5997155672245925,0.3725982005200543,0.5997155672245925,0.2271173667045382,39868,10197,39868,29671,0.2434155141310884,0.6592904389657246,0.7939590075512406,0.5500150496638908,0.42117281399987405,2.242761423000047,1.8090946349984733,10197.0,464569.0,464569.0,0.16,8.0,False,False,False,
refinement,fc_floor_022__raw,train,330,fc_floor_022,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.3725982005200543,0.3725982005200543,0.3725982005200543,0.0,10197,10197,10197,0,0.2434155141310884,0.2434155141310884,0.7939590075512406,0.7939590075512406,0.42117281399987405,2.242761423000047,0.23448744200140936,10197.0,464569.0,464569.0,0.16,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__closing_c3_d1,train,330,fc_floor_022_alpha_018,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5352877740943404,0.33209846453814285,0.5352877740943404,0.20318930955619752,16814,7770,16814,9044,0.20484064942874325,0.4029464822609741,0.8768339768339768,0.7970738670155822,0.42117281399987405,1.7849130329996115,1.534309762002522,7770.0,464569.0,464569.0,0.18,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__conservative_c2_d1,train,330,fc_floor_022_alpha_018,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.534871126266172,0.33209846453814285,0.534871126266172,0.2027726617280291,16595,7770,16595,8825,0.20484064942874325,0.40087191822008417,0.8768339768339768,0.8034347695088883,0.42117281399987405,1.7849130329996115,0.597978089001117,7770.0,464569.0,464569.0,0.18,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__current_c3_d2,train,330,fc_floor_022_alpha_018,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.5950389659760502,0.33209846453814285,0.5950389659760502,0.26294050143790737,29872,7770,29872,22102,0.20484064942874325,0.5647324113048707,0.8768339768339768,0.6287828066416711,0.42117281399987405,1.7849130329996115,1.7940801420008938,7770.0,464569.0,464569.0,0.18,8.0,False,False,False,
refinement,fc_floor_022_alpha_018__raw,train,330,fc_floor_022_alpha_018,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.33209846453814285,0.33209846453814285,0.33209846453814285,0.0,7770,7770,7770,0,0.20484064942874325,0.20484064942874325,0.8768339768339768,0.8768339768339768,0.42117281399987405,1.7849130329996115,0.2330041519999213,7770.0,464569.0,464569.0,0.18,8.0,False,False,False,
refinement,fc_floor_024__closing_c3_d1,train,330,fc_floor_024,current,fuzzy_connectedness,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5737850933447343,0.3740927882406982,0.5737850933447343,0.19969230510403607,22876,10280,22876,12596,0.24485868911605532,0.48421527360192423,0.7922178988326848,0.7040129393250568,0.42117281399987405,2.232484318999923,1.5369704119984817,10280.0,437250.0,437250.0,0.16,8.0,False,False,False,
refinement,fc_floor_024__conservative_c2_d1,train,330,fc_floor_024,current,fuzzy_connectedness,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5700055939513146,0.3740927882406982,0.5700055939513146,0.19591280571061637,22157,10280,22157,11877,0.24485868911605532,0.4748647023451594,0.7922178988326848,0.7128221329602383,0.42117281399987405,2.232484318999923,0.5982315590008511,10280.0,437250.0,437250.0,0.16,8.0,False,False,False,
refinement,fc_floor_024__current_c3_d2,train,330,fc_floor_024,current,fuzzy_connectedness,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.5987867221048326,0.3740927882406982,0.5987867221048326,0.22469393386413444,40095,10280,40095,29815,0.24485868911605532,0.6603126879134095,0.7922178988326848,0.5477490958972441,0.42117281399987405,2.232484318999923,1.787148237999645,10280.0,437250.0,437250.0,0.16,8.0,False,False,False,
refinement,fc_floor_024__raw,train,330,fc_floor_024,current,fuzzy_connectedness,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.3740927882406982,0.3740927882406982,0.3740927882406982,0.0,10280,10280,10280,0,0.24485868911605532,0.24485868911605532,0.7922178988326848,0.7922178988326848,0.42117281399987405,2.232484318999923,0.23571423300018068,10280.0,437250.0,437250.0,0.16,8.0,False,False,False,
refinement,rg_gamma55__closing_c3_d1,train,330,rg_gamma55,current,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.6038310623996291,0.38527855936972427,0.6038310623996291,0.21855250302990487,27141,11165,27141,15976,0.25730607336139505,0.5482862297053518,0.7665024630541872,0.6718986035886666,0.42117281399987405,0.09434307999981684,1.5334114170000248,,,,,,,False,False,
refinement,rg_gamma55__conservative_c2_d1,train,330,rg_gamma55,current,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5977695167286246,0.38527855936972427,0.5977695167286246,0.21249095735890028,25920,11165,25920,14755,0.25730607336139505,0.5318099819603127,0.7665024630541872,0.6824074074074075,0.42117281399987405,0.09434307999981684,0.5998807130017667,,,,,,,False,False,
refinement,rg_gamma55__current_c3_d2,train,330,rg_gamma55,current,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.6411528409640886,0.38527855936972427,0.6411528409640886,0.2558742815943644,49388,11165,49388,38223,0.25730607336139505,0.7966025255562237,0.7665024630541872,0.5364663481007532,0.42117281399987405,0.09434307999981684,1.7835393969980942,,,,,,,False,False,
refinement,rg_gamma55__raw,train,330,rg_gamma55,current,region_growing,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.38527855936972427,0.38527855936972427,0.38527855936972427,0.0,11165,11165,11165,0,0.25730607336139505,0.25730607336139505,0.7665024630541872,0.7665024630541872,0.42117281399987405,0.09434307999981684,0.23280494999926304,,,,,,,False,False,
refinement,rg_gamma60__closing_c3_d1,train,330,rg_gamma60,gamma60,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.571768677267478,0.3509912100243127,0.571768677267478,0.22077746724316533,23025,9516,23025,13509,0.2257065544197234,0.48379434756464224,0.7888818831441782,0.6988490770901195,0.4222800780007674,0.08163829800105304,1.5331550359987887,,,,,,,False,False,
refinement,rg_gamma60__conservative_c2_d1,train,330,rg_gamma60,gamma60,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5664656386551588,0.3509912100243127,0.5664656386551588,0.21547442863084604,22122,9516,22122,12606,0.2257065544197234,0.47161755862898375,0.7888818831441782,0.7090678962119158,0.4222800780007674,0.08163829800105304,0.6011295499993139,,,,,,,False,False,
refinement,rg_gamma60__current_c3_d2,train,330,rg_gamma60,gamma60,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.6294732103848649,0.3509912100243127,0.6294732103848649,0.2784820003605522,42273,9516,42273,32757,0.2257065544197234,0.7147624774503909,0.7888818831441782,0.5623684148274313,0.4222800780007674,0.08163829800105304,1.8052499309997074,,,,,,,False,False,
refinement,rg_gamma60__raw,train,330,rg_gamma60,gamma60,region_growing,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.3509912100243127,0.3509912100243127,0.3509912100243127,0.0,9516,9516,9516,0,0.2257065544197234,0.2257065544197234,0.7888818831441782,0.7888818831441782,0.4222800780007674,0.08163829800105304,0.2345112289985991,,,,,,,False,False,
refinement,rg_gamma65__closing_c3_d1,train,330,rg_gamma65,gamma65,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5456624921370161,0.32366449117718155,0.5456624921370161,0.22199800095983457,19201,8110,19201,11091,0.2012928442573662,0.4303367408298256,0.8255240443896424,0.7454299255247122,0.4035775669981376,0.07264702300017234,1.5338139419982326,,,,,,,False,False,
refinement,rg_gamma65__conservative_c2_d1,train,330,rg_gamma65,gamma65,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5393579256058033,0.32366449117718155,0.5393579256058033,0.21569343442862177,18572,8110,18572,10462,0.2012928442573662,0.42026458208057726,0.8255240443896424,0.7526383803575275,0.4035775669981376,0.07264702300017234,0.5973518650025653,,,,,,,False,False,
refinement,rg_gamma65__current_c3_d2,train,330,rg_gamma65,gamma65,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.6182937683295154,0.32366449117718155,0.6182937683295154,0.2946292771523339,35277,8110,35277,27167,0.2012928442573662,0.6370414912808178,0.8255240443896424,0.6006179663803611,0.4035775669981376,0.07264702300017234,1.7856612389987276,,,,,,,False,False,
refinement,rg_gamma65__raw,train,330,rg_gamma65,gamma65,region_growing,raw,0,0,both_tolerable,True,0.0,1.739843048383334,0.32366449117718155,0.32366449117718155,0.32366449117718155,0.0,8110,8110,8110,0,0.2012928442573662,0.2012928442573662,0.8255240443896424,0.8255240443896424,0.4035775669981376,0.07264702300017234,0.23274862399921403,,,,,,,False,False,
refinement,rg_gamma70__closing_c3_d1,train,330,rg_gamma70,gamma70,region_growing,closing_c3_d1,3,1,both_tolerable,True,0.0,1.739843048383334,0.5153632426248264,0.2999326162369912,0.5153632426248264,0.21543062638783517,15688,6809,15688,8879,0.1806674684305472,0.3792242934455803,0.8825084447055368,0.8039903110657828,0.40641048299949034,0.06166064700300922,1.5385612069985655,,,,,,,False,False,
refinement,rg_gamma70__conservative_c2_d1,train,330,rg_gamma70,gamma70,region_growing,conservative_c2_d1,2,1,both_tolerable,True,0.0,1.739843048383334,0.5140590314889418,0.2999326162369912,0.5140590314889418,0.21412641525195064,15392,6809,15392,8583,0.1806674684305472,0.3759771497294047,0.8825084447055368,0.8124350311850311,0.40641048299949034,0.06166064700300922,0.5956331599991245,,,,,,,False,False,
refinement,rg_gamma70__current_c3_d2,train,330,rg_gamma70,gamma70,region_growing,current_c3_d2,3,2,both_tolerable,True,0.0,1.739843048383334,0.6082600038538121,0.2999326162369912,0.6082600038538121,0.3083273876168209,29016,6809,29016,22207,0.1806674684305472,0.5694527961515333,0.8825084447055368,0.6527433140336366,0.40641048299949034,0.06166064700300922,1.784998284001631,,,,,,,False,False,
