variant,images,ostia_success_rate,ostia_found_rate,both_correct_rate,both_tolerable_rate,mean_dice,median_dice,mean_dice_success_ostia,mean_left_dist_mm,mean_right_dist_mm,error_count,runtime_seconds,runtime_minutes,selection_score
contextual_strong_object_threshold_rg,60,0.8333333333333334,0.9833333333333333,0.03333333333333333,0.8,0.6052061120283397,0.668075960962548,0.648613456142867,2.5216269070806923,2.8553889284422196,1,4871.694247961044,81.19490413268407,0.5405112134523892
fuzzy_threshold_rg,60,0.8333333333333334,0.9833333333333333,0.03333333333333333,0.8,0.6015803984873928,0.6498898491781054,0.6432460832347257,2.5199509933435538,2.853229783361005,1,4867.992744684219,81.13321241140366,0.5360384026956048
fuzzy_threshold_balanced_rg,60,0.8166666666666667,0.9833333333333333,0.03333333333333333,0.7833333333333333,0.5957105520992811,0.6498898491781054,0.6485687065436767,2.5199509933435538,3.6307260036403104,1,4738.238044500351,78.97063407500585,0.529664443677336
contextual_strong_rg,60,0.8166666666666667,0.9833333333333333,0.03333333333333333,0.7833333333333333,0.5862623612269012,0.6458405009289204,0.6376425233878068,1.940336344774216,4.0189619425110275,1,4921.897750139236,82.03162916898728,0.5207413941000422
normal_rg,60,0.8166666666666667,0.9833333333333333,0.03333333333333333,0.7833333333333333,0.5854080620653596,0.6334621439816802,0.6365866925212883,1.940336344774216,4.0189619425110275,1,4920.087027788162,82.00145046313604,0.5198791322257188
fuzzy_threshold_balanced_fc_semi_permissive,60,0.8166666666666667,0.9833333333333333,0.03333333333333333,0.7833333333333333,0.5611946066912825,0.634273109882866,0.6067253428243526,2.5199509933435538,3.6307260036403104,1,5014.680994510651,83.57801657517751,0.49549236330655466
contextual_strong_object_threshold_fc,60,0.8333333333333334,0.9833333333333333,0.03333333333333333,0.8,0.5530331774631384,0.5968027533231912,0.5884598634560457,2.5216269070806923,2.8553889284422196,1,4835.787869691849,80.59646449486415,0.4903832195467048
normal_threshold_fc,60,0.8166666666666667,0.9833333333333333,0.03333333333333333,0.7833333333333333,0.5492017004413133,0.5924976258309592,0.5904700263131456,1.940336344774216,4.0189619425110275,1,4934.369318723679,82.23948864539464,0.48221718815573555
