variant,lower_threshold_method,lower_threshold_percentile,run_dir,return_code,duration_seconds,duration_minutes,n_images,mean_min_threshold_hu,std_min_threshold_hu,mean_dice,median_dice,ostia_success_rate,both_correct_n,both_tolerable_n,found_wrong_n,not_found_n
fixed_m300,fixed,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/pipeline_runs/fixed_m300/segmentation/runs/mid_res/2026-06-26_15-10-48,0,1416.2698533350003,23.60449755558334,30,-300.0,0.0,0.5990213522765496,0.6268980665841977,0.9,0,27,3,0
percentile_p5p0,percentile,5.0,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/pipeline_runs/percentile_p5p0/segmentation/runs/mid_res/2026-06-26_15-34-24,0,1445.7059307640002,24.09509884606667,30,-610.5583333333333,51.158925946729845,0.5503224613025696,0.5888820330588485,0.9,0,27,3,0
object_relative_p5p0,object_relative_percentile,5.0,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/pipeline_runs/object_relative_p5p0/segmentation/runs/mid_res/2026-06-26_15-58-30,0,1475.6448244160001,24.594080406933337,30,-611.225,50.74710582880565,0.5451731801020523,0.5683519766267181,0.8666666666666667,0,26,4,0
