variant,lower_threshold_method,lower_threshold_percentile,config_file,command
fixed_m300,fixed,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/configs/fixed_m300.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/configs/fixed_m300.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/pipeline_runs/fixed_m300 --no-save-cache --gpu
percentile_p5p0,percentile,5.0,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/configs/percentile_p5p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/configs/percentile_p5p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/pipeline_runs/percentile_p5p0 --no-save-cache --gpu
object_relative_p5p0,object_relative_percentile,5.0,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/configs/object_relative_p5p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/configs/object_relative_p5p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_smoke/pipeline_runs/object_relative_p5p0 --no-save-cache --gpu
