experiment,variant,threshold_method,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,max_threshold_percentile,fuzzy_object_percentile,fuzzy_dense_percentile,fuzzy_soft_margin_hu,fuzzy_smooth_radius,fuzzy_smooth_mode,fuzzy_mask_strategy,fuzzy_dense_membership_threshold,run_dir,return_code,duration_seconds,duration_minutes,n_images,mean_min_threshold_hu,mean_max_threshold_hu,std_min_threshold_hu,mean_object_center_hu,mean_dice,median_dice,ostia_success_rate,both_correct_n,both_tolerable_n,found_wrong_n,not_found_n
fuzzy_threshold_permissive_p10,percentile_p10p5_thfuzzy_objp99p8_densep99p97_m120p0_r1_mean,fuzzy,percentile,10.5,,99.7,99.8,99.97,120.0,1.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_permissive_p10/pipeline_runs/percentile_p10p5_thfuzzy_objp99p8_densep99p97_m120p0_r1_mean/segmentation/runs/mid_res/2026-07-01_23-12-08,0,2171.5961783000384,36.19326963833397,30,-113.81666666666666,,10.168819255816834,,0.6386933420745352,0.6536199490857123,0.9,0,27,3,0
fuzzy_threshold_permissive_p10,percentile_p10p0_thfuzzy_objp99p8_densep99p97_m120p0_r1_mean,fuzzy,percentile,10.0,,99.7,99.8,99.97,120.0,1.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_permissive_p10/pipeline_runs/percentile_p10p0_thfuzzy_objp99p8_densep99p97_m120p0_r1_mean/segmentation/runs/mid_res/2026-07-01_22-31-43,0,2410.842491455027,40.18070819091712,30,-115.88333333333334,,10.1192743140839,,0.6386848401244618,0.6535461665672866,0.9,0,27,3,0
fuzzy_threshold_permissive_p10,percentile_p10p0_thfuzzy_objp99p8_densep99p99_m120p0_r1_mean,fuzzy,percentile,10.0,,99.7,99.8,99.99,120.0,1.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_permissive_p10/pipeline_runs/percentile_p10p0_thfuzzy_objp99p8_densep99p99_m120p0_r1_mean/segmentation/runs/mid_res/2026-07-02_01-01-58,0,2254.42065410997,37.57367756849951,30,-115.88333333333334,,10.1192743140839,,0.6383080745570481,0.658754148705194,0.9,0,27,3,0
fuzzy_threshold_permissive_p10,percentile_p10p5_thfuzzy_objp99p8_densep99p99_m120p0_r1_mean,fuzzy,percentile,10.5,,99.7,99.8,99.99,120.0,1.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_permissive_p10/pipeline_runs/percentile_p10p5_thfuzzy_objp99p8_densep99p99_m120p0_r1_mean/segmentation/runs/mid_res/2026-07-02_01-39-32,0,2149.8581962379976,35.83096993729996,30,-113.81666666666666,,10.168819255816834,,0.6382212224742859,0.6587443163724468,0.9,0,27,3,0
fuzzy_threshold_refined_permissive_p10,percentile_p10p5_thfuzzy_objp99p8_densep99p96_m120p0_r0_mean,fuzzy,percentile,10.5,,99.7,99.8,99.96,120.0,0.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_refined_permissive_p10/pipeline_runs/percentile_p10p5_thfuzzy_objp99p8_densep99p96_m120p0_r0_mean/segmentation/runs/mid_res/2026-07-02_15-16-37,0,2089.797635316034,34.829960588600564,30,-113.81666666666666,,10.168819255816834,,0.6429161549955702,0.6671179754210547,0.9,0,27,3,0
fuzzy_threshold_refined_permissive_p10,percentile_p10p25_thfuzzy_objp99p8_densep99p96_m120p0_r0_mean,fuzzy,percentile,10.25,,99.7,99.8,99.96,120.0,0.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_refined_permissive_p10/pipeline_runs/percentile_p10p25_thfuzzy_objp99p8_densep99p96_m120p0_r0_mean/segmentation/runs/mid_res/2026-07-02_14-39-59,0,2192.1159917390905,36.53526652898484,30,-114.825,,10.151046744055511,,0.6427437635725126,0.6670851963593722,0.9,0,27,3,0
fuzzy_threshold_refined_permissive_p10,percentile_p10p0_thfuzzy_objp99p8_densep99p96_m120p0_r0_mean,fuzzy,percentile,10.0,,99.7,99.8,99.96,120.0,0.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_refined_permissive_p10/pipeline_runs/percentile_p10p0_thfuzzy_objp99p8_densep99p96_m120p0_r0_mean/segmentation/runs/mid_res/2026-07-02_14-03-10,0,2206.237848734949,36.770630812249145,30,-115.88333333333334,,10.1192743140839,,0.6421587568669296,0.6670225825414451,0.9,0,27,3,0
fuzzy_threshold_refined_permissive_p10,percentile_p10p5_thfuzzy_objp99p8_densep99p98_m120p0_r0_mean,fuzzy,percentile,10.5,,99.7,99.8,99.98,120.0,0.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_refined_permissive_p10/pipeline_runs/percentile_p10p5_thfuzzy_objp99p8_densep99p98_m120p0_r0_mean/segmentation/runs/mid_res/2026-07-02_18-52-19,0,2101.506021699985,35.02510036166641,30,-113.81666666666666,,10.168819255816834,,0.642019976296566,0.6672969382552862,0.9,0,27,3,0
fuzzy_threshold_refined_permissive_p10,percentile_p10p25_thfuzzy_objp99p8_densep99p98_m120p0_r0_mean,fuzzy,percentile,10.25,,99.7,99.8,99.98,120.0,0.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_refined_permissive_p10/pipeline_runs/percentile_p10p25_thfuzzy_objp99p8_densep99p98_m120p0_r0_mean/segmentation/runs/mid_res/2026-07-02_18-17-11,0,2108.2581594139338,35.137635990232226,30,-114.825,,10.151046744055511,,0.6419723045447284,0.6673018064827357,0.9,0,27,3,0
fuzzy_threshold_refined_permissive_p10,percentile_p10p0_thfuzzy_objp99p8_densep99p98_m120p0_r0_mean,fuzzy,percentile,10.0,,99.7,99.8,99.98,120.0,0.0,mean,,,output/segmentation/analysis/threshold_sweep/fuzzy_threshold_refined_permissive_p10/pipeline_runs/percentile_p10p0_thfuzzy_objp99p8_densep99p98_m120p0_r0_mean/segmentation/runs/mid_res/2026-07-02_17-40-39,0,2192.0853782740887,36.53475630456815,30,-115.88333333333334,,10.1192743140839,,0.6419267598554402,0.6672549928111604,0.9,0,27,3,0
