variant,threshold_mode,effective_min_hu,effective_max_hu,threshold_voxels,lcc_voxels,ostia_status,both_correct,both_tolerable,left_dist_mm,right_dist_mm,num_circles,aorta_voxels,segmentation_attempted,dice_without_level_set_without_morphology,dice_without_level_set_with_morphology,dice_with_level_set_without_morphology,dice_with_level_set_with_morphology,dice_artery,best_segmentation_case,best_dice_artery,raw_artery_voxels,morphology_artery_voxels,level_set_artery_voxels,level_set_morphology_artery_voxels,proceeded_with_bad_ostia
baseline_original_threshold,crisp,-300.0,629.0,11153120,10843087,both_tolerable,False,True,0.734375,1.4417396718027842,165,433211,True,0.41456792769620976,0.7765936520058782,0.0802105308945388,0.2372894883869423,0.7765936520058782,region_growing_with_morphology,0.7765936520058782,11851,42286,1844,5981,False
fuzzy_threshold_only,fuzzy_alpha_cut,-340.0,669.0,11233157,10918972,both_tolerable,False,True,0.734375,1.1526548838442494,165,434199,True,0.4074020892414833,0.7805088199336322,0.06688274714204372,0.1905776757720445,0.7805088199336322,region_growing_with_morphology,0.7805088199336322,11579,41750,1527,4664,False
