IMG_ID,image_shape,label_shape,down_label_shape,spacing_mm,scaled_spacing_mm
458,"(512, 512, 275)","(512, 512, 275)","(256, 256, 275)","(0.3671875, 0.3671875, 0.5)","(0.734375, 0.734375, 0.5)"
