folder_variant,variant_label,mean_dice,max_dice,min_dice,std_dice,median_dice
normal_rg,Normal + RG,0.5784271629013903,0.8311484643334401,0.0,0.19618475170347963,0.6520867162966079
th_fuzzy_rg,Fuzzy threshold + RG,0.5809362589056873,0.8302436292355082,0.0,0.1956011690490749,0.6534929721298144
normal_fc,Normal + FC,0.5647206906904625,0.8154977401002901,0.0,0.1931303398132871,0.6360691327856516
th_fuzzy_fc,Fuzzy threshold + FC,0.5627967753127225,0.8154411931624708,0.0,0.19384353974097068,0.6374837308242769
