split_name,batch_number,total_batches,num_images,first_img_id,last_img_id,result_file,started_at,finished_at,duration_seconds,duration_minutes,duration_hours
train,1,5,6,28,428,results_train_lote_1.csv,2026-09-15T11:08:42,2026-09-15T11:29:27,1245.4345588684082,20.7572426478068,0.3459540441301134
train,2,5,6,752,836,results_train_lote_2.csv,2026-09-15T11:29:27,2026-09-15T11:44:40,912.792908668518,15.2132151444753,0.253553585741255
train,3,5,6,603,793,results_train_lote_3.csv,2026-09-15T11:44:40,2026-09-15T11:59:31,891.1196193695068,14.851993656158449,0.2475332276026408
train,4,5,6,550,887,results_train_lote_4.csv,2026-09-15T11:59:31,2026-09-15T12:17:19,1068.1941061019895,17.80323510169983,0.2967205850283305
train,5,5,6,175,344,results_train_lote_5.csv,2026-09-15T12:17:19,2026-09-15T12:33:56,996.6499645709991,16.610832742849986,0.2768472123808331
