split_name,batch_number,total_batches,num_images,first_img_id,last_img_id,result_file,started_at,finished_at,duration_seconds,duration_minutes,duration_hours
train,1,5,6,28,428,ostios_train_lote_1_summary.csv,2026-07-01T09:18:51,2026-07-01T09:26:55,484.1250486373901,8.068750810623168,0.1344791801770528
train,2,5,6,752,836,ostios_train_lote_2_summary.csv,2026-07-01T09:26:55,2026-07-01T09:32:41,346.2749400138855,5.771249000231425,0.0961874833371904
train,3,5,6,603,793,ostios_train_lote_3_summary.csv,2026-07-01T09:32:41,2026-07-01T09:38:50,368.4514834880829,6.1408580581347145,0.1023476343022452
train,4,5,6,550,887,ostios_train_lote_4_summary.csv,2026-07-01T09:38:50,2026-07-01T09:45:05,374.6294753551483,6.243824589252472,0.1040637431542078
train,5,5,6,175,344,ostios_train_lote_5_summary.csv,2026-07-01T09:45:05,2026-07-01T09:51:51,406.9022591114044,6.781704318523407,0.11302840530872345
