variant,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,run_dir,return_code,duration_seconds,duration_minutes,n_images,mean_min_threshold_hu,std_min_threshold_hu,mean_object_center_hu,mean_dice,median_dice,ostia_success_rate,both_correct_n,both_tolerable_n,found_wrong_n,not_found_n
percentile_p11p0,percentile,11.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p11p0/segmentation/runs/mid_res/2026-06-29_18-49-32,0,1990.2559658830287,33.17093276471714,30,-111.80833333333334,10.316475635614612,,0.6346641005851945,0.6586925413227698,0.9333333333333333,0,28,2,0
percentile_p10p0,percentile,10.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p10p0/segmentation/runs/mid_res/2026-06-29_18-15-27,0,2044.4921427309746,34.074869045516245,30,-115.88333333333334,10.1192743140839,,0.633823571577418,0.6588558228147109,0.9333333333333333,0,28,2,0
percentile_p9p0,percentile,9.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p9p0/segmentation/runs/mid_res/2026-06-29_17-42-28,0,1979.0946467540343,32.98491077923391,30,-120.26666666666667,10.125278483469781,,0.632915409487272,0.659421808833951,0.9333333333333333,0,28,2,0
percentile_p15p0,percentile,15.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p15p0/segmentation/runs/mid_res/2026-06-29_19-55-49,0,1959.1107954399777,32.651846590666295,30,-97.04166666666667,12.279096923811938,,0.6324361220247146,0.655256120805624,0.9333333333333333,0,28,2,0
percentile_p14p0,percentile,14.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p14p0/segmentation/runs/mid_res/2026-06-29_19-22-42,0,1987.5322352160001,33.1255372536,30,-100.64166666666667,11.590290848551774,,0.6321232754178012,0.6605812513098579,0.9333333333333333,0,28,2,0
percentile_p16p0,percentile,16.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p16p0/segmentation/runs/mid_res/2026-06-29_20-28-29,0,1963.0677957320004,32.717796595533336,30,-93.36666666666666,13.03025877249416,,0.6254144155985084,0.6472057742107963,0.9333333333333333,0,28,2,0
fixed_m300,fixed,,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/fixed_m300/segmentation/runs/mid_res/2026-06-29_17-03-33,0,2354.462011874013,39.241033531233555,30,-300.0,0.0,,0.6063899178387462,0.6308335253493266,0.9,0,27,3,0
