variant,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,config_file,command
fixed_m300,fixed,,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/fixed_m300.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/fixed_m300.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/fixed_m300 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p9p0,percentile,9.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p9p0.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p9p0.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p9p0 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p10p0,percentile,10.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p10p0.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p10p0.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p10p0 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p11p0,percentile,11.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p11p0.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p11p0.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p11p0 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p14p0,percentile,14.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p14p0.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p14p0.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p14p0 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p15p0,percentile,15.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p15p0.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p15p0.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p15p0 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
percentile_p16p0,percentile,16.0,,output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p16p0.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/configs/percentile_p16p0.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/lower_threshold_refined_p9_p16/pipeline_runs/percentile_p16p0 --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear
