IMG_ID,preprocess_seconds,cpu_aorta_circles_seconds,gpu_aorta_circles_seconds,aorta_circles_delta_gpu_minus_cpu_seconds,aorta_circles_speedup_cpu_over_gpu,cpu_aorta_mask_seconds,gpu_aorta_mask_seconds,aorta_mask_delta_gpu_minus_cpu_seconds,aorta_mask_speedup_cpu_over_gpu,cpu_aorta_surface_seconds,gpu_aorta_surface_seconds,aorta_surface_delta_gpu_minus_cpu_seconds,aorta_surface_speedup_cpu_over_gpu,cpu_artery_postprocessing_seconds,gpu_artery_postprocessing_seconds,artery_postprocessing_delta_gpu_minus_cpu_seconds,artery_postprocessing_speedup_cpu_over_gpu,cpu_artery_region_growing_seconds,gpu_artery_region_growing_seconds,artery_region_growing_delta_gpu_minus_cpu_seconds,artery_region_growing_speedup_cpu_over_gpu,cpu_artery_total_seconds,gpu_artery_total_seconds,artery_total_delta_gpu_minus_cpu_seconds,artery_total_speedup_cpu_over_gpu,cpu_backend_total_seconds,gpu_backend_total_seconds,backend_total_delta_gpu_minus_cpu_seconds,backend_total_speedup_cpu_over_gpu,cpu_ostia_detection_seconds,gpu_ostia_detection_seconds,ostia_detection_delta_gpu_minus_cpu_seconds,ostia_detection_speedup_cpu_over_gpu,cpu_vesselness_artery_seconds,gpu_vesselness_artery_seconds,vesselness_artery_delta_gpu_minus_cpu_seconds,vesselness_artery_speedup_cpu_over_gpu,cpu_vesselness_ostios_seconds,gpu_vesselness_ostios_seconds,vesselness_ostios_delta_gpu_minus_cpu_seconds,vesselness_ostios_speedup_cpu_over_gpu
330,14.700956236993079,24.91985689899593,24.930913951000548,0.011057052004616708,0.9995564923120609,27.406986435991712,27.368582972005242,-0.03840346398646943,1.001403195190111,0.18580733101407532,0.1849914530030219,-0.000815878011053428,1.0044103551694363,2.962790325997048,2.965549190004822,0.002758864007773809,0.9990696954152464,0.15301314600219484,0.14944803199614398,-0.0035651140060508624,1.0238552087868433,110.41601836599875,3.741245676006656,-106.6747726899921,29.51316965740004,223.11545045899402,59.410946942996816,-163.7045035159972,3.7554602634606584,2.6763155090011423,2.665751463995548,-0.01056404500559438,1.0039628769404334,107.30021489399951,0.6262484540056903,-106.67396643999382,171.33809146780672,57.4069327749894,0.41562381699623074,-56.99130895799317,138.12233665981182
90,14.854842842003563,37.553676954004914,37.3655589659902,-0.18811798801471014,1.0050345289411013,30.143129782998585,29.961450842994964,-0.1816789400036214,1.006063756423401,0.1913370280090021,0.18979674100410193,-0.001540287004900165,1.0081154554959766,2.9680421450029826,2.9675361279951176,-0.0005060170078650117,1.0001705175559925,0.1216158839961281,0.12435654099681415,0.002740657000686042,0.9779612959743207,112.5858105590014,3.7156996029953007,-108.8701109560061,30.30003030068515,243.55943082999147,76.68716220199713,-166.87226862799434,3.176013087933101,4.910749845003011,4.923118691993295,0.01236884699028451,0.997487599271088,109.49615253000229,0.623806934003369,-108.87234559599892,175.5289121704616,58.072576544989715,0.4275289209908806,-57.645047623998835,135.8330950111991
608,11.013067641993985,24.887802100012777,24.821225471998332,-0.0665766280144453,1.0026822458097224,18.01839697199466,18.046829934988637,0.028432962993974797,0.9984244898912219,0.13710363701102324,0.13936861600086559,0.002264978989842348,0.9837482852679811,2.2225919329939643,2.2212554599973373,-0.0013364729966269806,1.000601674602807,0.10209043000941165,0.10124340299807955,-0.0008470270113321021,1.0083662439847876,82.8785689080105,2.824345387984067,-80.05422352002643,29.344346219343493,171.07160174500314,48.276297463002265,-122.79530428200087,3.5435940769092347,2.0100392089952948,2.0208660990028875,0.010826890007592738,0.9946424505745656,80.55388654500712,0.5018465249886503,-80.05204002001847,160.51498323482247,43.06334521599638,0.3466140300006373,-42.71673118599574,124.24005230231795
887,14.817321483991691,32.45293379800569,32.47039310100081,0.017459302995121107,0.9994623008430845,18.88639174400305,18.877383029001066,-0.009008715001982637,1.0004772226631278,0.1762574939930346,0.17175092500110622,-0.004506568991928361,1.0262389794517808,2.966740313000628,2.969396301006782,0.0026559880061540753,0.9991055461323052,0.07899285000166856,0.07916657198802568,0.00017372198635712266,0.9978056143900812,112.84088374800922,3.675359947999823,-109.1655238000094,30.701995272440907,225.38649942200573,58.41803123099089,-166.96846819101484,3.8581666426039654,2.6981094450020464,2.713130437012296,0.015020992010249756,0.9944635938599432,109.79515058500692,0.6267970750050154,-109.16835351000191,175.16857522688406,58.22892737999791,0.40645714300626423,-57.82247023699165,143.25969756447483
175,12.477218681000522,31.61225259299681,31.747239207004895,0.13498661400808487,0.9957480833804818,26.456298215009156,26.474011087004328,0.017712871995172463,0.9993309335734218,0.16374274699774105,0.16292705899104476,-0.0008156880066962913,1.005006461245588,2.507135528998333,2.488925335012027,-0.018210193986305967,1.0073164886588364,0.12370848600403406,0.12107953600934707,-0.002628949994686991,1.021712587290424,95.1540392300085,3.1500385720137274,-92.00400065799477,30.207261611142528,206.906158888989,66.39064902500832,-140.5155098639807,3.116495499404603,4.409920405989396,4.399440850000246,-0.010479555989149958,1.002382019976277,92.52319521500613,0.5400337009923533,-91.98316151401377,171.32855791219635,49.023165360005805,0.3704003559978446,-48.65276500400796,132.35183110971707
760,14.804599049006356,26.27403269900242,26.29327887900581,0.01924618000339251,0.9992680190214405,27.912725974994828,27.94257003600069,0.029844061005860567,0.9989319500329636,0.19944740599021316,0.1966587549977703,-0.0027886509924428537,1.0141801517683486,2.9613240030012093,2.9630233860079898,0.0016993830067804083,0.9994264699310829,0.12578326498623937,0.12353193100716453,-0.0022513339790748432,1.0182247129201296,110.59938969698851,3.7038392110262066,-106.8955504859623,29.860742703878124,225.68704352299392,61.3529113370023,-164.33413218599162,3.678505854161166,2.664302001998294,2.6936774349887855,0.02937543299049139,0.989094673100451,107.51228242900106,0.6172838940110523,-106.89499853499001,174.1699135067277,57.933899908995954,0.420154163002735,-57.51374574599322,137.8872447554895
696,11.974638704996323,31.393615915003465,31.293690571998013,-0.0999253430054523,1.0031931466432682,29.94762884300144,29.899515849989257,-0.048112993012182415,1.0016091562570302,0.17076494000502862,0.16782511000928935,-0.0029398299957392737,1.0175172237073258,2.4025944850000087,2.403834144002758,0.0012396590027492493,0.9994842992783666,0.24362307900446467,0.24336509700515307,-0.00025798199931159616,1.0010600616213512,88.49963230000867,3.157990948006045,-85.34164135200263,28.02402975723769,198.25334999000188,67.14602638299402,-131.10732360700786,2.9525701023495445,2.219327847007662,2.1897619139926974,-0.029565933014964685,1.013501893893595,85.8534147360042,0.510791706998134,-85.34262302900606,168.0791084893589,45.939220922009554,0.3553492289938731,-45.58387169301568,129.2790786463241
194,14.818337691001943,34.00018642000214,34.02552210399881,0.025335683996672742,0.9992553917638873,26.022493092998047,26.045525061999797,0.02303196900174953,0.9991157034098209,0.1905791860044701,0.19039994101331104,-0.00017924499115906656,1.0009414130603462,2.970388529007323,2.963208825996844,-0.007179703010478988,1.0024229487127232,0.11692527199920733,0.11624006299825851,-0.0006852090009488165,1.0058947748588116,113.6095197770046,3.7137019639922073,-109.8958178130124,30.59198634638819,237.4383540229901,69.62166823899315,-167.81668578399695,3.4104088573104243,5.120735481992597,5.129716670009657,0.008981188017060049,0.9982491843907154,110.52220597599808,0.6342530749971047,-109.88795290100097,174.2556880414062,58.39075611399312,0.4131254270032514,-57.97763068698987,141.33905176825044
305,14.425218723001308,29.37841450999258,29.322661472004256,-0.05575303798832465,1.0019013634912217,19.02719049299776,18.985604695000802,-0.04158579799695872,1.0021903857509427,0.16373456100700423,0.1602195169980405,-0.0035150440089637414,1.021938925262187,2.8789429949974874,2.8818959449999966,0.0029529500025091693,0.9989753446831998,0.10040680899692234,0.10039837000658736,-8.43899033498019e-06,1.0000840550532286,108.56646671399358,3.5886997930065263,-104.97776692098705,30.252312251239942,216.0883374469995,55.05757933699351,-161.030758110006,3.9247700325576877,2.5240158429951407,2.5034361270081718,-0.02057971598696895,1.0082205876015553,105.58711690999917,0.6064054779999424,-104.98071143199923,174.11966207536338,56.32915385600063,0.396970700006932,-55.9321831559937,141.89750995480773
344,14.845432493006228,28.581579723002505,28.581115067994688,-0.00046465500781778246,1.0000162574135654,28.895004374004202,28.76455524600169,-0.1304491280025104,1.0045350650092406,0.19176105699443724,0.19169063499430194,-7.042200013529509e-05,1.0003673731903355,2.9692986970039783,2.9662277799943695,-0.00307091700960882,1.0010352937256946,0.12060020100034308,0.11958678301016334,-0.0010134179901797324,1.0084743310646094,110.29030681200675,3.715874002009514,-106.57443280999723,29.680852136633984,227.86408811800356,64.38191378201009,-163.48217433599348,3.539256209275259,2.585520998996799,2.592231258007814,0.006710259011015296,0.9974113964599854,107.20040791400243,0.630059439004981,-106.57034847499745,170.1433250223158,57.216373578005005,0.4325285040104063,-56.7838450739946,132.2834750715722
