IMG_ID,cpu_status,gpu_status,status_equal,cpu_left_ostium,gpu_left_ostium,left_distance_voxels_cpu_gpu,left_distance_mm_cpu_gpu,cpu_right_ostium,gpu_right_ostium,right_distance_voxels_cpu_gpu,right_distance_mm_cpu_gpu,cpu_left_dist_to_label_mm,gpu_left_dist_to_label_mm,cpu_right_dist_to_label_mm,gpu_right_dist_to_label_mm,cpu_both_correct,gpu_both_correct,cpu_both_tolerable,gpu_both_tolerable,cpu_artery_dice,gpu_artery_dice,artery_dice_delta_gpu_minus_cpu,cpu_artery_voxels,gpu_artery_voxels,artery_voxel_delta_gpu_minus_cpu
28,both_tolerable,both_tolerable,True,"(103, 144, 181)","(103, 144, 181)",0.0,0.0,"(128, 115, 217)","(128, 115, 217)",0.0,0.0,1.0737001589130926,1.0737001589130926,0.8375058302035873,0.8375058302035873,False,False,True,True,0.6720634531256389,0.6720634531256389,0.0,24733,24733,0
380,both_tolerable,both_tolerable,True,"(93, 121, 123)","(93, 121, 123)",0.0,0.0,"(113, 89, 166)","(113, 89, 166)",0.0,0.0,2.5040646888250135,2.5040646888250135,1.739843048383334,1.739843048383334,False,False,True,True,0.5439360929557008,0.5439360929557008,0.0,44388,44388,0
854,both_tolerable,both_tolerable,True,"(100, 151, 157)","(100, 151, 157)",0.0,0.0,"(124, 117, 185)","(124, 117, 185)",0.0,0.0,1.2734375,1.2734375,0.63671875,0.63671875,False,False,True,True,0.6364847350230415,0.6364847350230415,0.0,31176,31176,0
937,both_tolerable,both_tolerable,True,"(106, 170, 210)","(106, 170, 210)",0.0,0.0,"(115, 129, 227)","(115, 129, 227)",0.0,0.0,1.390625,1.390625,2.160392872438078,2.160392872438078,False,False,True,True,0.6901867661747799,0.6901867661747799,0.0,29038,29038,0
315,both_tolerable,both_tolerable,True,"(100, 179, 144)","(100, 179, 144)",0.0,0.0,"(116, 146, 217)","(116, 146, 217)",0.0,0.0,0.0,0.0,0.5,0.5,False,False,True,True,0.6485881542699724,0.6485881542699724,0.0,28865,28865,0
428,both_tolerable,both_tolerable,True,"(98, 165, 111)","(98, 165, 111)",0.0,0.0,"(95, 120, 167)","(95, 120, 167)",0.0,0.0,1.4851354959754515,1.4851354959754515,1.2202077119702048,1.2202077119702048,False,False,True,True,0.4942729012539633,0.4942729012539633,0.0,25976,25976,0
752,both_tolerable,both_tolerable,True,"(94, 176, 209)","(94, 176, 209)",0.0,0.0,"(117, 132, 234)","(117, 132, 234)",0.0,0.0,0.0,0.0,0.5,0.5,False,False,True,True,0.5326203409582166,0.5326203409582166,0.0,72187,72187,0
13,both_tolerable,both_tolerable,True,"(112, 176, 170)","(112, 176, 170)",0.0,0.0,"(130, 145, 202)","(130, 145, 202)",0.0,0.0,0.0,0.0,1.1031404921008474,1.1031404921008474,False,False,True,True,0.571284599746312,0.571284599746312,0.0,24937,24937,0
538,both_tolerable,both_tolerable,True,"(102, 175, 202)","(102, 175, 202)",0.0,0.0,"(127, 139, 218)","(127, 139, 218)",0.0,0.0,0.0,0.0,0.8095744354916121,0.8095744354916121,False,False,True,True,0.6657587779027769,0.6657587779027769,0.0,25953,25953,0
965,both_tolerable,both_tolerable,True,"(107, 153, 174)","(107, 153, 174)",0.0,0.0,"(117, 129, 202)","(117, 129, 202)",0.0,0.0,1.4820293967437015,1.4820293967437015,5.416547725056293,5.416547725056293,False,False,True,True,0.48715557110100655,0.48715557110100655,0.0,23799,23799,0
447,found_but_wrong,found_but_wrong,True,"(119, 184, 169)","(119, 184, 169)",0.0,0.0,"(141, 140, 166)","(141, 140, 166)",0.0,0.0,0.6953125,0.6953125,11.388690465010123,11.388690465010123,False,False,False,False,0.4647450655370353,0.4647450655370353,0.0,11670,11670,0
836,both_tolerable,both_tolerable,True,"(101, 138, 174)","(101, 138, 174)",0.0,0.0,"(126, 105, 209)","(126, 105, 209)",0.0,0.0,0.9004562916672442,0.9004562916672442,0.5,0.5,False,False,True,True,0.7512245806738904,0.7512245806738904,0.0,26708,26708,0
603,found_but_wrong,found_but_wrong,True,"(81, 171, 169)","(81, 171, 169)",0.0,0.0,"(103, 140, 129)","(103, 140, 129)",0.0,0.0,0.0,0.0,27.84537235076125,27.84537235076125,False,False,False,False,0.4364136390004942,0.4364136390004942,0.0,15582,15582,0
676,found_but_wrong,found_but_wrong,True,"(98, 183, 153)","(98, 183, 153)",0.0,0.0,"(98, 161, 185)","(98, 161, 185)",0.0,0.0,16.10567765675208,16.10567765675208,0.8916609243998318,0.8916609243998318,False,False,False,False,0.2641720711053049,0.2641720711053049,0.0,4154,4154,0
