stage,variant,split,IMG_ID,segmentation_variant,vesselness_profile,artery_method,morphology_profile,morphology_mode,morphology_closing_radius,morphology_dilation_radius,morphology_base_dilation_radius,morphology_max_dilation_radius,morphology_support_percentile,morphology_support_factor,morphology_local_max_radius,ostia_status,ostia_success,left_dist_mm,right_dist_mm,dice_artery,dice_artery_before_morphology,dice_artery_after_morphology,dice_artery_morphology_delta,artery_voxels,artery_voxels_before_morphology,artery_voxels_after_morphology,morphology_added_voxels,recall_before_morphology,recall_after_morphology,precision_before_morphology,precision_after_morphology,vesselness_seconds,segmentation_seconds,morphology_seconds,fc_processed_voxels,fc_candidate_voxels_initial,fc_candidate_voxels_final,fc_effective_alpha,fc_object_seed_count,fc_grow_each_ostium_separately,fc_processed_limit_hit,fc_candidate_limit_hit,recovery_triggered_branches,recovery_accepted_branches,recovery_added_voxels,conditioned_support_threshold,conditioned_shell_voxels,conditioned_accepted_voxels,conditioned_acceptance_rate,error
optimization,fc_affinity_floor024_only__conditioned_p10_f025,train,13,fc_affinity_floor024_only,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5599266754129001,0.31103000811030007,0.5599266754129001,0.24889666730260002,23029,6842,23029,16187,0.18814006254982524,0.4776476359845465,0.8968137971353406,0.6764514308046377,0.3496279950004464,1.56466712800011,2.1242782409999563,6842.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.015253874473273754,10639.0,8774.0,0.8247015696964001,
optimization,fc_affinity_floor024_only__conditioned_p10_f050,train,13,fc_affinity_floor024_only,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5600291757840992,0.31103000811030007,0.5600291757840992,0.2489991676737991,22226,6842,22226,15384,0.18814006254982524,0.47084074323909975,0.8968137971353406,0.6909025465670836,0.3496279950004464,1.56466712800011,2.1347157079999306,6842.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.030507748946547508,10639.0,7971.0,0.7492245511796222,
optimization,fc_affinity_floor024_only__conditioned_p10_f075,train,13,fc_affinity_floor024_only,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5597068783656248,0.31103000811030007,0.5597068783656248,0.24867687025532476,21425,6842,21425,14583,0.18814006254982524,0.46369657202428405,0.8968137971353406,0.70585764294049,0.3496279950004464,1.56466712800011,2.1190897920005227,6842.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04576162341982126,10639.0,7170.0,0.6739355202556632,
optimization,fc_affinity_floor024_only__current_c3_d2,train,13,fc_affinity_floor024_only,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5561313208597065,0.31103000811030007,0.5561313208597065,0.24510131274940644,24894,6842,24894,18052,0.18814006254982524,0.4903109094254001,0.8968137971353406,0.6423636217562465,0.3496279950004464,1.56466712800011,1.6717117469997902,6842.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_alpha017__conditioned_p10_f025,train,13,fc_alpha017,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.541347196768523,0.28876288659793814,0.541347196768523,0.2525843101705849,20860,6186,20860,14674,0.1717667259459128,0.44379714233151407,0.9055932751374071,0.6938638542665388,0.3496279950004464,1.4201714560003893,2.128500998999698,6186.0,604179.0,500000.0,0.17,8.0,False,False,True,0,0,0,0.017655126750469208,9743.0,8042.0,0.8254131171097198,
optimization,fc_alpha017__conditioned_p10_f050,train,13,fc_alpha017,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5414488141244223,0.28876288659793814,0.5414488141244223,0.2526859275264841,20174,6186,20174,13988,0.1717667259459128,0.43818605506837555,0.9055932751374071,0.7083870328145138,0.3496279950004464,1.4201714560003893,2.1100980519995574,6186.0,604179.0,500000.0,0.17,8.0,False,False,True,0,0,0,0.035310253500938416,9743.0,7356.0,0.7550035923226932,
optimization,fc_alpha017__conditioned_p10_f075,train,13,fc_alpha017,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5390950452093451,0.28876288659793814,0.5390950452093451,0.250332158611407,19477,6186,19477,13291,0.1717667259459128,0.4305206353099896,0.9055932751374071,0.7209015762181034,0.3496279950004464,1.4201714560003893,2.042757667000842,6186.0,604179.0,500000.0,0.17,8.0,False,False,True,0,0,0,0.05296538025140762,9743.0,6659.0,0.6834650518320846,
optimization,fc_alpha017__current_c3_d2,train,13,fc_alpha017,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5383235160851835,0.28876288659793814,0.5383235160851835,0.24956062948724533,22561,6186,22561,16375,0.1717667259459128,0.4553565953271601,0.9055932751374071,0.658259828908293,0.3496279950004464,1.4201714560003893,1.67478748800022,6186.0,604179.0,500000.0,0.17,8.0,False,False,True,0,0,0,,,,,
optimization,fc_candidate024_only__conditioned_p10_f025,train,13,fc_candidate024_only,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5621725494461667,0.30745744599648883,0.5621725494461667,0.25471510344967785,22547,6689,22547,15858,0.1852578647206721,0.47540933341509783,0.9032740319928241,0.6876746352064577,0.3496279950004464,1.482926407999912,2.106311429000016,6689.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.015957850962877274,10453.0,8624.0,0.8250263082368698,
optimization,fc_candidate024_only__conditioned_p10_f050,train,13,fc_candidate024_only,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5623529411764706,0.30745744599648883,0.5623529411764706,0.2548954951799818,21786,6689,21786,15097,0.1852578647206721,0.46900104249708713,0.9032740319928241,0.7021022675112457,0.3496279950004464,1.482926407999912,2.052462517999629,6689.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03191570192575455,10453.0,7863.0,0.7522242418444466,
optimization,fc_candidate024_only__conditioned_p10_f075,train,13,fc_candidate024_only,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5619884022300535,0.30745744599648883,0.5619884022300535,0.2545309562335647,21017,6689,21017,14328,0.1852578647206721,0.4620715030355062,0.9032740319928241,0.7170385878098682,0.3496279950004464,1.482926407999912,2.112471595999523,6689.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04787355288863182,10453.0,7094.0,0.678656844924902,
optimization,fc_candidate024_only__current_c3_d2,train,13,fc_candidate024_only,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5586945078083875,0.30745744599648883,0.5586945078083875,0.25123706181189864,24376,6689,24376,17687,0.1852578647206721,0.4881339302140185,0.9032740319928241,0.6531014112241549,0.3496279950004464,1.482926407999912,1.6186312589998124,6689.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_current__conditioned_p10_f025,train,13,fc_current,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5621725494461667,0.30745744599648883,0.5621725494461667,0.25471510344967785,22547,6689,22547,15858,0.1852578647206721,0.47540933341509783,0.9032740319928241,0.6876746352064577,0.3496279950004464,1.51062476900006,2.107597414000338,6689.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.015957850962877274,10453.0,8624.0,0.8250263082368698,
optimization,fc_current__conditioned_p10_f050,train,13,fc_current,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5623529411764706,0.30745744599648883,0.5623529411764706,0.2548954951799818,21786,6689,21786,15097,0.1852578647206721,0.46900104249708713,0.9032740319928241,0.7021022675112457,0.3496279950004464,1.51062476900006,2.054428858999927,6689.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.03191570192575455,10453.0,7863.0,0.7522242418444466,
optimization,fc_current__conditioned_p10_f075,train,13,fc_current,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5619884022300535,0.30745744599648883,0.5619884022300535,0.2545309562335647,21017,6689,21017,14328,0.1852578647206721,0.4620715030355062,0.9032740319928241,0.7170385878098682,0.3496279950004464,1.51062476900006,2.0861418790000243,6689.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04787355288863182,10453.0,7094.0,0.678656844924902,
optimization,fc_current__current_c3_d2,train,13,fc_current,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5586945078083875,0.30745744599648883,0.5586945078083875,0.25123706181189864,24376,6689,24376,17687,0.1852578647206721,0.4881339302140185,0.9032740319928241,0.6531014112241549,0.3496279950004464,1.51062476900006,1.607964768999409,6689.0,604179.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_floor020__conditioned_p10_f025,train,13,fc_floor020,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5623507273648404,0.30884184308841844,0.5623507273648404,0.25350888427642193,22654,6733,22654,15921,0.1863003618078126,0.47648249218127187,0.902420911926333,0.685971572349254,0.3496279950004464,1.5097848260002138,2.0625723640005162,6733.0,567249.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.015709618106484413,10489.0,8653.0,0.8249594813614263,
optimization,fc_floor020__conditioned_p10_f050,train,13,fc_floor020,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5624208613950415,0.30884184308841844,0.5624208613950415,0.2535790183066231,21879,6733,21879,15146,0.1863003618078126,0.4698595695100264,0.902420911926333,0.7003976415741122,0.3496279950004464,1.5097848260002138,2.0567906539999967,6733.0,567249.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.031419236212968826,10489.0,7878.0,0.7510725521975403,
optimization,fc_floor020__conditioned_p10_f075,train,13,fc_floor020,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5619588492691556,0.30884184308841844,0.5619588492691556,0.2531170061807372,21091,6733,21091,14358,0.1863003618078126,0.4626847366161771,0.902420911926333,0.7154710540040776,0.3496279950004464,1.5097848260002138,2.0937213449997216,6733.0,567249.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04712885431945324,10489.0,7090.0,0.6759462293831633,
optimization,fc_floor020__current_c3_d2,train,13,fc_floor020,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5587699635752311,0.30884184308841844,0.5587699635752311,0.24992812048681268,24490,6733,24490,17757,0.1863003618078126,0.489176427301159,0.902420911926333,0.6514495712535728,0.3496279950004464,1.5097848260002138,1.620143559999633,6733.0,567249.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,fc_floor020_recovery__conditioned_p10_f025,train,13,fc_floor020_recovery,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5623507273648404,0.30884184308841844,0.5623507273648404,0.25350888427642193,22654,6733,22654,15921,0.1863003618078126,0.47648249218127187,0.902420911926333,0.685971572349254,0.3496279950004464,1.580020730999422,2.007690942999943,,,,,,,False,False,0,0,0,0.015709618106484413,10489.0,8653.0,0.8249594813614263,
optimization,fc_floor020_recovery__conditioned_p10_f050,train,13,fc_floor020_recovery,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5624208613950415,0.30884184308841844,0.5624208613950415,0.2535790183066231,21879,6733,21879,15146,0.1863003618078126,0.4698595695100264,0.902420911926333,0.7003976415741122,0.3496279950004464,1.580020730999422,2.0199802300003284,,,,,,,False,False,0,0,0,0.031419236212968826,10489.0,7878.0,0.7510725521975403,
optimization,fc_floor020_recovery__conditioned_p10_f075,train,13,fc_floor020_recovery,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5619588492691556,0.30884184308841844,0.5619588492691556,0.2531170061807372,21091,6733,21091,14358,0.1863003618078126,0.4626847366161771,0.902420911926333,0.7154710540040776,0.3496279950004464,1.580020730999422,2.011379128999579,,,,,,,False,False,0,0,0,0.04712885431945324,10489.0,7090.0,0.6759462293831633,
optimization,fc_floor020_recovery__current_c3_d2,train,13,fc_floor020_recovery,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5587699635752311,0.30884184308841844,0.5587699635752311,0.24992812048681268,24490,6733,24490,17757,0.1863003618078126,0.489176427301159,0.902420911926333,0.6514495712535728,0.3496279950004464,1.580020730999422,1.5935416610000175,,,,,,,False,False,0,0,0,,,,,
optimization,fc_floor024__conditioned_p10_f025,train,13,fc_floor024,current,fuzzy_connectedness,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5599266754129001,0.31103000811030007,0.5599266754129001,0.24889666730260002,23029,6842,23029,16187,0.18814006254982524,0.4776476359845465,0.8968137971353406,0.6764514308046377,0.3496279950004464,1.5938705700000355,2.123843950000264,6842.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.015253874473273754,10639.0,8774.0,0.8247015696964001,
optimization,fc_floor024__conditioned_p10_f050,train,13,fc_floor024,current,fuzzy_connectedness,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5600291757840992,0.31103000811030007,0.5600291757840992,0.2489991676737991,22226,6842,22226,15384,0.18814006254982524,0.47084074323909975,0.8968137971353406,0.6909025465670836,0.3496279950004464,1.5938705700000355,2.110262622999471,6842.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.030507748946547508,10639.0,7971.0,0.7492245511796222,
optimization,fc_floor024__conditioned_p10_f075,train,13,fc_floor024,current,fuzzy_connectedness,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5597068783656248,0.31103000811030007,0.5597068783656248,0.24867687025532476,21425,6842,21425,14583,0.18814006254982524,0.46369657202428405,0.8968137971353406,0.70585764294049,0.3496279950004464,1.5938705700000355,2.1248133420003796,6842.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,0.04576162341982126,10639.0,7170.0,0.6739355202556632,
optimization,fc_floor024__current_c3_d2,train,13,fc_floor024,current,fuzzy_connectedness,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5561313208597065,0.31103000811030007,0.5561313208597065,0.24510131274940644,24894,6842,24894,18052,0.18814006254982524,0.4903109094254001,0.8968137971353406,0.6423636217562465,0.3496279950004464,1.5938705700000355,1.686845419999372,6842.0,508551.0,500000.0,0.16,8.0,False,False,True,0,0,0,,,,,
optimization,rg_gamma55_current__conditioned_p10_f025,train,13,rg_gamma55_current,current,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5739581083999137,0.27798768179700845,0.5739581083999137,0.29597042660290523,22958,6028,22958,16930,0.16468387808916415,0.4889924572269577,0.8910086264100863,0.6946598135726109,0.3496279950004464,0.055527675000121235,2.0242829549997623,,,,,,,False,False,0,0,0,0.024319015443325043,11109.0,9449.0,0.8505716086056351,
optimization,rg_gamma55_current__conditioned_p10_f050,train,13,rg_gamma55_current,current,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5732335220010955,0.27798768179700845,0.5732335220010955,0.295245840204087,22156,6028,22156,16128,0.16468387808916415,0.4813270374685718,0.8910086264100863,0.7085213937533851,0.3496279950004464,0.055527675000121235,2.0367147350007144,,,,,,,False,False,0,0,0,0.048638030886650085,11109.0,8647.0,0.778377891799442,
optimization,rg_gamma55_current__conditioned_p10_f075,train,13,rg_gamma55_current,current,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5701851851851852,0.27798768179700845,0.5701851851851852,0.2921975033881768,21386,6028,21386,15358,0.16468387808916415,0.472036548721408,0.8910086264100863,0.7198634620779949,0.3496279950004464,0.055527675000121235,2.0418574390005233,,,,,,,False,False,0,0,0,0.07295704632997513,11109.0,7877.0,0.7090647222972365,
optimization,rg_gamma55_current__current_c3_d2,train,13,rg_gamma55_current,current,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5717081353089181,0.27798768179700845,0.5717081353089181,0.2937204535119096,24618,6028,24618,18590,0.16468387808916415,0.5016250689887778,0.8910086264100863,0.664554391095946,0.3496279950004464,0.055527675000121235,1.604034290000527,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_current__conditioned_p10_f025,train,13,rg_gamma65_current,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5614998579679955,0.2515204400021154,0.5614998579679955,0.30997941796588013,20191,5204,20191,14987,0.14582694548353467,0.454559391672288,0.9139123750960799,0.7342380268436433,0.35164282100049604,0.048627561000103015,2.0239527539997653,,,,,,,False,False,0,0,0,0.023979967460036278,9819.0,8401.0,0.855586108565027,
optimization,rg_gamma65_current__conditioned_p10_f050,train,13,rg_gamma65_current,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.558148460888923,0.2515204400021154,0.558148460888923,0.30662802088680763,19494,5204,19494,14290,0.14582694548353467,0.44588213650579506,0.9139123750960799,0.7459731199343388,0.35164282100049604,0.048627561000103015,2.00285136399998,,,,,,,False,False,0,0,0,0.047959934920072556,9819.0,7704.0,0.7846012832263978,
optimization,rg_gamma65_current__conditioned_p10_f075,train,13,rg_gamma65_current,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5544127082887752,0.2515204400021154,0.5544127082887752,0.3028922682866598,18817,5204,18817,13613,0.14582694548353467,0.43714355798123505,0.9139123750960799,0.7576659403730669,0.35164282100049604,0.048627561000103015,2.0125458190004792,,,,,,,False,False,0,0,0,0.07193990238010883,9819.0,7027.0,0.7156533251858641,
optimization,rg_gamma65_current__current_c3_d2,train,13,rg_gamma65_current,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5605739261936816,0.2515204400021154,0.5605739261936816,0.30905348619156625,21609,5204,21609,16405,0.14582694548353467,0.46599619795179986,0.9139123750960799,0.703318061918645,0.35164282100049604,0.048627561000103015,1.5849905619998026,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_divisor6__conditioned_p10_f025,train,13,rg_gamma65_divisor6,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5615437054991668,0.25161290322580643,0.5615437054991668,0.30993080227336034,20194,5206,20194,14988,0.14588826884160178,0.45462071503035506,0.9139454475605071,0.734227988511439,0.35164282100049604,0.04849958099930518,2.094683174000238,,,,,,,False,False,0,0,0,0.023981155827641487,9820.0,8400.0,0.8553971486761711,
optimization,rg_gamma65_divisor6__conditioned_p10_f050,train,13,rg_gamma65_divisor6,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5581930878317438,0.25161290322580643,0.5581930878317438,0.3065801846059374,19497,5206,19497,14291,0.14588826884160178,0.44594345986386213,0.9139454475605071,0.7459609170641637,0.35164282100049604,0.04849958099930518,2.046824810000544,,,,,,,False,False,0,0,0,0.047962311655282974,9820.0,7703.0,0.7844195519348269,
optimization,rg_gamma65_divisor6__conditioned_p10_f075,train,13,rg_gamma65_divisor6,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5544300351914141,0.25161290322580643,0.5544300351914141,0.30281713196560767,18819,5206,18819,13613,0.14588826884160178,0.4371742196602686,0.9139454475605071,0.7576385567777246,0.35164282100049604,0.04849958099930518,2.0235391579999487,,,,,,,False,False,0,0,0,0.07194346748292446,9820.0,7025.0,0.7153767820773931,
optimization,rg_gamma65_divisor6__current_c3_d2,train,13,rg_gamma65_divisor6,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5605960020653536,0.25161290322580643,0.5605960020653536,0.3089830988395472,21614,5206,21614,16408,0.14588826884160178,0.46605752130986694,0.9139454475605071,0.7032478948829463,0.35164282100049604,0.04849958099930518,1.5950491310004509,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_divisor8__conditioned_p10_f025,train,13,rg_gamma65_divisor8,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5613835691689871,0.2510579771476936,0.5613835691689871,0.3103255920212935,20177,5194,20177,14983,0.14552032869319925,0.45434475991905315,0.9137466307277629,0.7344005550874758,0.35164282100049604,0.05145019200062961,2.040672271999938,,,,,,,False,False,0,0,0,0.023990562185645103,9816.0,8402.0,0.8559494702526488,
optimization,rg_gamma65_divisor8__conditioned_p10_f050,train,13,rg_gamma65_divisor8,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5581127512140814,0.2510579771476936,0.5581127512140814,0.3070547740663878,19483,5194,19483,14289,0.14552032869319925,0.4457594897896609,0.9137466307277629,0.7461889852692091,0.35164282100049604,0.05145019200062961,2.019947890000367,,,,,,,False,False,0,0,0,0.04798112437129021,9816.0,7708.0,0.7852485737571312,
optimization,rg_gamma65_divisor8__conditioned_p10_f075,train,13,rg_gamma65_divisor8,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5543930613356151,0.2510579771476936,0.5543930613356151,0.30333508418792143,18808,5194,18808,13614,0.14552032869319925,0.43705157294413444,0.9137466307277629,0.7578689919183327,0.35164282100049604,0.05145019200062961,2.067927113999758,,,,,,,False,False,0,0,0,0.07197168655693531,9816.0,7033.0,0.716483292583537,
optimization,rg_gamma65_divisor8__current_c3_d2,train,13,rg_gamma65_divisor8,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5605017987270547,0.2510579771476936,0.5605017987270547,0.3094438215793611,21591,5194,21591,16397,0.14552032869319925,0.46578156619856503,0.9137466307277629,0.7035801954518086,0.35164282100049604,0.05145019200062961,1.5997574550001445,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_floor065__conditioned_p10_f025,train,13,rg_gamma65_floor065,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5762489762489762,0.2729826751990011,0.5762489762489762,0.3032663010499751,22331,5828,22331,16503,0.16088182988900473,0.4854050407800331,0.900308853809197,0.7089248130401684,0.35164282100049604,0.053119655000045896,2.1145580079992214,,,,,,,False,False,0,0,0,0.020160604268312454,10842.0,9207.0,0.8491975650249032,
optimization,rg_gamma65_floor065__conditioned_p10_f050,train,13,rg_gamma65_floor065,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5747826568470015,0.2729826751990011,0.5747826568470015,0.30179998164800037,21563,5828,21563,15735,0.16088182988900473,0.47740234255227815,0.900308853809197,0.7220702128646292,0.35164282100049604,0.053119655000045896,2.0467398249993494,,,,,,,False,False,0,0,0,0.04032120853662491,10842.0,8439.0,0.7783619258439403,
optimization,rg_gamma65_floor065__conditioned_p10_f075,train,13,rg_gamma65_floor065,gamma65,region_growing,conditioned_p10_f075,vesselness_conditioned,3,,1.0,2.0,10.0,0.75,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.571080681115711,0.2729826751990011,0.571080681115711,0.2980980059167099,20769,5828,20769,14941,0.16088182988900473,0.46737597350830934,0.900308853809197,0.733930377004189,0.35164282100049604,0.053119655000045896,2.0226194099996064,,,,,,,False,False,0,0,0,0.06048181280493736,10842.0,7645.0,0.7051282051282052,
optimization,rg_gamma65_floor065__current_c3_d2,train,13,rg_gamma65_floor065,gamma65,region_growing,current_c3_d2,standard,3,2.0,,,,,,both_tolerable,True,0.6953125,1.1031404921008474,0.5744079179922233,0.2729826751990011,0.5744079179922233,0.30142524279322225,23966,5828,23966,18138,0.16088182988900473,0.498252284295088,0.900308853809197,0.6780438955186514,0.35164282100049604,0.053119655000045896,1.610860163000325,,,,,,,False,False,0,0,0,,,,,
optimization,rg_gamma65_floor090__conditioned_p10_f025,train,13,rg_gamma65_floor090,gamma65,region_growing,conditioned_p10_f025,vesselness_conditioned,3,,1.0,2.0,10.0,0.25,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5467211991937535,0.2340180508315702,0.5467211991937535,0.31270314836218327,18487,4725,18487,13762,0.1339608756975532,0.42831299441957443,0.9246560846560846,0.7556120517120138,0.35164282100049604,0.045502332000069146,2.0359191179995832,,,,,,,False,False,0,0,0,0.02807736024260521,9068.0,7780.0,0.8579620644022938,
optimization,rg_gamma65_floor090__conditioned_p10_f050,train,13,rg_gamma65_floor090,gamma65,region_growing,conditioned_p10_f050,vesselness_conditioned,3,,1.0,2.0,10.0,0.5,1.0,both_tolerable,True,0.6953125,1.1031404921008474,0.5426132424884629,0.2340180508315702,0.5426132424884629,0.30859519165689264,17875,4725,17875,13150,0.1339608756975532,0.42000367940148403,0.9246560846560846,0.7663216783216783,0.35164282100049604,0.045502332000069146,2.015081595999618,,,,,,,False,False,0,0,0,0.05615472048521042,9068.0,7168.0,0.7904719894133215,
