IMG_ID,artery_dice,artery_voxel_count,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,min_threshold_hu,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,lower_threshold_object_center_hu,threshold_voxel_count,lcc_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_miss_count,aorta_out_of_tolerance_as_miss,aorta_interpolate_missed_circles
28,0.671575967672458,24566,region_growing,,,,,normal,-113.0,percentile,10.0,,,10288414,9944328,yes,both tolerable,yes,no,,,no,yes,no,no,1.0737001589130926,0.8375058302035873,"(103, 144, 181)","(128, 115, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
380,0.5563347606485225,39955,region_growing,,,,,normal,-132.5,percentile,10.0,,,7231317,7105546,yes,both tolerable,yes,no,,,no,yes,no,no,2.504064688825013,1.739843048383334,"(93, 121, 123)","(113, 89, 166)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
854,0.643942214610172,29340,region_growing,,,,,normal,-117.75,percentile,10.0,,,9917636,9696045,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.63671875,"(100, 151, 157)","(124, 117, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
937,0.6899479436792869,28036,region_growing,,,,,normal,-109.5,percentile,10.0,,,10900513,10621048,yes,both tolerable,yes,no,,,no,yes,no,no,1.390625,2.160392872438078,"(106, 170, 209)","(115, 129, 227)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
315,0.6463736225354081,28046,region_growing,,,,,normal,-109.25,percentile,10.0,,,11628027,11436201,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2113217636280884,"(100, 179, 144)","(115, 147, 216)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
428,0.6282642089093702,34078,region_growing,,,,,normal,-126.75,percentile,10.0,,,11605030,11421499,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.2202077119702048,"(95, 167, 103)","(95, 120, 167)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
752,0.6593023403795004,44358,region_growing,,,,,normal,-99.25,percentile,10.0,,,8055658,7350589,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5,"(94, 176, 209)","(117, 132, 234)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
13,0.5725365828435512,25405,region_growing,,,,,normal,-116.25,percentile,10.0,,,11363265,11201560,yes,both tolerable,yes,no,,,no,yes,no,no,2.0859375,1.1031404921008474,"(114, 173, 173)","(130, 145, 202)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
538,0.7272950166520238,24229,region_growing,,,,,normal,-100.75,percentile,10.0,,,11441814,10968616,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8095744354916121,"(102, 175, 202)","(127, 140, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
965,0.6571761356283163,34153,region_growing,,,,,normal,-118.5,percentile,10.0,,,11530846,11413339,yes,both tolerable,yes,no,,,no,yes,no,no,1.546875,1.4820293967437017,"(109, 154, 182)","(106, 121, 199)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.7,percentile,yes,per_slice,rg,5,no,yes
