IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,image_voxel_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_circle_radius_min_px,aorta_circle_radius_max_px,aorta_circle_radius_mean_px,aorta_circle_radius_median_px,aorta_circle_radius_std_px,aorta_circle_radius_p10_px,aorta_circle_radius_p90_px,aorta_circle_radius_min_mm,aorta_circle_radius_max_mm,aorta_circle_radius_mean_mm,aorta_circle_radius_median_mm,aorta_circle_radius_std_mm,aorta_circle_radius_p10_mm,aorta_circle_radius_p90_mm,aorta_detected_circle_radius_median_mm,aorta_interpolated_circle_radius_median_mm,aorta_circle_radius_first_mm,aorta_circle_radius_last_mm,aorta_circle_radius_max_step_change_mm,aorta_circle_radius_p90_step_change_mm,aorta_circle_mean_hough_accumulator,aorta_circle_lower_radius_bound_fraction,aorta_circle_upper_radius_bound_fraction,aorta_recovered_initialization,aorta_mask_voxel_count,aorta_segmented_slice_count,aorta_voxels_per_segmented_slice,aorta_volume_fraction,aorta_level_set_mode,aorta_level_set_iterations_used,aorta_level_set_stop_reason,aorta_level_set_checkpoint_count,aorta_level_set_rolled_back,aorta_level_set_mask_change_fraction,aorta_level_set_circle_fill_q25,aorta_level_set_circle_area_ratio_p90,aorta_level_set_leak_suspected,aorta_level_set_localization_suspected,aorta_level_set_leak_signal_count,aorta_level_set_trigger_iteration,aorta_level_set_trigger_volume_fraction,aorta_level_set_trigger_relative_growth,aorta_level_set_trigger_mask_change_fraction,aorta_level_set_trigger_circle_fill_q25,aorta_level_set_trigger_circle_area_ratio_p90,aorta_level_set_correction_applied,aorta_level_set_correction_method,aorta_level_set_refinement_applied,aorta_level_set_refinement_accepted,aorta_level_set_refinement_iterations,aorta_level_set_refinement_balloon,aorta_level_set_refinement_smoothing,aorta_level_set_refinement_transition_mode,aorta_level_set_refinement_anomaly_margin_slices,aorta_level_set_refinement_volume_loss_fraction,aorta_level_set_slice_area_jump_p95_before,aorta_level_set_slice_area_jump_p95_after,aorta_level_set_refinement_rejection_reason,aorta_level_set_controller_state,aorta_level_set_profile_used,aorta_level_set_rollback_iteration,aorta_level_set_circle_confidence_signal_count,aorta_level_set_alternative_attempted,aorta_level_set_alternative_accepted,aorta_level_set_conservative_attempted,aorta_level_set_conservative_accepted,aorta_level_set_permissive_attempted,aorta_level_set_permissive_accepted,aorta_level_set_nominal_volume_fraction,aorta_level_set_nominal_circle_fill_q25,aorta_level_set_nominal_circle_area_ratio_p90,aorta_level_set_final_volume_fraction,aorta_level_set_decision_reason,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
752,0.5847562783445156,0.35900676059897646,0.5847562783445156,0.22574951774553914,56848,13262,56848,region_growing,,,,,normal,,-361.5,863.75,percentile,10.75,8726856,7974937,275,18022400,83,83,0,192,274,0.3018181818181818,19.0,26.666666666666668,23.422551243936788,23.571428571428573,2.1690296763145915,20.0,26.0,12.09765625,16.979166666666668,14.913577549850375,15.008370535714286,1.3810618642159314,12.734375,16.5546875,15.008370535714286,,12.09765625,16.3,4.45703125,1.1460937500000001,0.4096971403230495,0.0,0.0,no,181742,93,1954.215053763441,0.010084228515625,adaptive,31,nominal_complete,4,no,0.029382478338605418,0.9467540598794035,1.530330959868528,no,no,0,31,0.010084228515625,0.029892274476247684,0.029382478338605418,0.9467540598794035,1.530330959868528,no,none,no,no,,,,,,,0.0728341461282447,0.0728341461282447,not_attempted,adequate,nominal,,0,no,no,no,no,no,no,0.010084228515625,0.9467540598794035,1.530330959868528,0.010084228515625,nominal_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.63671875,0.8095744354916121,"(93, 175, 208)","(116, 131, 233)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
13,0.5717081353089181,0.27798768179700845,0.5717081353089181,0.2937204535119096,24618,6028,24618,region_growing,,,,,normal,,-411.25,994.0,percentile,10.75,12584332,12351738,241,15794176,66,66,0,175,240,0.27385892116182575,18.0,24.22222222222222,21.602062289562294,22.0625,1.7409213970518336,18.75,23.52777777777778,12.515625,16.84201388888889,15.020183935711279,15.34033203125,1.210484408887603,13.037109375,16.359157986111114,15.34033203125,,15.296875,15.412760416666668,1.564453125,1.1434027777777775,0.4563596347144141,0.045454545454545456,0.0,no,119381,76,1570.8026315789473,0.007558545630997148,adaptive,31,nominal_complete,4,no,0.0067157929994975715,0.9148118201149027,1.527724372752504,no,no,0,31,0.007558545630997148,0.006101620637636212,0.0067157929994975715,0.9148118201149027,1.527724372752504,no,none,no,no,,,,,,,0.07901000671799024,0.07901000671799024,not_attempted,adequate,nominal,,0,no,no,no,no,no,no,0.007558545630997148,0.9148118201149027,1.527724372752504,0.007558545630997148,nominal_complete,yes,both tolerable,yes,no,,,no,yes,no,no,0.6953125,1.1031404921008474,"(111, 173, 167)","(130, 145, 202)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
538,0.5052235520153705,0.2676596418951038,0.5052235520153705,0.23756391012026673,25252,6841,25252,region_growing,,,,,normal,,-459.25,637.0504760742188,percentile,10.75,12864510,12333039,275,18022400,107,107,0,168,274,0.3890909090909091,18.0,26.666666666666668,23.27358970209437,24.2,2.3496239475319394,20.0,26.036363636363635,11.4609375,16.979166666666668,14.818730943130404,15.40859375,1.4960496228426021,12.734375,16.57784090909091,15.40859375,,11.4609375,15.811848958333332,1.6554687500000007,1.0545137479707796,0.4406463411240739,0.018691588785046728,0.0,no,221131,117,1890.008547008547,0.012269786487926137,adaptive,31,nominal_complete,4,no,0.022886098379033205,0.9001533742331289,1.7375894926613926,no,no,0,31,0.012269786487926137,0.02253327044548641,0.022886098379033205,0.9001533742331289,1.7375894926613926,no,none,no,no,,,,,,,0.0638498471557682,0.0638498471557682,not_attempted,adequate,nominal,,0,no,no,no,no,no,no,0.012269786487926137,0.9001533742331289,1.7375894926613926,0.012269786487926137,nominal_complete,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.8095744354916121,"(102, 175, 202)","(127, 140, 218)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
965,0.5927214189208613,0.3619781219075129,0.5927214189208613,0.2307432970133484,41911,9726,41911,region_growing,,,,,normal,,-453.75,703.75,percentile,10.75,12911931,12697873,275,18022400,92,92,0,183,274,0.33454545454545453,18.333333333333332,24.0,21.47746724893464,21.75,1.2435395212002391,19.5,22.79692307692308,14.179687499999998,18.5625,16.61147857534789,16.822265625,0.96180009842831,15.08203125,17.631995192307695,16.822265625,,18.5625,17.634375000000002,3.8671875,0.59375,0.48560596235428394,0.0,0.0,no,154659,102,1516.264705882353,0.008581487482244318,adaptive,31,nominal_complete,4,no,0.004273697685996366,0.9475685635552444,1.3346340348042145,no,no,0,31,0.008581487482244318,0.00418793096731466,0.004273697685996366,0.9475685635552444,1.3346340348042145,no,none,no,no,,,,,,,0.07033842070338421,0.07033842070338421,not_attempted,adequate,nominal,,0,no,no,no,no,no,no,0.008581487482244318,0.9475685635552444,1.3346340348042145,0.008581487482244318,nominal_complete,yes,both tolerable,yes,no,,,no,yes,no,no,1.546875,0.7734375,"(109, 154, 182)","(106, 120, 198)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
447,0.46742070322104745,0.21021298004360223,0.46742070322104745,0.2572077231774452,11629,2945,11629,region_growing,,,,,normal,,-570.5,900.5,percentile,10.75,12381708,11996258,245,16056320,95,95,0,150,244,0.3877551020408163,18.0,24.454545454545453,21.288443018969335,21.333333333333332,1.6214696626837009,18.7,23.523076923076925,12.515625,17.003551136363637,14.802120536627115,14.833333333333332,1.1274281248347608,13.00234375,16.355889423076924,14.833333333333332,,13.2109375,16.513671875,2.607421875,0.8710720486111116,0.48857924946027836,0.010526315789473684,0.0,no,158939,105,1513.7047619047619,0.009898843570631378,adaptive,31,nominal_complete,4,no,0.023532001887089166,0.9084717780705294,1.5801260902662757,no,no,0,31,0.009898843570631378,0.023629806144136022,0.023532001887089166,0.9084717780705294,1.5801260902662757,no,none,no,no,,,,,,,0.07032831128845059,0.07032831128845059,not_attempted,adequate,nominal,,0,no,no,no,no,no,no,0.009898843570631378,0.9084717780705294,1.5801260902662757,0.009898843570631378,nominal_complete,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,10.795136550527337,"(119, 185, 169)","(141, 141, 167)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
836,0.7369545596876094,0.3899459301475961,0.7369545596876094,0.34700862954001327,27103,7027,27103,region_growing,,,,,normal,,-498.0,843.25,percentile,10.75,11412935,10787041,275,18022400,120,120,0,155,274,0.43636363636363634,18.0,26.5,21.9534737022237,22.428571428571427,2.128789863952222,18.5,24.3375,11.4609375,16.873046875,13.978188333837748,14.280691964285714,1.3554404211883289,11.779296875,15.496142578125,14.280691964285714,,14.0078125,15.28125,4.138671875,0.951540798611111,0.4192394337894288,0.05,0.0,no,214871,130,1652.8538461538462,0.011922440962357955,adaptive,31,nominal_complete,4,no,0.04019071985114548,0.9016104979510455,1.7127815526546937,no,no,0,31,0.011922440962357955,0.04084499537393613,0.04019071985114548,0.9016104979510455,1.7127815526546937,no,none,no,no,,,,,,,0.09253304702833186,0.09253304702833186,not_attempted,adequate,nominal,,0,no,no,no,no,no,no,0.011922440962357955,0.9016104979510455,1.7127815526546937,0.011922440962357955,nominal_complete,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,0.5,"(100, 137, 172)","(126, 105, 209)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
