variant,lower_threshold_method,lower_threshold_percentile,lower_threshold_object_percentile,config_file,command
fixed_m300,fixed,,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/fixed_m300.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/fixed_m300.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/fixed_m300 --no-save-cache --gpu
percentile_p9p0,percentile,9.0,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p9p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p9p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/percentile_p9p0 --no-save-cache --gpu
percentile_p10p0,percentile,10.0,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p10p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p10p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/percentile_p10p0 --no-save-cache --gpu
percentile_p11p0,percentile,11.0,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p11p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p11p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/percentile_p11p0 --no-save-cache --gpu
percentile_p14p0,percentile,14.0,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p14p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p14p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/percentile_p14p0 --no-save-cache --gpu
percentile_p15p0,percentile,15.0,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p15p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p15p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/percentile_p15p0 --no-save-cache --gpu
percentile_p16p0,percentile,16.0,,output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p16p0.json,/home/matheus/workspace/coronary-centerline-detection/.venv/bin/python3 /home/matheus/workspace/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --threshold-method normal --artery-method rg --config-file /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/configs/percentile_p16p0.json --output-dir /home/matheus/workspace/coronary-centerline-detection/output/segmentation/analysis/lower_threshold_sweep/dry_run_lower_threshold_refined_v2/pipeline_runs/percentile_p16p0 --no-save-cache --gpu
