IMG_ID,fixed_control_dice,fixed_control_ostia_status,fixed_control_min_threshold_hu,fixed_control_threshold_voxel_count,fixed_control_lcc_voxel_count,original_dice,original_ostia_status,original_min_threshold_hu,original_threshold_voxel_count,original_lcc_voxel_count,variant_dice,variant_ostia_status,variant_min_threshold_hu,variant_threshold_voxel_count,variant_lcc_voxel_count,variant_lower_threshold_method,variant_lower_threshold_percentile,variant_lower_threshold_object_percentile,variant_lower_threshold_object_center_hu,variant,dice_delta,threshold_delta_hu,threshold_voxel_delta,lcc_voxel_delta,ostia_status_changed,dice_delta_vs_fixed_control,threshold_delta_hu_vs_fixed_control,threshold_voxel_delta_vs_fixed_control,lcc_voxel_delta_vs_fixed_control,ostia_status_changed_vs_fixed_control
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6851195154210354,both tolerable,-138.0,10780281,10581262,object_relative_percentile,5.0,99.5,490.25,object_relative_p5p0,0.0179906058769693,162.0,-391938,-359500,False,0.017990605876969323,162.0,-391938,-359500,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7073040496866482,both tolerable,-132.75,9105561,8977643,object_relative_percentile,5.0,99.5,470.75,object_relative_p5p0,-0.0011266634182939,167.25,-300112,-263432,False,-0.0011266634182939272,167.25,-300112,-263432,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.541323742997441,both tolerable,-136.75,12210883,12130281,object_relative_percentile,5.0,99.5,489.5,object_relative_p5p0,-0.0004641987905007,163.25,-435553,-398160,False,-0.0004641987905007472,163.25,-435553,-398160,False
631,0.7243157984482905,both tolerable,-300.0,11110441,10876543,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7276079406594349,both tolerable,-150.0,10719380,10502204,object_relative_percentile,5.0,99.5,490.5,object_relative_p5p0,0.2243491090770415,150.0,-391061,-374339,False,0.0032921422111443777,150.0,-391061,-374339,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6358848952217232,both tolerable,-148.0,10145423,9889996,object_relative_percentile,5.0,99.5,465.25,object_relative_p5p0,0.0161702267374587,152.0,-305023,-269840,False,0.016170226737458715,152.0,-305023,-269840,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6837656338338918,both tolerable,-152.5,11533611,11286794,object_relative_percentile,5.0,99.5,488.25,object_relative_p5p0,0.0047183661751372,147.5,-377085,-353604,False,0.004718366175137212,147.5,-377085,-353604,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6784916758954993,both tolerable,-146.0,8449090,8368050,object_relative_percentile,5.0,99.5,490.5,object_relative_p5p0,0.0118250092288326,154.0,-296079,-281904,False,0.011825009228832672,154.0,-296079,-281904,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5514052953156823,both tolerable,-173.25,10873887,10547644,object_relative_percentile,5.0,99.5,493.75,object_relative_p5p0,0.0005986960520982,126.75,-286968,-262548,False,0.0005986960520982798,126.75,-286968,-262548,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4603755031804075,both tolerable,-144.75,9685158,9533861,object_relative_percentile,5.0,99.5,496.75,object_relative_p5p0,0.001943308222733,155.25,-303106,-255405,False,0.0019433082227330867,155.25,-303106,-255405,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7220592569720277,both tolerable,-139.75,10959335,10059702,object_relative_percentile,5.0,99.5,487.0,object_relative_p5p0,0.0036274287294424,160.25,-358624,-422742,False,0.003627428729442439,160.25,-358624,-422742,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6331052377197223,both tolerable,-154.5,8348781,8159739,object_relative_percentile,5.0,99.5,475.75,object_relative_p5p0,0.0027452053572627,145.5,-217188,-165401,False,0.0027452053572627477,145.5,-217188,-165401,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7975090847967727,both tolerable,-140.5,12296288,12031335,object_relative_percentile,5.0,99.5,494.25,object_relative_p5p0,0.0080312578679437,159.5,-387186,-365789,False,0.008031257867943786,159.5,-387186,-365789,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6860370970116296,both tolerable,-149.25,10842338,10620688,object_relative_percentile,5.0,99.5,487.75,object_relative_p5p0,-0.0016404406533231,150.75,-417771,-406028,False,-0.0016404406533231386,150.75,-417771,-406028,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7419902365752911,both tolerable,-167.0,11953807,10558227,object_relative_percentile,5.0,99.5,494.0,object_relative_p5p0,0.0038206437474987,133.0,-367474,-349999,False,0.0038206437474987975,133.0,-367474,-349999,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.671575967672458,both tolerable,-113.0,10288414,9944328,percentile,10.0,,,percentile_p10p0,0.0006100748664963,187.0,-844098,-841304,False,0.0006100748664963351,187.0,-844098,-841304,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5563347606485225,both tolerable,-132.5,7231317,7105546,percentile,10.0,,,percentile_p10p0,0.015288150852779,167.5,-549456,-537870,False,0.015288150852779014,167.5,-549456,-537870,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.643942214610172,both tolerable,-117.75,9917636,9696045,percentile,10.0,,,percentile_p10p0,0.0126351962739783,182.25,-770348,-742404,False,0.012635196273978355,182.25,-770348,-742404,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6899479436792869,both tolerable,-109.5,10900513,10621048,percentile,10.0,,,percentile_p10p0,0.0050221411353741,190.5,-930956,-912800,False,0.005022141135374136,190.5,-930956,-912800,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6463736225354081,both tolerable,-109.25,11628027,11436201,percentile,10.0,,,percentile_p10p0,-0.0001283002430498,190.75,-960111,-993263,False,-0.00012830024304988363,190.75,-960111,-993263,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6282642089093702,both tolerable,-126.75,11605030,11421499,percentile,10.0,,,percentile_p10p0,0.0048281081034343,173.25,-1012409,-1047306,False,0.00482810810343437,173.25,-1012409,-1047306,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6593023403795004,both tolerable,-99.25,8055658,7350589,percentile,10.0,,,percentile_p10p0,0.0736908454426938,200.75,-562022,-505527,False,0.07369084544269389,200.75,-562022,-505527,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5725365828435512,both tolerable,-116.25,11363265,11201560,percentile,10.0,,,percentile_p10p0,-0.0001067091992789,183.75,-975565,-936312,False,-0.00010670919927890932,183.75,-975565,-936312,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7272950166520238,both tolerable,-100.75,11441814,10968616,percentile,10.0,,,percentile_p10p0,0.17113686409779,199.25,-1053850,-1103688,False,0.17113686409779005,199.25,-1053850,-1103688,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.6571761356283163,both tolerable,-118.5,11530846,11413339,percentile,10.0,,,percentile_p10p0,0.1756264646787707,181.5,-1067043,-1047025,False,0.17562646467877074,181.5,-1067043,-1047025,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645496183206107,found but incorrect,-124.75,10787213,10641291,percentile,10.0,,,percentile_p10p0,-0.0027992646270553,175.25,-897362,-864782,False,-0.00279926462705532,175.25,-897362,-864782,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7472814917230298,both tolerable,-103.5,10038938,9577690,percentile,10.0,,,percentile_p10p0,0.0033935523606162,196.5,-830704,-746492,False,0.0033935523606162254,196.5,-830704,-746492,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.438021698337036,found but incorrect,-126.75,7909524,7701687,percentile,10.0,,,percentile_p10p0,-0.0001130525165012,173.25,-597574,-562339,False,-0.00011305251650128856,173.25,-597574,-562339,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.49830220713073,both tolerable,-115.75,12032306,11842835,percentile,10.0,,,percentile_p10p0,-0.0004965218470271,184.25,-1091498,-1117866,False,-0.0004965218470271426,184.25,-1091498,-1117866,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3954095507451322,both tolerable,-144.0,7296258,6677734,percentile,10.0,,,percentile_p10p0,0.2391206210350331,156.0,-517671,-944605,True,0.23912062103503318,156.0,-517671,-944605,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7176359775858491,both tolerable,-110.5,10860933,10683341,percentile,10.0,,,percentile_p10p0,0.0049912097673598,189.5,-964330,-950642,False,0.004991209767359894,189.5,-964330,-950642,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6863414821353188,both tolerable,-110.5,10220365,9903989,percentile,10.0,,,percentile_p10p0,0.0192125725912526,189.5,-951854,-1036773,False,0.01921257259125264,189.5,-951854,-1036773,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7110947749377968,both tolerable,-108.0,8634825,8488193,percentile,10.0,,,percentile_p10p0,0.0026640618328547,192.0,-770848,-752882,False,0.002664061832854725,192.0,-770848,-752882,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5415227304131546,both tolerable,-116.25,11587083,11481305,percentile,10.0,,,percentile_p10p0,-0.0002652113747871,183.75,-1059353,-1047136,False,-0.0002652113747871887,183.75,-1059353,-1047136,False
631,0.7243157984482905,both tolerable,-300.0,11110441,10876543,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.7282978265547665,both tolerable,-117.25,10159193,9552106,percentile,10.0,,,percentile_p10p0,0.2250389949723731,182.75,-951248,-1324437,False,0.0039820281064759655,182.75,-951248,-1324437,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6584093052499214,both tolerable,-115.75,9661265,9388368,percentile,10.0,,,percentile_p10p0,0.0386946367656568,184.25,-789181,-771468,False,0.038694636765656876,184.25,-789181,-771468,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6845203548627808,both tolerable,-120.5,10990670,10553435,percentile,10.0,,,percentile_p10p0,0.0054730872040262,179.5,-920026,-1086963,False,0.0054730872040262835,179.5,-920026,-1086963,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6798501325047975,both tolerable,-123.5,8044725,7959226,percentile,10.0,,,percentile_p10p0,0.0131834658381309,176.5,-700444,-690728,False,0.013183465838130903,176.5,-700444,-690728,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5507694813125967,both tolerable,-118.75,10325902,9962069,percentile,10.0,,,percentile_p10p0,-3.7117950987264337e-05,181.25,-834953,-848123,False,-3.7117950987264337e-05,181.25,-834953,-848123,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4723494299339923,both tolerable,-104.5,9207999,9007842,percentile,10.0,,,percentile_p10p0,0.0139172349763179,195.5,-780265,-781424,False,0.013917234976317916,195.5,-780265,-781424,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.723516396792514,both tolerable,-111.75,10438679,9306971,percentile,10.0,,,percentile_p10p0,0.0050845685499287,188.25,-879280,-1175473,False,0.005084568549928781,188.25,-879280,-1175473,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6309376290788931,both tolerable,-110.5,7967027,7776808,percentile,10.0,,,percentile_p10p0,0.0005775967164335,189.5,-598942,-548332,False,0.0005775967164335372,189.5,-598942,-548332,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.7987279969163562,both tolerable,-100.0,11677555,11304548,percentile,10.0,,,percentile_p10p0,0.0092501699875272,200.0,-1005919,-1092576,False,0.009250169987527257,200.0,-1005919,-1092576,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6912416644935365,both tolerable,-122.75,10296644,9950660,percentile,10.0,,,percentile_p10p0,0.0035641268285837,177.25,-963465,-1076056,False,0.003564126828583758,177.25,-963465,-1076056,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7431786047351163,both tolerable,-127.75,11362621,9971319,percentile,10.0,,,percentile_p10p0,0.005009011907324,172.25,-958660,-936907,False,0.005009011907324057,172.25,-958660,-936907,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6219873450719245,both tolerable,-74.0,9236766,8425170,percentile,20.0,,,percentile_p20p0,-0.048978547734037,226.0,-1895746,-2360462,False,-0.04897854773403709,226.0,-1895746,-2360462,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5619667191672943,both tolerable,-88.25,6569141,6275049,percentile,20.0,,,percentile_p20p0,0.0209201093715508,211.75,-1211632,-1368367,False,0.020920109371550866,211.75,-1211632,-1368367,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.5615552587504505,both tolerable,-82.25,8956013,7731572,percentile,20.0,,,percentile_p20p0,-0.069751759585743,217.75,-1731971,-2706877,False,-0.06975175958574309,217.75,-1731971,-2706877,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.5774909462345622,both tolerable,-75.25,9800015,8703569,percentile,20.0,,,percentile_p20p0,-0.1074348563093505,224.75,-2031454,-2830279,False,-0.10743485630935057,224.75,-2031454,-2830279,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.5762037560699729,both tolerable,-68.5,10478390,10109254,percentile,20.0,,,percentile_p20p0,-0.0702981667084851,231.5,-2109748,-2320210,False,-0.0702981667084851,231.5,-2109748,-2320210,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.5689257722452743,both tolerable,-85.0,10403041,8606841,percentile,20.0,,,percentile_p20p0,-0.0545103285606615,215.0,-2214398,-3861964,False,-0.054510328560661514,215.0,-2214398,-3861964,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.4759877856944573,found but incorrect,-29.5,7342251,6476164,percentile,20.0,,,percentile_p20p0,-0.1096237092423492,270.5,-1275429,-1379952,True,-0.10962370924234921,270.5,-1275429,-1379952,True
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.4106934001670844,both tolerable,-84.75,10177542,9620221,percentile,20.0,,,percentile_p20p0,-0.1619498918757457,215.25,-2161288,-2517651,False,-0.16194989187574577,215.25,-2161288,-2517651,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.6846603894323064,both tolerable,-62.25,10172440,9163781,percentile,20.0,,,percentile_p20p0,0.1285022368780727,237.75,-2323224,-2908523,False,0.12850223687807272,237.75,-2323224,-2908523,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.599368621980765,both tolerable,-94.0,10277238,9827514,percentile,20.0,,,percentile_p20p0,0.1178189510312194,206.0,-2320651,-2632850,False,0.11781895103121942,206.0,-2320651,-2632850,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4645279560036663,found but incorrect,-98.5,9721683,9307500,percentile,20.0,,,percentile_p20p0,-0.0028209269439997,201.5,-1962892,-2198573,False,-0.002820926943999713,201.5,-1962892,-2198573,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.6324287262512994,both tolerable,-59.5,8984563,8227914,percentile,20.0,,,percentile_p20p0,-0.1114592131111141,240.5,-1885079,-2096268,False,-0.11145921311111417,240.5,-1885079,-2096268,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.3343410326086956,found but incorrect,-65.25,7165483,6354967,percentile,20.0,,,percentile_p20p0,-0.1037937182448417,234.75,-1341615,-1909059,False,-0.10379371824484174,234.75,-1341615,-1909059,False
676,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4987987289777571,both tolerable,-300.0,13123804,12960701,0.4986880691464732,both tolerable,-82.5,10735433,10203857,percentile,20.0,,,percentile_p20p0,-0.0001106598312839,217.5,-2388371,-2756844,False,-0.00011065983128394352,217.5,-2388371,-2756844,False
44,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.156288929710099,found but incorrect,-300.0,7813929,7622339,0.3964732259528755,both tolerable,-113.5,6619015,5728160,percentile,20.0,,,percentile_p20p0,0.2401842962427764,186.5,-1194914,-1894179,True,0.24018429624277648,186.5,-1194914,-1894179,True
129,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.7126447678184892,both tolerable,-300.0,11825263,11633983,0.694927829488736,both tolerable,-69.0,9716996,8730591,percentile,20.0,,,percentile_p20p0,-0.0177169383297531,231.0,-2108267,-2903392,False,-0.017716938329753185,231.0,-2108267,-2903392,False
518,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.6671289095440661,both tolerable,-300.0,11172219,10940762,0.5723734662576687,both tolerable,-78.0,9104209,7895316,percentile,20.0,,,percentile_p20p0,-0.0947554432863974,222.0,-2068010,-3045446,False,-0.0947554432863974,222.0,-2068010,-3045446,False
793,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.7084307131049421,both tolerable,-300.0,9405673,9241075,0.6670594782153262,both tolerable,-81.5,7675854,7238450,percentile,20.0,,,percentile_p20p0,-0.0413712348896159,218.5,-1729819,-2002625,False,-0.041371234889615915,218.5,-1729819,-2002625,False
550,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5417879417879418,both tolerable,-300.0,12646436,12528441,0.5415975677169707,both tolerable,-96.0,10322094,9949533,percentile,20.0,,,percentile_p20p0,-0.0001903740709711,204.0,-2324342,-2578908,False,-0.00019037407097111103,204.0,-2324342,-2578908,False
631,0.7243157984482905,both tolerable,-300.0,11110441,10876543,0.5032588315823934,both tolerable,-300.0,11110441,10876543,0.6772290417737178,both tolerable,-78.25,9043382,7673784,percentile,20.0,,,percentile_p20p0,0.1739702101913244,221.75,-2067059,-3202759,False,-0.04708675667457274,221.75,-2067059,-3202759,False
330,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6197146684842645,both tolerable,-300.0,10450446,10159836,0.6089609533904374,both tolerable,-83.75,8686258,7918368,percentile,20.0,,,percentile_p20p0,-0.010753715093827,216.25,-1764188,-2241468,False,-0.010753715093827054,216.25,-1764188,-2241468,False
90,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6790472676587546,both tolerable,-300.0,11910696,11640398,0.6542926843605796,both tolerable,-84.75,9909549,8344224,percentile,20.0,,,percentile_p20p0,-0.0247545832981749,215.25,-2001147,-3296174,False,-0.024754583298174926,215.25,-2001147,-3296174,False
608,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6666666666666666,both tolerable,-300.0,8745169,8649954,0.6672821479039096,both tolerable,-99.25,7237566,6959861,percentile,20.0,,,percentile_p20p0,0.0006154812372429,200.75,-1507603,-1690093,False,0.0006154812372429763,200.75,-1507603,-1690093,False
887,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.550806599263584,both tolerable,-300.0,11160855,10810192,0.5516041905385497,both tolerable,-68.5,9234879,7680041,percentile,20.0,,,percentile_p20p0,0.0007975912749657,231.5,-1925976,-3130151,False,0.0007975912749657033,231.5,-1925976,-3130151,False
175,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.4584321949576744,both tolerable,-300.0,9988264,9789266,0.2219653179190751,both tolerable,-47.75,8251578,7379118,percentile,20.0,,,percentile_p20p0,-0.2364668770385993,252.25,-1736686,-2410148,False,-0.2364668770385993,252.25,-1736686,-2410148,False
760,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.7184318282425852,both tolerable,-300.0,11317959,10482444,0.6619849895674379,both tolerable,-80.5,9405306,8052236,percentile,20.0,,,percentile_p20p0,-0.0564468386751473,219.5,-1912653,-2430208,False,-0.056446838675147326,219.5,-1912653,-2430208,False
696,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6303600323624595,both tolerable,-300.0,8565969,8325140,0.6302247454360791,both tolerable,-68.0,7205102,6860988,percentile,20.0,,,percentile_p20p0,-0.0001352869263804,232.0,-1360867,-1464152,False,-0.00013528692638042905,232.0,-1360867,-1464152,False
194,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.789477826928829,both tolerable,-300.0,12683474,12397124,0.744361980567208,both tolerable,-56.0,10439801,9231498,percentile,20.0,,,percentile_p20p0,-0.0451158463616209,244.0,-2243673,-3165626,False,-0.045115846361620915,244.0,-2243673,-3165626,False
305,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6876775376649528,both tolerable,-300.0,11260109,11026716,0.6496715166659949,both tolerable,-92.25,9197013,8033961,percentile,20.0,,,percentile_p20p0,-0.0380060209989578,207.75,-2063096,-2992755,False,-0.03800602099895789,207.75,-2063096,-2992755,False
344,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7381695928277923,both tolerable,-300.0,12321281,10908226,0.7441282122133186,both tolerable,-90.25,10174028,8144556,percentile,20.0,,,percentile_p20p0,0.0059586193855263,209.75,-2147253,-2763670,False,0.005958619385526331,209.75,-2147253,-2763670,False
28,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.6709658928059616,both tolerable,-300.0,11132512,10785632,0.67315977539561,both tolerable,-147.25,10810024,10525553,percentile,5.0,,,percentile_p5p0,0.0021938825896483,152.75,-322488,-260079,False,0.002193882589648366,152.75,-322488,-260079,False
380,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5410466097957435,both tolerable,-300.0,7780773,7643416,0.5575474149129644,both tolerable,-168.75,7562096,7437574,percentile,5.0,,,percentile_p5p0,0.0165008051172209,131.25,-218677,-205842,False,0.016500805117220962,131.25,-218677,-205842,False
854,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6313070183361936,both tolerable,-300.0,10687984,10438449,0.6435773136969384,both tolerable,-158.75,10396064,10198808,percentile,5.0,,,percentile_p5p0,0.0122702953607447,141.25,-291920,-239641,False,0.012270295360744754,141.25,-291920,-239641,False
937,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6849258025439128,both tolerable,-300.0,11831469,11533848,0.6915527381043306,both tolerable,-140.0,11453055,11209787,percentile,5.0,,,percentile_p5p0,0.0066269355604178,160.0,-378414,-324061,False,0.006626935560417824,160.0,-378414,-324061,False
315,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.646501922778458,both tolerable,-300.0,12588138,12429464,0.6456190509396464,both tolerable,-135.25,12194640,12044582,percentile,5.0,,,percentile_p5p0,-0.0008828718388115,164.75,-393498,-384882,False,-0.0008828718388115275,164.75,-393498,-384882,False
428,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6234361008059358,both tolerable,-300.0,12617439,12468805,0.6271561369186901,both tolerable,-163.75,12200089,12079846,percentile,5.0,,,percentile_p5p0,0.0037200361127542,136.25,-417350,-388959,False,0.003720036112754288,136.25,-417350,-388959,False
752,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.5856114949368065,both tolerable,-300.0,8617680,7856116,0.6593321220474908,both tolerable,-168.5,8412307,7663064,percentile,5.0,,,percentile_p5p0,0.0737206271106842,131.5,-205373,-193052,False,0.07372062711068428,131.5,-205373,-193052,False
13,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5726432920428302,both tolerable,-300.0,12338830,12137872,0.5721080932028126,both tolerable,-142.0,11948260,11802077,percentile,5.0,,,percentile_p5p0,-0.0005351988400175,158.0,-390570,-335795,False,-0.0005351988400175145,158.0,-390570,-335795,False
538,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.5561581525542337,both tolerable,-300.0,12495664,12072304,0.7090472782385383,both tolerable,-125.0,12069135,11699161,percentile,5.0,,,percentile_p5p0,0.1528891256843045,175.0,-426529,-373143,False,0.15288912568430457,175.0,-426529,-373143,False
965,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.4815496709495456,both tolerable,-300.0,12597889,12460364,0.5216499345264077,both tolerable,-140.25,12153051,12053036,percentile,5.0,,,percentile_p5p0,0.0401002635768621,159.75,-444838,-407328,False,0.04010026357686214,159.75,-444838,-407328,False
447,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.467348882947666,found but incorrect,-300.0,11684575,11506073,0.4640840125774643,found but incorrect,-149.0,11323724,11198884,percentile,5.0,,,percentile_p5p0,-0.0032648703702017,151.0,-360851,-307189,False,-0.0032648703702017334,151.0,-360851,-307189,False
836,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7438879393624136,both tolerable,-300.0,10869642,10324182,0.7462508616032341,both tolerable,-143.25,10565145,10084934,percentile,5.0,,,percentile_p5p0,0.0023629222408204,156.75,-304497,-239248,False,0.002362922240820464,156.75,-304497,-239248,False
603,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4381347508535373,found but incorrect,-300.0,8507098,8264026,0.4380989380989381,found but incorrect,-176.5,8279700,8077609,percentile,5.0,,,percentile_p5p0,-3.581275459924038e-05,123.5,-227398,-186417,False,-3.581275459924038e-05,123.5,-227398,-186417,False
