lcc_mode,miss_count,out_of_tolerance_as_miss,candidate_strategy,name,config_file,command
per_slice,5,False,closest,lcc_per_slice_out_stop_miss5_cand_closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_stop_miss5_cand_closest.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_stop_miss5_cand_closest.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/pipeline_runs/lcc_per_slice_out_stop_miss5_cand_closest --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear --split-config /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/sample_split_config.json
per_slice,2,True,closest,lcc_per_slice_out_miss_miss2_cand_closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_miss_miss2_cand_closest.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_miss_miss2_cand_closest.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/pipeline_runs/lcc_per_slice_out_miss_miss2_cand_closest --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear --split-config /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/sample_split_config.json
per_slice,3,True,closest,lcc_per_slice_out_miss_miss3_cand_closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_miss_miss3_cand_closest.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_miss_miss3_cand_closest.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/pipeline_runs/lcc_per_slice_out_miss_miss3_cand_closest --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear --split-config /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/sample_split_config.json
per_slice,2,True,score,lcc_per_slice_out_miss_miss2_cand_score,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_miss_miss2_cand_score.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_slice_out_miss_miss2_cand_score.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/pipeline_runs/lcc_per_slice_out_miss_miss2_cand_score --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear --split-config /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/sample_split_config.json
per_volume,5,False,closest,lcc_per_volume_out_stop_miss5_cand_closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_volume_out_stop_miss5_cand_closest.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_volume_out_stop_miss5_cand_closest.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/pipeline_runs/lcc_per_volume_out_stop_miss5_cand_closest --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear --split-config /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/sample_split_config.json
per_volume,2,True,score,lcc_per_volume_out_miss_miss2_cand_score,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_volume_out_miss_miss2_cand_score.json,/data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/miniconda3/envs/dac_gpu/bin/python /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/src/segmentation_pipeline.py --split train --resolution mid --num-batches 5 --config-file /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/configs/lcc_per_volume_out_miss_miss2_cand_score.json --output-dir /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/pipeline_runs/lcc_per_volume_out_miss_miss2_cand_score --no-save-cache --gpu --downscale-method opencv --opencv-interpolation linear --split-config /data04/home/projetos/dac_seg_dlag/mssilva.ppgmc/matheus_codes/coronary-centerline-detection/output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train60_quick/sample_split_config.json
