variant,lcc_mode,aorta_miss_count,out_of_tolerance_as_miss,candidate_selection_strategy,IMG_ID,status,artery_dice,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_coverage,aorta_circle_first_slice,aorta_circle_last_slice,left_ostium_distance_mm,right_ostium_distance_mm,ostia_success,aorta_detected_circle_coverage,aorta_missing_circle_slices
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,28,both ostia tolerable,0.67185191265802,275,120,120,0,0.4363636363636363,155,274,1.0737001589130926,0.8375058302035873,True,0.43636363636363634,155
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,380,both ostia tolerable,0.563331452068048,206,77,77,0,0.3737864077669903,129,205,2.3495403733114086,1.739843048383334,True,0.3737864077669903,129
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,854,both ostia tolerable,0.6444734876773712,275,132,132,0,0.48,143,274,1.2734375,0.63671875,True,0.48,143
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,937,both ostia tolerable,0.6912923675742336,275,82,82,0,0.2981818181818181,193,274,1.390625,2.160392872438078,True,0.29818181818181816,193
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,315,both ostia tolerable,0.6466133855651353,275,134,134,0,0.4872727272727272,141,274,0.0,1.3908992882585445,True,0.48727272727272725,141
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,428,both ostia tolerable,0.6306882912405115,275,172,172,0,0.6254545454545455,103,274,0.0,1.2202077119702048,True,0.6254545454545455,103
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,752,both ostia tolerable,0.6617335071441351,275,83,83,0,0.3018181818181818,192,274,0.0,0.5,True,0.3018181818181818,192
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,13,both ostia tolerable,0.572926728301366,241,66,66,0,0.2738589211618257,175,240,2.0859375,1.1031404921008474,True,0.27385892116182575,175
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,538,both ostia tolerable,0.7438624516562973,275,107,107,0,0.3890909090909091,168,274,0.0,0.8095744354916121,True,0.3890909090909091,168
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,965,both ostia tolerable,0.6584629445269532,275,91,91,0,0.3309090909090909,184,274,1.546875,1.4820293967437017,True,0.33090909090909093,184
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,447,no ostium correct,0.4645779894955417,245,95,95,0,0.3877551020408163,150,244,0.6953125,7.205497169045659,False,0.3877551020408163,150
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,836,both ostia tolerable,0.7473969529862604,275,114,114,0,0.4145454545454545,161,274,0.9004562916672442,0.5,True,0.41454545454545455,161
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,603,one ostium correct,0.4492497012084458,206,68,68,0,0.3300970873786408,138,205,0.0,7.171684578422479,False,0.3300970873786408,138
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,676,both ostia tolerable,0.498398857980632,275,144,144,0,0.5236363636363637,131,274,1.1576348337032387,0.8916609243998318,True,0.5236363636363637,131
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,44,both ostia tolerable,0.4902580617822789,206,78,78,0,0.3786407766990291,128,205,0.58984375,0.0,True,0.3786407766990291,128
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,129,both ostia tolerable,0.7209582376647774,275,125,125,0,0.4545454545454545,150,274,2.23828125,0.5,True,0.45454545454545453,150
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,518,both ostia tolerable,0.7163980660757454,243,93,93,0,0.382716049382716,150,242,0.69140625,0.69140625,True,0.38271604938271603,150
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,793,both ostia tolerable,0.7222588573826509,206,58,58,0,0.2815533980582524,148,205,0.8437861682062879,2.7741306352170945,True,0.2815533980582524,148
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,550,both ostia tolerable,0.5419757365684575,275,98,98,0,0.3563636363636364,177,274,0.0,1.6331862610496235,True,0.3563636363636364,177
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,631,both ostia tolerable,0.7299260576360127,275,133,133,0,0.4836363636363636,142,274,0.0,1.113000238656758,True,0.48363636363636364,142
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,330,both ostia tolerable,0.6799826882975515,275,101,101,0,0.3672727272727272,174,274,0.0,1.974511812933532,True,0.36727272727272725,174
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,90,both ostia tolerable,0.6835386896924506,275,131,131,0,0.4763636363636364,144,274,1.4761542507713454,0.5,True,0.4763636363636364,144
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,608,both ostia tolerable,0.6805489478499542,206,135,135,0,0.6553398058252428,71,205,1.3680800657879093,0.5,True,0.6553398058252428,71
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,887,both ostia tolerable,0.5507989821882951,275,114,114,0,0.4145454545454545,161,274,0.7890625,0.0,True,0.41454545454545455,161
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,175,both ostia tolerable,0.4725614101772224,231,105,105,0,0.4545454545454545,126,230,0.9004562916672442,0.5,True,0.45454545454545453,126
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,760,both ostia tolerable,0.7230455356889859,275,116,116,0,0.4218181818181818,159,274,0.0,1.0541954870895625,True,0.4218181818181818,159
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,696,both ostia tolerable,0.6312117218389023,223,64,64,0,0.2869955156950672,159,222,0.0,1.739843048383334,True,0.28699551569506726,159
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,194,both ostia tolerable,0.7988625775150211,275,118,118,0,0.4290909090909091,157,274,0.8095744354916121,1.345667690480501,True,0.4290909090909091,157
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,305,both ostia tolerable,0.6914891634520415,267,104,104,0,0.3895131086142322,163,266,1.841961526640825,0.0,True,0.3895131086142322,163
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,344,both ostia tolerable,0.7430875229413003,275,120,120,0,0.4363636363636363,155,274,2.31325209475886,0.0,True,0.43636363636363634,155
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,867,both ostia tolerable,0.6971242699785614,275,91,91,0,0.3309090909090909,184,274,1.529355492570727,1.8150658696940245,True,0.33090909090909093,184
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,450,both ostia tolerable,0.7150301193687867,275,127,127,0,0.4618181818181818,148,274,2.293447831127092,1.167609424241739,True,0.4618181818181818,148
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,788,both ostia tolerable,0.6430080050063883,275,72,72,0,0.2618181818181818,203,274,0.9004562916672442,0.63671875,True,0.26181818181818184,203
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,362,both ostia tolerable,0.6452641070267776,275,107,107,0,0.3890909090909091,168,274,1.546875,1.2026683386588757,True,0.3890909090909091,168
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,10,both ostia tolerable,0.6444081410387312,275,113,113,0,0.4109090909090909,162,274,0.9943689110435824,0.0,True,0.4109090909090909,162
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,605,both ostia tolerable,0.7463550892492166,275,142,142,0,0.5163636363636364,133,274,0.0,0.5,True,0.5163636363636364,133
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,23,ostia not found,0.0,275,2,2,0,0.0072727272727272,273,274,,,False,0.007272727272727273,273
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,553,both ostia tolerable,0.5595503794180904,275,146,146,0,0.5309090909090909,129,274,1.8559456623936523,1.0,True,0.5309090909090909,129
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,922,both ostia tolerable,0.6580551523947751,275,122,122,0,0.4436363636363636,153,274,0.0,1.345667690480501,True,0.44363636363636366,153
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,682,both ostia tolerable,0.7374211587229339,206,92,92,0,0.4466019417475728,114,205,1.029961908617559,0.5,True,0.44660194174757284,114
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,934,both ostia tolerable,0.7444026996242966,275,67,67,0,0.2436363636363636,208,274,0.0,0.5,True,0.24363636363636362,208
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,737,both ostia tolerable,0.6521380683497441,275,73,73,0,0.2654545454545454,202,274,0.0,1.5072254362320854,True,0.26545454545454544,202
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,510,both ostia tolerable,0.689694279280009,275,117,117,0,0.4254545454545455,158,274,0.0,1.137745187345622,True,0.4254545454545455,158
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,2,both ostia tolerable,0.7210927843839237,275,81,81,0,0.2945454545454545,194,274,2.6759950872584297,0.8948979188467532,True,0.29454545454545455,194
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,420,both ostia correct,0.7343277761528713,275,110,110,0,0.4,165,274,0.0,0.0,True,0.4,165
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,881,both ostia correct,0.6890480983677739,275,97,97,0,0.3527272727272727,178,274,0.0,0.0,True,0.3527272727272727,178
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,11,no ostium correct,0.3735234537370761,275,216,216,0,0.7854545454545454,59,274,27.003363505774608,1.4761542507713454,False,0.7854545454545454,59
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,906,both ostia correct,0.7177971491638295,275,163,163,0,0.5927272727272728,112,274,0.0,0.0,True,0.5927272727272728,112
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,251,both ostia tolerable,0.5724428582276558,206,71,71,0,0.3446601941747573,135,205,0.8095744354916121,1.029961908617559,True,0.3446601941747573,135
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,409,both ostia tolerable,0.5883438289679516,263,73,73,0,0.2775665399239543,190,262,1.703254904736168,0.5,True,0.27756653992395436,190
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,134,no ostium correct,0.0,206,116,116,0,0.5631067961165048,90,205,22.9872812680764,45.89418032118577,False,0.5631067961165048,90
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,822,ostia not found,0.0,275,3,3,0,0.0109090909090909,272,274,,,False,0.01090909090909091,272
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,248,one ostium correct,0.5088689181753872,275,90,90,0,0.3272727272727272,185,274,0.0,21.58573250219344,False,0.32727272727272727,185
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,907,both ostia tolerable,0.7502864417568428,206,120,120,0,0.5825242718446602,86,205,0.0,0.5,True,0.5825242718446602,86
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,873,both ostia tolerable,0.7973227565691621,233,87,87,0,0.3733905579399141,146,232,2.484375,1.2734135350505742,True,0.37339055793991416,146
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,376,both ostia tolerable,0.7312414206445875,275,93,93,0,0.3381818181818182,182,274,0.0,0.9013878188659972,True,0.3381818181818182,182
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,821,both ostia tolerable,0.7726967313544919,275,109,109,0,0.3963636363636363,166,274,2.0432936225919662,1.232890721536179,True,0.39636363636363636,166
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,988,both ostia tolerable,0.7349655336344189,275,67,67,0,0.2436363636363636,208,274,1.4453125,1.137745187345622,True,0.24363636363636362,208
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,750,both ostia tolerable,0.3907847180647021,277,120,120,0,0.4332129963898917,157,276,0.0,0.9740592917816912,True,0.4332129963898917,157
