variant,n_images,pearson_image_slices_vs_aorta_circle_count,spearman_image_slices_vs_aorta_circle_count,pearson_image_slices_vs_aorta_detected_circle_count,spearman_image_slices_vs_aorta_detected_circle_count,pearson_image_slices_vs_aorta_circle_coverage,spearman_image_slices_vs_aorta_circle_coverage,pearson_image_slices_vs_aorta_detected_circle_coverage,spearman_image_slices_vs_aorta_detected_circle_coverage,pearson_image_slices_vs_aorta_missing_circle_slices,spearman_image_slices_vs_aorta_missing_circle_slices
lcc_per_slice_out_miss_miss2_cand_closest,60,-0.0031539714822806163,0.0585040895637742,0.004282563483304405,0.0731216722418551,-0.28864647006681704,-0.2108225014014562,-0.2836324767745508,-0.2092932441574769,0.4341036416144399,0.36779343120857405
lcc_per_slice_out_miss_miss2_cand_score,60,0.081192271862211,0.1629111606941909,0.08801407808266905,0.17719774855930712,-0.20884806280281096,-0.12381886315115183,-0.20307473500322107,-0.12395044433605447,0.38198645631077327,0.3273167255940845
lcc_per_slice_out_miss_miss3_cand_closest,60,0.03667802147402606,0.059485362915795446,0.043830915543907445,0.051248785635234065,-0.2940507621440056,-0.21115626772712576,-0.2866994988611149,-0.18695132284860144,0.34380370719387543,0.2688888894927275
lcc_per_slice_out_stop_miss5_cand_closest,60,0.2309566267800014,0.33424050247899373,0.2309566267800014,0.33424050247899373,-0.08641117756071524,0.03395762918214082,-0.08641117756071522,0.03395762918214082,0.4683360247376533,0.4595866162862273
lcc_per_volume_out_miss_miss2_cand_score,60,0.08932596150153174,0.15568803151945354,0.09814269845424049,0.16114443619517543,-0.19197695111927598,-0.12260257874500344,-0.18443788563164487,-0.1288877122852944,0.3511358268914513,0.3072242658769361
lcc_per_volume_out_stop_miss5_cand_closest,60,0.36341891253481673,0.45528240706130796,0.36341891253481673,0.45528240706130796,0.03985463861154141,0.14352468493632395,0.039854638611541364,0.14352468493632395,0.43260537359058926,0.43632102705275805
