variant,lcc_mode,aorta_miss_count,out_of_tolerance_as_miss,candidate_selection_strategy,run_dir,return_code,timed_out,duration_seconds,duration_minutes,n_images,ostia_success_rate,both_correct_n,both_tolerable_n,one_correct_n,none_correct_n,not_found_n,mean_dice,median_dice,mean_image_slices,mean_aorta_circles,mean_detected_circles,mean_interpolated_circles,mean_aorta_circle_coverage
lcc_per_slice_out_stop_miss5_cand_closest,per_slice,5,False,closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train_quick/pipeline_runs/lcc_per_slice_out_stop_miss5_cand_closest/segmentation/runs/mid_res/2026-07-05_01-18-13,0,False,2031.252773580025,33.854212893000415,30,0.9333333333333333,0,28,1,1,0,0.6407254095611533,0.6667927099010775,256.8333333333333,105.93333333333334,105.93333333333334,0.0,0.4107358118146998
lcc_per_volume_out_stop_miss5_cand_closest,per_volume,5,False,closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train_quick/pipeline_runs/lcc_per_volume_out_stop_miss5_cand_closest/segmentation/runs/mid_res/2026-07-05_05-03-07,0,False,1961.9585724329809,32.699309540549685,30,0.9333333333333333,0,28,1,1,0,0.6298323907140333,0.6608395096096176,256.8333333333333,103.8,103.8,0.0,0.40105730693231145
lcc_per_slice_out_miss_miss2_cand_closest,per_slice,2,True,closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train_quick/pipeline_runs/lcc_per_slice_out_miss_miss2_cand_closest/segmentation/runs/mid_res/2026-07-05_01-52-05,0,False,3310.904140509083,55.18173567515138,30,0.8,0,24,2,4,0,0.5862686594606045,0.6378426047581367,256.8333333333333,139.7,137.6,2.1,0.5470400352546859
lcc_per_volume_out_miss_miss2_cand_score,per_volume,2,True,score,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train_quick/pipeline_runs/lcc_per_volume_out_miss_miss2_cand_score/segmentation/runs/mid_res/2026-07-05_05-35-49,0,False,3296.0414151450386,54.934023585750644,30,0.8,0,24,2,4,0,0.5723370869795648,0.6380815303685716,256.8333333333333,137.6,135.66666666666666,1.9333333333333333,0.537454863145242
lcc_per_slice_out_miss_miss2_cand_score,per_slice,2,True,score,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train_quick/pipeline_runs/lcc_per_slice_out_miss_miss2_cand_score/segmentation/runs/mid_res/2026-07-05_04-08-34,0,False,3272.5833835270023,54.5430563921167,30,0.7,0,21,2,7,0,0.5398390153194151,0.5680988141278416,256.8333333333333,137.6,135.6,2.0,0.5346150363054151
lcc_per_slice_out_miss_miss3_cand_closest,per_slice,3,True,closest,output/segmentation/analysis/aorta_ostia_sweep/aorta_ostia_train_quick/pipeline_runs/lcc_per_slice_out_miss_miss3_cand_closest/segmentation/runs/mid_res/2026-07-05_02-47-16,0,False,4877.827237802907,81.29712063004845,30,0.6666666666666666,0,20,3,7,0,0.5111510520851256,0.557034941071306,256.8333333333333,174.73333333333332,168.93333333333334,5.8,0.6889548587231394
